ID	N1	N2	N3	CA4	CA5	CA6	N7	N8	N9	N10	CA11	CA12	CA13	CA14
NM_001099684	85	67	149	62	66	111	118	87	249	59	196	180	122	261
NM_001099684	84	71	169	56	52	91	118	87	249	59	196	180	122	261
NM_001099691	277	398	637	871	79	253	443	408	1283	378	1811	1719	1154	988
NM_001099692	291	429	671	720	645	890	402	295	464	228	940	1298	916	1420
NM_001099693	12673	7512	22939	3758	646	2901	3535	2791	14019	2556	4490	1044	2054	5258
NM_001099694	21	16	31	3	0	13	59	34	177	26	96	47	32	88
NM_001099695	462	317	839	293	482	177	798	574	1236	272	960	1026	537	2460
NM_001099696	453	305	822	278	475	173	762	555	1179	264	933	988	524	2383
NM_001099733	98	66	143	3	2	0	69	69	115	12	138	0	2	87
NM_001099735	27	16	22	1	3	2	12	9	83	14	17	19	2	27
NM_001099736	27	16	23	1	3	2	12	9	83	14	17	19	2	27
NM_001099737	218	203	365	185	223	192	59	59	215	18	60	124	66	184
NM_001099743	83	68	222	9	1	8	229	89	267	59	151	101	26	299
NM_001099744	83	68	222	9	1	8	229	89	267	59	151	101	26	299
NM_001099745	83	68	222	9	1	8	227	89	269	59	151	101	26	299
NM_001099746	80	64	211	9	1	7	213	86	255	52	142	88	23	280
NM_001099747	83	68	222	9	1	8	227	89	267	59	151	101	26	299
NM_001099748	83	68	222	9	1	8	227	89	267	59	151	101	26	299
NM_001099749	80	64	211	9	1	7	213	86	253	52	142	88	23	280
NM_001099750	83	68	222	9	1	8	227	89	267	59	151	101	26	299
NM_001099751	83	68	222	9	1	8	227	89	268	59	151	101	26	299
NM_001099752	83	68	222	9	1	8	227	89	268	59	151	101	26	299
NM_001099753	83	68	224	9	1	8	228	91	269	59	152	101	27	301
NM_001099754	83	68	224	9	1	8	228	91	269	59	152	101	27	301
NM_001099755	81	64	213	9	1	7	216	88	259	54	145	95	25	286
NM_001099756	82	68	222	9	1	13	226	89	269	57	149	94	25	300
NM_001099771	30	36	71	80	11	77	104	47	84	47	153	245	109	370
NM_001099772	10	8	158	57	64	122	248	43	25	61	413	14	49	486
NM_001099773	26	12	16	4	3	0	7	10	50	22	9	139	0	0
NM_001099781	204	117	320	78	179	39	289	121	613	92	268	771	28	894
NM_001099782	202	113	313	77	176	39	285	119	596	92	263	758	27	876
NM_001099783	97	146	291	59	5	137	77	100	368	79	180	47	295	154
NM_001099784	136	119	278	246	770	444	218	117	287	77	382	1274	652	1092
NM_001099786	129	124	311	35	62	24	355	248	416	63	282	120	71	623
NM_001099787	129	124	311	35	62	24	353	246	416	62	281	120	71	622
NM_001099788	129	124	311	35	62	24	352	248	412	63	281	118	70	619
NM_001099789	129	124	311	35	62	24	350	246	412	62	280	118	70	618
NM_001099791	32	36	51	31	74	15	143	96	208	23	118	113	111	313
NM_001099856	52	78	85	131	223	100	84	97	130	77	215	514	349	634
NM_001099857	53	84	95	138	242	104	93	118	157	84	248	558	394	700
NM_001099858	160	156	303	151	9	52	181	135	334	104	177	177	259	401
NM_001099922	85	159	267	89	48	98	322	249	868	127	358	220	454	815
NM_001099952	122	120	388	75	9	46	911	534	1208	254	852	852	763	3011
NM_001100	13	22	48	25	12	28	105	52	63	40	161	275	126	381
NM_001100117	24	115	363	16	14	68	177	59	719	31	357	555	562	318
NM_001100118	44	28	96	263	608	175	72	52	141	27	279	382	368	801
NM_001100119	44	29	97	270	611	180	73	54	144	30	281	403	373	821
NM_001100122	370	305	654	677	1310	652	1578	704	1720	592	2178	4787	4519	5489
NM_001100163	290	429	567	72	25	53	913	921	2605	282	1661	1100	162	1316
NM_001100164	144	180	629	198	17	112	1219	901	2244	751	1465	1495	1450	5274
NM_001100165	143	180	628	197	15	112	1215	899	2240	747	1455	1490	1441	5245
NM_001100166	142	178	624	196	6	111	1194	894	2206	741	1440	1449	1409	5122
NM_001100167	291	424	569	72	26	53	908	906	2556	275	1639	1099	160	1306
NM_001100168	225	318	544	150	17	61	150	96	156	76	114	66	326	623
NM_001100169	570	750	1429	836	44	679	761	571	1425	367	1350	1492	1205	2494
NM_001100170	570	750	1429	835	44	679	753	571	1423	366	1330	1483	1196	2488
NM_001100176	133	169	268	138	160	227	217	158	464	85	294	505	264	868
NM_001100388	6	28	108	2	0	0	12	64	88	0	2	0	0	4
NM_001100389	211	193	532	61	6	113	311	286	739	137	240	145	242	525
NM_001100390	191	200	364	103	203	68	342	249	665	73	499	589	338	982
NM_001100397	57	74	152	40	0	19	152	97	243	37	101	189	59	465
NM_001100398	101	90	212	108	51	69	236	203	477	90	300	677	244	1324
NM_001100399	634	777	2217	889	42	786	2691	1844	4441	1138	4208	1929	3148	6959
NM_001100400	68	76	297	136	13	44	913	574	1636	347	1550	745	1237	2675
NM_001100407	303	305	595	383	844	371	803	490	862	246	711	1702	759	2604
NM_001100408	301	304	591	383	840	371	770	472	820	239	675	1623	716	2475
NM_001100409	408	609	1776	425	84	375	1699	1394	4050	763	1679	1416	1756	4117
NM_001100411	18	16	104	3	0	15	67	25	77	12	36	17	51	68
NM_001100412	278	230	656	479	37	509	502	350	890	176	693	805	2076	3235
NM_001100418	333	272	687	315	1375	343	280	280	618	101	444	467	372	964
NM_001100419	326	268	681	308	1349	337	272	268	574	95	418	434	354	910
NM_001100420	181	185	714	326	0	126	490	325	838	323	471	673	1182	1673
NM_001100421	181	181	712	321	0	126	486	324	821	317	464	639	1145	1625
NM_001100422	423	962	1256	652	883	215	1090	1108	2085	496	2104	3029	1806	8325
NM_001100423	420	953	1242	646	877	214	1101	1115	2123	505	2105	3113	1808	8446
NM_001100424	401	909	1187	630	883	206	1044	1032	1967	470	2006	2936	1749	8039
NM_001100425	46	59	134	67	11	39	125	148	330	58	177	163	145	258
NM_001100426	174	212	766	343	16	328	536	382	821	329	1017	655	1054	1743
NM_001100427	174	212	766	343	16	328	536	382	821	329	1017	655	1054	1743
NM_001100428	174	210	761	338	16	328	515	362	780	312	975	637	981	1650
NM_001100429	174	210	761	338	16	328	515	362	780	312	975	637	981	1650
NM_001100430	164	207	744	331	16	328	490	344	735	298	920	618	915	1561
NM_001100431	99	74	123	80	8	63	92	54	263	66	133	552	579	959
NM_001100588	86	134	278	110	17	30	887	607	1758	393	1463	2429	1584	3123
NM_001100590	618	640	1772	353	30	460	1160	823	2256	634	1336	640	967	2449
NM_001100592	122	125	176	73	99	64	116	95	233	47	207	165	170	438
NM_001100594	387	359	1223	210	83	190	1162	853	2160	664	1743	1939	1449	2319
NM_001100595	303	306	1050	548	27	395	358	277	522	232	676	466	867	972
NM_001100598	68	64	78	57	183	151	103	46	121	29	92	232	117	187
NM_001100599	68	64	77	56	183	151	102	45	114	26	89	231	116	183
NM_001100603	2303	2379	4887	1551	624	1463	2500	2626	4081	1234	4542	2310	2103	7149
NM_001100619	114	66	214	79	7	49	102	62	332	41	71	106	32	357
NM_001100620	1	12	9	119	23	11	9	4	14	4	93	62	182	223
NM_001100621	302	320	768	249	8	162	393	325	921	189	380	383	384	1073
NM_001100622	136	170	368	116	4	38	249	182	545	101	203	269	255	705
NM_001100623	785	872	1781	920	84	312	1508	1056	2529	764	2176	2477	2555	5659
NM_001100624	123	163	277	445	277	151	97	68	194	106	699	1336	722	1302
NM_001100625	79	88	155	308	268	52	34	21	89	53	349	569	435	616
NM_001100626	377	484	805	293	23	285	576	339	869	342	1006	694	829	1945
NM_001100812	160	122	264	107	168	113	336	161	290	155	370	445	1128	2262
NM_001100814	213	214	385	257	74	177	276	229	532	105	360	347	317	779
NM_001100816	92	125	311	88	11	88	207	173	426	120	226	129	139	395
NM_001100818	316	294	516	35	7	12	289	166	529	161	254	97	29	269
NM_001100819	269	391	1183	463	17	204	523	449	1064	427	896	313	621	2126
NM_001100829	60	58	252	15	2	11	173	142	494	129	153	116	130	467
NM_001100873	27	27	89	8	1	13	41	23	59	5	43	21	21	34
NM_001100876	218	151	209	46	31	161	269	228	819	55	325	230	2	697
NM_001100877	215	145	206	46	31	160	256	218	753	50	296	214	2	669
NM_001100878	20	20	24	132	142	372	45	10	36	25	172	214	453	383
NM_001100879	19	15	91	36	0	49	41	16	67	34	29	21	30	92
NM_001100880	19	13	85	39	5	26	31	11	42	18	20	31	28	73
NM_001100910	9	22	99	115	82	114	17	4	11	8	56	45	98	60
NM_001100912	30	40	82	4	0	6	58	42	129	18	56	12	12	170
NM_001100913	264	222	412	318	662	509	497	370	1210	187	773	2195	1083	2108
NM_001101	9026	15418	29615	29345	18425	45257	22066	13294	18860	9823	38512	58760	30334	88972
NM_001101311	1236	853	2251	188	204	88	2118	1161	2652	451	832	1137	891	3809
NM_001101312	1236	853	2249	188	204	88	2117	1161	2651	450	832	1135	890	3804
NM_001101314	1182	810	2114	163	194	85	1910	1046	2396	412	760	1024	820	3457
NM_001101338	30	39	78	4	1	6	47	54	147	2	14	22	169	23
NM_001101357	33	40	136	3	0	0	38	12	77	8	26	0	6	19
NM_001101376	15	40	70	17	3	46	25	53	48	0	7	11	12	24
NM_001101417	27	31	93	15	8	21	85	76	256	40	97	30	33	149
NM_001101426	29	36	94	15	8	21	86	81	294	43	101	35	38	162
NM_001101653	226	258	438	306	23	309	355	225	670	122	375	614	548	1069
NM_001101654	321	265	546	298	949	513	354	224	703	88	558	1257	704	1368
NM_001101662	1007	948	2353	1648	230	1204	1548	1341	2857	928	2872	1923	3078	5754
NM_001101663	138	101	238	70	4	102	220	161	469	96	254	255	252	535
NM_001101663	111	95	259	78	9	96	220	161	469	96	254	255	252	535
NM_001101667	29	33	94	89	68	336	144	134	445	130	317	340	719	723
NM_001101669	113	129	434	74	2	30	1193	941	1679	495	1693	258	2007	2972
NM_001101672	272	282	558	490	1555	624	314	170	453	182	463	1757	910	1033
NM_001101676	181	67	393	54	1	156	504	284	703	185	292	446	528	1611
NM_001101800	343	378	1190	195	43	209	916	633	1958	395	694	841	569	3172
NM_001101801	331	369	1170	193	42	209	890	620	1925	383	683	817	548	3122
NM_001101802	238	234	628	189	61	370	345	215	618	155	321	588	472	937
NM_001102	611	818	1969	2280	1543	1090	1675	1105	2274	613	3690	10392	2781	12676
NM_001102366	307	313	511	75	17	171	718	605	1362	242	763	516	455	1815
NM_001102367	292	301	484	73	16	165	687	588	1303	243	743	496	460	1790
NM_001102368	301	304	500	75	17	171	696	586	1317	243	748	500	444	1753
NM_001102369	298	295	491	72	15	168	647	561	1250	223	700	452	431	1651
NM_001102371	66	91	165	397	73	106	179	154	328	60	574	362	1112	1009
NM_001102396	174	197	858	236	163	185	956	691	1702	455	1301	860	1327	2424
NM_001102397	1288	2328	5120	2065	626	1107	1575	1076	2377	653	2474	1827	1971	4535
NM_001102398	1302	2348	5189	2074	627	1114	1608	1104	2437	679	2535	1853	2037	4666
NM_001102399	1288	2328	5120	2065	626	1108	1576	1076	2377	653	2474	1827	1971	4535
NM_001102401	134	147	381	135	13	57	109	98	294	55	238	309	256	528
NM_001102402	393	309	762	213	25	143	249	228	673	101	259	197	34	608
NM_001102406	198	195	627	111	5	287	556	315	826	198	306	195	647	953
NM_001102420	1663	1544	4021	1916	199	1195	1764	1574	3525	991	2671	1976	2387	4593
NM_001102421	1639	1521	3958	1899	199	1182	1719	1551	3413	979	2592	1927	2321	4407
NM_001102426	163	154	483	198	111	203	717	261	878	187	435	1289	441	1789
NM_001102445	224	185	529	349	9	55	302	218	392	179	308	1648	328	2360
NM_001102454	270	282	556	490	1557	621	314	170	454	185	461	1757	910	1030
NM_001102470	45	21	18	2	0	1	27	16	55	37	10	0	0	14
NM_001102559	463	474	1088	163	14	112	579	665	1091	226	561	164	168	1603
NM_001102560	181	205	365	72	10	13	264	377	645	97	321	62	78	907
NM_001102564	116	129	186	113	35	99	156	190	394	90	375	247	168	474
NM_001102566	151	90	711	614	30	110	234	69	31	97	347	179	100	31
NM_001102575	306	304	1037	203	129	158	668	540	1134	341	643	1067	512	2210
NM_001102592	108	134	341	396	6	393	103	152	317	46	362	270	495	639
NM_001102594	124	90	167	266	354	719	206	123	289	102	285	629	458	1063
NM_001102595	120	88	165	264	354	717	195	118	277	99	269	607	434	1027
NM_001102596	117	81	153	251	349	713	176	111	253	94	248	550	400	934
NM_001102603	233	193	630	80	2	112	602	449	1320	244	621	490	518	1137
NM_001102605	247	240	395	431	351	169	411	310	542	205	672	2563	304	1258
NM_001102608	1	1	4	1	0	0	4	0	6	12	6	42	2	19
NM_001102610	53	107	234	122	28	42	406	207	846	134	492	303	253	824
NM_001102651	58	44	144	42	17	37	106	76	244	37	98	58	85	272
NM_001102653	280	326	884	177	5	325	767	467	1142	337	882	685	1579	2108
NM_001102657	93	95	290	37	3	57	285	183	616	114	192	174	197	379
NM_001102663	120	132	326	87	9	137	301	178	545	112	325	303	273	543
NM_001102663	134	121	299	69	11	156	301	178	545	112	325	303	273	543
NM_001102664	210	197	448	272	478	460	327	221	501	149	821	964	590	953
NM_001102667	1329	1493	3443	2800	155	1785	1338	1103	3249	965	2713	1536	3092	6037
NM_001102668	1238	1389	3257	2558	153	1714	1239	985	2985	893	2479	1432	2811	5441
NM_001102669	217	203	747	211	20	160	245	164	548	143	251	242	134	484
NM_001103146	551	588	1722	286	71	510	1551	892	2425	555	1701	1792	1563	3101
NM_001103147	552	591	1725	287	71	510	1559	897	2446	557	1714	1794	1577	3107
NM_001103148	548	587	1718	285	71	510	1533	876	2377	547	1675	1771	1549	3056
NM_001103149	91	212	158	17	1	0	122	145	211	22	57	58	4	367
NM_001103154	10	10	41	18	2	3	37	21	98	25	17	15	23	132
NM_001103175	132	133	234	89	339	483	167	111	288	152	461	708	505	392
NM_001103184	215	472	596	51	3	43	1017	784	3506	473	1015	551	525	1239
NM_001104546	145	147	458	125	11	80	326	154	682	105	460	284	403	972
NM_001104548	176	36	1750	2747	3293	5903	252	73	48	215	1216	813	1051	1448
NM_001104554	12	19	51	131	48	117	41	22	88	50	59	107	10	93
NM_001104558	22	28	137	17	4	23	103	60	150	85	192	94	169	511
NM_001104577	5	2	22	29	55	140	16	8	35	5	14	61	23	94
NM_001104586	45	46	141	20	0	10	191	171	657	68	154	71	176	257
NM_001104587	298	372	730	71	9	94	1159	1017	1848	422	2387	918	465	5267
NM_001104588	298	372	729	71	9	94	1158	1014	1841	421	2377	918	465	5245
NM_001104589	294	372	728	71	9	94	1145	1009	1816	417	2334	908	462	5177
NM_001104590	291	363	723	71	9	94	1125	1011	1819	414	2313	911	453	5148
NM_001104595	122	99	376	137	42	517	243	311	325	159	205	274	330	1222
NM_001104629	490	463	1260	163	7	43	691	459	1363	245	405	112	732	527
NM_001104631	243	215	882	82	11	615	942	740	1250	300	821	419	339	2041
NM_001104647	636	733	1635	467	48	343	1019	972	2824	364	1254	1173	1381	2440
NM_001104925	380	470	1321	291	15	357	1028	929	2233	463	971	581	867	1719
NM_001105	269	390	837	434	18	164	409	412	1087	178	684	1172	474	1729
NM_001105077	588	862	1957	370	21	430	2073	1631	3869	538	2794	1126	1320	3218
NM_001105078	590	862	1962	372	20	430	2073	1629	3868	536	2795	1126	1324	3215
NM_001105079	184	171	411	208	431	356	277	184	392	113	327	528	354	749
NM_001105192	251	180	553	287	357	436	692	472	671	264	791	2263	1783	2478
NM_001105198	71	75	143	85	39	84	78	87	132	35	138	54	116	271
NM_001105199	66	69	132	84	36	84	74	83	120	34	136	54	106	262
NM_001105203	218	201	342	378	375	286	253	159	450	165	578	972	1307	993
NM_001105204	205	179	328	357	311	279	229	141	412	149	505	819	1126	896
NM_001105205	209	197	319	379	371	286	244	150	421	155	543	929	1287	976
NM_001105206	355	347	963	343	131	174	1099	823	2704	229	2828	3654	420	5094
NM_001105207	355	347	963	343	131	174	1106	824	2705	228	2829	3655	419	5095
NM_001105208	30	42	65	34	117	3	72	73	168	27	232	229	34	353
NM_001105209	30	42	65	34	117	3	79	74	172	27	237	230	34	363
NM_001105214	313	252	557	203	10	123	462	317	884	213	622	890	764	1515
NM_001105237	894	1059	2185	2027	114	1405	1147	845	1901	624	2524	3658	1759	6021
NM_001105243	55	43	69	0	8	0	117	68	277	43	77	54	2	54
NM_001105244	245	286	586	50	40	29	755	675	1733	230	876	902	112	1093
NM_001105247	104	76	190	133	363	279	101	69	169	44	204	414	205	480
NM_001105248	554	339	1089	106	2	26	1200	527	1539	693	550	0	35	2861
NM_001105249	536	324	1050	102	2	26	1125	519	1438	650	534	0	35	2713
NM_001105250	47	47	117	6	5	2	83	60	127	30	69	0	0	44
NM_001105251	359	427	1366	206	13	305	1442	1344	4098	808	1966	1206	980	4206
NM_001105513	33	14	67	9	10	50	35	35	83	21	34	16	19	121
NM_001105515	70	58	151	13	5	4	320	119	595	76	299	234	99	778
NM_001105518	101	79	265	83	4	30	226	248	570	142	165	83	497	320
NM_001105528	19	13	19	1	0	4	25	21	57	6	4	0	3	11
NM_001105529	58	86	332	31	0	39	718	437	1017	193	277	144	475	1282
NM_001105530	1859	2889	5799	4548	330	1711	3099	2071	4082	1495	5167	6406	3723	9477
NM_001105531	71	108	420	141	35	122	484	396	894	598	1196	1493	1453	1221
NM_001105533	132	182	262	6	1	0	819	819	2288	273	510	137	141	1040
NM_001105537	82	72	149	61	74	67	343	182	359	135	282	642	445	603
NM_001105538	177	129	308	103	480	260	450	222	503	115	636	1056	481	1621
NM_001105539	211	197	768	44	14	11	773	678	1853	265	624	273	135	1661
NM_001105540	134	155	240	163	982	328	369	273	484	128	553	1353	587	976
NM_001105541	28	218	296	26	10	32	6	4	45	17	63	12	2	16
NM_001105543	3	25	10	1	0	0	109	244	680	19	363	6	8	61
NM_001105544	574	851	2132	628	56	557	701	558	1473	411	652	380	585	1381
NM_001105545	573	842	2115	621	54	553	661	531	1404	398	633	332	569	1310
NM_001105549	405	341	1083	152	34	393	599	514	1758	294	624	247	378	1139
NM_001105550	399	340	1072	149	32	393	587	498	1730	292	615	243	373	1133
NM_001105551	402	340	1081	149	33	393	587	499	1733	292	618	243	376	1134
NM_001105552	396	337	1068	149	32	392	577	494	1699	289	602	231	369	1104
NM_001105553	397	340	1069	151	33	394	589	490	1711	293	615	222	369	1111
NM_001105554	390	329	1050	149	32	391	559	460	1613	285	580	203	343	1041
NM_001105556	214	206	425	103	155	101	503	397	599	231	464	824	553	1929
NM_001105562	316	267	763	481	209	479	829	607	1418	329	1072	2942	1611	3102
NM_001105563	118	77	215	270	274	686	82	68	418	37	209	717	327	1492
NM_001105564	124	79	217	273	274	687	89	73	434	39	232	751	343	1554
NM_001105566	166	200	463	220	39	53	869	462	1276	270	1000	1603	920	4239
NM_001105567	166	200	461	220	39	53	860	459	1263	270	993	1585	912	4196
NM_001105568	215	252	639	300	51	126	1076	597	1538	336	1178	1830	1064	4853
NM_001105570	33	31	117	77	9	83	165	113	240	68	368	307	386	697
NM_001105573	180	159	503	742	97	637	315	280	549	217	690	2936	1125	1709
NM_001105663	9	25	34	15	0	9	17	19	71	36	36	43	53	72
NM_001106	93	68	262	74	19	56	405	270	781	69	349	332	330	911
NM_001107	31	37	92	65	7	44	45	31	66	15	65	50	76	132
NM_001109	120	138	307	392	286	195	522	310	756	243	648	1017	1188	2233
NM_001109662	125	161	359	141	61	108	1301	781	2673	495	1381	1797	1879	4448
NM_001109689	97	63	222	40	7	35	317	193	554	106	309	248	198	526
NM_001109754	194	130	485	148	3	47	700	472	1028	190	505	1174	465	2355
NM_001109891	311	315	481	429	1148	443	284	139	470	113	496	634	343	709
NM_001109903	7	5	30	17	1	24	38	16	17	8	38	10	45	144
NM_001109938	33	27	97	37	39	68	59	17	66	18	41	99	69	213
NM_001109974	157	190	257	168	188	33	324	252	370	117	260	2493	146	806
NM_001109977	36	42	101	36	7	44	429	240	658	170	537	668	732	524
NM_001110	412	618	2153	792	183	353	2347	1600	3242	1005	2580	3103	3276	10319
NM_001110199	50	33	73	131	423	265	47	21	56	30	206	1045	399	68
NM_001110215	6	13	58	80	153	39	24	4	16	28	80	55	108	172
NM_001110219	17	7	306	1514	957	460	179	404	82	1611	1106	6049	1805	17
NM_001110220	17	5	296	1456	951	453	177	394	82	1557	1077	5863	1775	16
NM_001110221	16	5	281	1359	879	438	168	371	80	1479	993	5154	1682	16
NM_001110303	204	160	321	165	353	292	317	202	475	109	315	645	379	806
NM_001110354	23	11	24	50	21	95	16	31	22	5	116	55	21	87
NM_001110503	47	59	157	53	12	12	454	344	811	160	604	534	580	1162
NM_001110514	140	84	190	59	358	97	137	103	229	35	211	296	140	815
NM_001110556	1633	1874	3086	4257	5821	2426	16022	11010	17132	6420	34896	97947	29284	78165
NM_001110781	342	287	686	194	57	264	958	592	1832	305	577	1317	736	3119
NM_001110792	121	128	295	102	339	60	301	175	393	73	364	538	566	641
NM_001110798	21	28	71	7	34	15	134	144	430	45	150	122	78	419
NM_001111	1141	1430	3162	1369	102	1123	5456	3591	6647	1802	7864	9673	26636	19908
NM_001111018	56	71	206	71	25	214	349	155	541	114	463	1089	608	2269
NM_001111019	50	67	188	71	21	220	271	104	397	89	374	1001	411	1635
NM_001111020	550	430	973	472	945	1342	1438	744	1595	439	1634	3683	1813	3928
NM_001111031	8	8	34	33	2	3	30	32	41	8	14	174	232	142
NM_001111032	8	6	34	33	2	3	28	24	40	8	14	172	222	143
NM_001111033	8	6	32	31	2	3	24	23	40	8	12	165	214	136
NM_001111034	303	230	483	304	891	559	466	279	913	259	804	1602	1073	2949
NM_001111035	304	228	482	313	905	562	472	285	927	261	817	1644	1088	2996
NM_001111036	304	228	481	313	895	562	465	283	915	257	805	1608	1061	2948
NM_001111038	14	5	25	4	0	1	39	23	127	27	16	3	9	17
NM_001111039	235	166	451	111	2	64	295	238	690	129	237	247	295	598
NM_001111045	89	316	305	16	14	2	213	180	179	48	1047	2	0	35
NM_001111046	81	243	252	12	4	2	199	165	175	38	976	2	0	34
NM_001111047	81	243	252	12	4	2	199	165	175	38	974	2	0	34
NM_001111061	1	3	11	11	9	0	8	4	2	8	22	51	38	4
NM_001111067	268	391	837	434	19	164	408	416	1078	178	689	1173	474	1722
NM_001111077	2210	2697	5339	3213	2614	2961	3844	3219	5013	2337	8430	7890	7349	9773
NM_001111097	324	522	1444	538	22	172	1013	391	1122	530	794	439	1984	4425
NM_001111101	49	22	61	10	34	3	42	43	110	22	57	51	10	115
NM_001111112	589	771	2262	839	227	984	817	568	1563	465	1146	519	1818	2017
NM_001111113	588	784	2273	854	225	992	814	588	1540	479	1140	529	1830	2069
NM_001111125	36	37	76	37	69	78	113	64	201	30	81	262	143	307
NM_001111270	166	146	182	38	34	10	156	187	402	66	306	539	100	346
NM_001111283	434	1268	885	37	73	5	1377	2987	3887	1327	4855	371	275	2654
NM_001111284	386	1162	812	37	73	3	1326	2852	3665	1252	4629	363	263	2520
NM_001111285	375	623	458	20	57	10	145	415	645	173	721	59	35	425
NM_001111298	47	57	149	23	70	11	61	104	194	15	67	12	10	21
NM_001111307	259	161	337	84	64	57	140	98	309	44	130	137	107	445
NM_001111308	259	162	340	84	63	57	146	98	340	46	136	158	116	458
NM_001111309	259	161	337	84	63	57	141	98	310	44	130	135	107	451
NM_001111322	376	369	758	468	808	613	318	320	787	102	737	1588	839	1629
NM_001112	133	113	278	37	69	87	184	155	337	77	207	252	185	437
NM_001112706	61	44	159	52	12	39	69	70	110	18	125	55	185	706
NM_001112707	202	197	606	274	39	316	340	235	582	125	374	432	486	891
NM_001112717	137	145	446	163	29	89	321	286	599	118	488	183	727	1487
NM_001112718	137	145	446	163	29	89	321	286	599	118	488	183	727	1487
NM_001112719	133	143	436	161	29	89	291	258	543	108	444	160	647	1332
NM_001112720	133	143	436	161	29	89	291	258	542	107	444	160	647	1327
NM_001112726	173	172	318	504	1090	369	610	347	540	188	1443	4142	2893	2921
NM_001112732	233	173	448	57	52	32	451	189	1025	178	324	594	86	1082
NM_001112734	168	163	507	111	2	147	223	152	490	71	228	214	230	359
NM_001112736	410	595	2081	515	58	698	2220	1660	4200	1021	3322	2742	4645	6946
NM_001112800	82	123	333	27	3	21	901	705	1635	441	1040	718	786	2289
NM_001112801	82	125	335	28	3	21	908	709	1657	441	1050	719	796	2301
NM_001112802	82	125	335	28	3	21	910	708	1657	441	1050	719	796	2300
NM_001112808	21	25	81	28	0	14	111	62	250	34	115	22	77	124
NM_001112812	13	2	33	0	0	0	20	7	117	13	4	0	0	0
NM_001113178	239	237	947	173	11	298	2462	1769	4684	1304	2191	1371	1805	4851
NM_001113182	1991	1855	3889	1648	1365	2546	2373	1710	3621	1099	2891	4841	4037	9058
NM_001113202	5248	3928	12347	2736	346	3179	4124	3205	10213	2342	5360	2524	3219	7973
NM_001113203	5248	3928	12355	2739	346	3189	4138	3212	10240	2355	5372	2540	3230	8018
NM_001113205	407	412	810	364	482	115	237	246	823	85	517	120	1693	658
NM_001113206	388	390	781	338	393	111	181	203	659	70	416	92	1325	532
NM_001113207	402	405	794	363	482	113	230	238	810	83	509	120	1668	648
NM_001113226	24	9	39	3	0	0	24	26	75	8	20	30	0	21
NM_001113228	24	9	39	3	0	0	24	27	75	8	20	30	0	21
NM_001113239	247	227	1025	259	86	240	1710	1160	1608	539	1345	2906	1235	4703
NM_001113324	299	222	324	287	3983	346	143	100	370	109	302	450	341	604
NM_001113347	813	643	1524	1291	1395	802	1746	1217	1980	633	1953	10579	1436	10373
NM_001113348	821	648	1534	1305	1429	805	1770	1234	2015	635	1996	10945	1455	10662
NM_001113349	817	647	1532	1299	1420	802	1762	1235	2004	633	1979	10776	1447	10598
NM_001113361	476	530	1300	473	221	301	1708	1156	2381	616	2074	2503	2850	3716
NM_001113363	440	484	1193	460	223	299	1533	1039	2035	549	1912	2243	2659	3297
NM_001113378	172	199	445	688	27	590	235	76	300	139	1234	1004	1607	4265
NM_001113380	210	161	492	329	9	53	286	199	385	170	304	1581	320	2256
NM_001113381	201	169	498	325	9	53	272	206	363	160	290	1475	305	2140
NM_001113397	24	34	40	0	5	5	37	7	61	8	27	20	0	6
NM_001113398	24	35	40	0	5	5	35	8	59	7	27	6	0	6
NM_001113402	78	115	270	59	5	36	137	123	465	45	130	22	78	239
NM_001113407	316	321	523	211	488	96	997	687	2063	369	1214	1481	801	1905
NM_001113411	103	94	287	69	3	64	171	107	650	75	221	90	159	248
NM_001113434	130	97	335	83	6	12	211	136	329	78	245	215	143	630
NM_001113482	36	66	74	25	112	77	86	88	101	35	315	111	301	502
NM_001113490	363	187	826	26	0	63	494	340	1037	142	427	222	416	230
NM_001113491	1081	1282	2588	1379	3474	1293	4208	2813	4940	1151	5467	9424	6434	11153
NM_001113492	1105	1298	2607	1385	3477	1295	4250	2874	4995	1159	5520	9400	6424	11298
NM_001113493	1083	1283	2587	1377	3466	1293	4146	2791	4913	1143	5425	9254	6328	10984
NM_001113494	1081	1281	2586	1377	3469	1294	4135	2786	4883	1140	5416	9237	6318	10965
NM_001113495	996	1153	2408	1211	2522	1266	3461	2376	4061	969	4515	7593	5303	9279
NM_001113496	996	1154	2408	1213	2522	1262	3466	2375	4062	973	4516	7592	5293	9268
NM_001113511	70	67	223	94	48	13	418	264	675	115	346	461	286	931
NM_001113512	69	66	220	89	48	13	417	261	653	108	340	456	276	904
NM_001113513	311	259	708	310	124	240	790	501	1166	211	728	975	689	1800
NM_001113523	23	39	151	15	0	7	146	60	176	51	45	24	171	238
NM_001113525	160	174	319	186	314	368	401	239	641	183	444	610	526	959
NM_001113528	130	127	319	71	6	291	193	151	557	67	308	185	153	518
NM_001113534	206	129	263	46	41	4	157	150	390	31	219	133	43	320
NM_001113535	206	129	263	46	41	4	163	150	395	31	219	133	43	323
NM_001113536	206	129	263	46	41	4	157	150	388	31	219	133	43	314
NM_001113546	803	1093	3606	3271	107	790	1969	1323	3727	878	2739	4694	1310	6540
NM_001113547	796	1084	3540	3294	107	790	1952	1339	3625	865	2724	4693	1270	6321
