ID	N1	N2	N3	CA4	CA5	CA6	N7	N8	N9	N10	CA11	CA12	CA13	CA14
NM_173454	238	226	499	220	31	88	526	414	1640	245	865	562	491	1625
NM_173462	89	53	257	89	69	213	223	136	188	111	116	1712	129	2022
NM_173463	280	232	539	95	38	59	249	153	372	71	245	85	264	501
NM_173464	21	30	77	3	0	3	102	44	216	35	96	148	204	164
NM_173465	19	20	68	1	17	6	42	12	13	21	2	14	6	28
NM_173467	108	121	185	104	97	154	127	96	214	43	199	158	116	289
NM_173468	218	274	1081	158	13	225	675	428	1160	365	529	318	717	1259
NM_173469	404	366	1233	650	214	302	795	786	1594	402	1153	2296	1876	2296
NM_173470	382	297	914	348	27	153	569	484	1049	297	948	462	1148	1385
NM_173471	190	163	402	115	42	146	141	109	541	103	329	237	247	513
NM_173473	1124	1018	3039	584	127	782	1272	1112	3039	690	1506	903	1217	2412
NM_173474	263	204	482	328	54	284	226	160	695	136	527	538	397	807
NM_173475	65	57	128	127	23	56	167	100	342	93	272	324	205	457
NM_173477	0	0	3	10	112	16	11	2	0	15	14	286	30	4
NM_173480	53	49	92	33	2	31	92	52	134	87	177	86	90	213
NM_173481	455	351	446	127	1010	1099	429	427	857	175	587	1029	543	1559
NM_173483	1	3	20	4	58	6	10	14	7	105	134	0	10	16
NM_173485	267	187	694	112	103	388	679	319	674	244	675	921	470	1482
NM_173487	102	153	303	62	5	143	78	100	380	83	180	52	311	170
NM_173490	6	5	29	72	12	18	13	8	0	4	10	61	53	86
NM_173491	15	13	35	15	15	16	79	54	91	24	119	127	126	186
NM_173496	201	234	1001	246	13	158	754	495	927	558	771	809	1004	1173
NM_173497	9	3	20	6	1	0	51	50	116	34	59	49	62	109
NM_173500	37	43	146	60	1	15	356	264	731	135	348	394	431	1427
NM_173502	11	5	4	33	58	4	20	17	28	14	29	78	63	84
NM_173505	40	39	100	28	44	6	120	55	216	49	132	177	56	61
NM_173510	534	445	1510	478	40	286	812	713	1641	302	884	702	964	1894
NM_173511	46	52	189	157	4	52	208	124	374	169	121	659	957	417
NM_173512	0	1	11	3	2	0	14	12	41	2	6	21	18	13
NM_173514	96	102	280	104	3	145	257	186	611	185	267	255	219	917
NM_173515	81	174	291	133	42	22	356	204	581	85	650	644	130	472
NM_173517	88	140	292	137	30	44	110	67	195	37	195	252	118	306
NM_173518	19	23	104	27	2	30	17	6	22	10	14	9	24	66
NM_173521	3	1	20	32	1	24	7	0	4	8	58	13	139	120
NM_173529	21	21	81	64	4	69	68	75	177	55	118	171	505	401
NM_173530	21	27	80	2	0	0	54	49	130	14	15	2	3	31
NM_173531	28	49	116	25	1	51	168	109	449	122	142	111	240	488
NM_173537	102	92	203	43	2	36	335	295	1072	99	351	186	124	543
NM_173539	42	46	161	17	1	15	63	71	206	54	68	54	50	126
NM_173540	56	50	177	66	76	30	299	155	325	88	407	744	276	784
NM_173542	50	44	95	92	74	21	381	214	476	139	454	600	526	1338
NM_173543	24	27	62	30	15	23	45	63	164	23	136	1418	123	328
NM_173544	1	3	28	0	3	0	40	5	14	24	4	0	0	60
NM_173545	28	36	90	57	9	29	292	211	930	123	435	140	102	362
NM_173546	275	166	489	266	642	826	278	229	455	135	519	2127	863	828
NM_173547	165	177	406	345	426	274	352	194	442	131	629	1050	784	957
NM_173548	93	68	115	35	86	59	139	62	247	44	260	259	127	293
NM_173549	30	46	224	7	1	0	93	38	69	8	14	0	49	187
NM_173550	10	22	59	15	1	51	91	76	389	38	150	80	167	224
NM_173551	154	108	345	175	172	111	361	200	599	119	314	318	227	1163
NM_173552	130	214	476	279	51	116	504	421	1108	447	849	2203	1102	1479
NM_173554	17	43	58	6	0	0	20	32	129	8	18	11	0	28
NM_173555	227	184	325	166	341	362	313	203	502	143	364	357	442	600
NM_173557	29	20	96	27	4	26	290	111	357	67	213	2784	1369	415
NM_173558	77	113	184	31	64	22	223	105	271	108	146	458	192	980
NM_173562	672	637	1738	783	42	342	1379	1148	2369	726	2601	2321	1846	6683
NM_173566	167	117	559	239	11	124	1194	805	1895	613	1709	2150	2282	3388
NM_173567	9	13	49	1	3	7	27	21	10	7	18	14	71	184
NM_173569	240	202	628	204	4	294	1061	779	2137	432	979	996	571	2135
NM_173570	77	74	116	55	5	94	133	63	242	47	174	189	240	714
NM_173575	28	19	47	24	230	41	50	20	69	13	69	155	32	68
NM_173576	9	30	83	0	0	9	54	32	77	2	15	1	23	75
NM_173582	190	146	763	251	18	132	673	537	1166	252	939	1058	626	4863
NM_173584	82	73	75	12	50	62	39	47	175	9	69	31	18	227
NM_173589	6	3	5	2	2	4	55	26	116	21	49	64	35	163
NM_173593	71	154	110	30	205	16	170	187	506	91	525	474	226	1310
NM_173595	207	172	380	266	155	239	596	273	646	177	683	1183	1087	2734
NM_173598	9	2	15	0	0	3	43	31	42	8	12	98	5	11
NM_173601	110	158	642	161	10	113	306	206	604	145	297	288	496	1090
NM_173602	125	175	396	415	35	118	801	637	1469	623	1585	5398	2433	3884
NM_173605	27	38	113	22	1	8	140	126	238	80	111	84	100	290
NM_173607	427	492	1623	510	567	228	473	365	827	212	639	484	378	867
NM_173611	123	178	553	284	33	77	102	62	156	49	74	46	191	277
NM_173614	582	619	1171	775	221	895	1848	1394	1483	500	2465	2805	2804	7069
NM_173615	33	36	102	0	0	0	70	59	186	2	20	0	0	13
NM_173618	247	189	378	291	586	525	228	123	448	58	379	430	329	725
NM_173620	123	89	281	83	305	671	201	84	318	53	152	282	103	515
NM_173626	57	37	84	24	134	15	58	51	154	38	87	50	207	362
NM_173627	78	51	123	21	95	62	117	44	228	10	64	143	63	169
NM_173629	0	0	0	0	0	0	0	2	0	18	0	8	6	0
NM_173630	43	34	98	81	2	47	279	194	828	91	482	515	820	1568
NM_173631	54	59	95	29	2	38	125	62	210	54	38	51	56	139
NM_173632	242	280	763	41	9	3	607	432	1505	248	393	168	345	858
NM_173636	1	3	13	63	50	53	19	4	24	8	127	246	164	457
NM_173638	130	134	349	93	10	140	332	199	623	138	369	362	295	619
NM_173642	23	19	27	5	4	0	19	38	60	8	40	11	2	119
NM_173647	357	476	1398	766	325	755	1177	859	1578	965	1613	2153	1330	3279
NM_173648	3	0	13	3	0	9	109	55	213	57	47	56	106	195
NM_173651	2	8	33	1	0	0	63	111	200	52	12	0	2	26
NM_173653	106	72	311	90	0	20	336	166	508	148	267	579	308	685
NM_173654	142	144	588	112	13	285	444	243	578	189	451	895	616	2478
NM_173657	30	41	95	22	0	18	66	50	151	19	40	21	94	68
NM_173658	20	21	59	2	0	0	45	58	163	20	44	34	2	67
NM_173659	109	78	148	54	205	159	127	83	248	64	188	181	186	621
NM_173660	18	21	25	1	21	10	57	21	109	13	68	2	2	117
NM_173664	12	11	20	13	19	7	84	88	175	34	168	225	69	214
NM_173665	2	9	20	4	0	2	60	45	124	48	74	17	16	94
NM_173666	73	112	387	44	8	19	381	258	863	151	307	195	199	392
NM_173672	47	57	149	23	70	11	61	104	194	15	67	12	10	21
NM_173674	89	100	170	220	26	80	152	83	308	73	249	1840	262	1406
NM_173678	8	9	14	15	5	2	19	14	23	27	73	83	61	62
NM_173680	24	28	84	30	101	40	75	36	81	18	58	159	38	119
NM_173681	13	14	21	20	52	45	7	10	11	15	36	21	20	19
NM_173683	2	3	6	3	5	8	28	22	38	14	40	83	48	94
NM_173685	155	185	420	235	15	109	228	187	690	168	414	223	187	647
NM_173686	38	53	79	61	118	24	53	62	146	25	151	255	118	216
NM_173687	40	58	68	3	5	0	39	48	95	11	23	14	4	80
NM_173690	85	57	247	80	11	116	300	232	784	144	288	213	393	709
NM_173694	118	177	588	88	5	97	644	496	1039	251	974	366	1092	2236
NM_173701	606	2059	1575	1110	231	1144	1491	1008	1195	388	2438	1696	11368	11808
NM_173717	295	275	688	284	219	363	868	512	1255	264	1361	1167	1127	2461
NM_173728	155	84	153	38	41	32	105	71	187	23	127	158	37	192
NM_173791	210	329	843	301	37	56	854	494	1388	408	1147	966	978	1664
NM_173793	56	79	132	42	173	10	170	131	277	85	140	252	120	305
NM_173794	103	150	409	196	28	95	207	135	376	73	218	114	238	417
NM_173797	179	215	525	139	53	143	847	649	1662	504	944	660	612	2350
NM_173799	117	103	656	80	5	48	217	107	86	75	95	117	432	433
NM_173802	17	28	71	9	1	1	50	58	111	28	57	48	51	82
NM_173803	45	44	97	16	3	0	169	186	491	80	217	21	8	197
NM_173804	19	21	58	26	114	201	26	16	37	17	36	84	32	106
NM_173807	7	7	12	1	0	0	26	28	84	8	25	24	7	46
NM_173808	56	96	583	19	10	30	286	230	418	77	184	137	10	269
NM_173809	354	374	1330	543	63	585	341	212	683	328	844	766	849	1052
NM_173810	87	118	192	53	5	60	179	165	266	54	233	218	206	599
NM_173811	27	42	51	39	2	34	54	43	70	17	77	59	99	160
NM_173812	13	22	49	7	0	4	56	52	355	24	76	31	12	90
NM_173814	22	18	86	3	0	0	96	52	303	29	58	45	10	96
NM_173815	16	16	44	19	8	20	49	35	58	17	46	23	38	48
NM_173822	154	169	628	182	8	109	800	536	1458	479	860	838	1048	2843
NM_173824	223	275	617	243	24	178	437	329	1111	257	673	423	804	1354
NM_173825	217	314	754	273	6	133	348	302	703	158	588	1018	805	1054
NM_173826	93	128	284	59	11	46	236	168	561	95	348	224	383	611
NM_173827	80	111	364	83	6	89	297	245	581	102	311	160	208	602
NM_173828	40	42	104	32	486	148	37	23	41	12	139	185	113	199
NM_173829	234	172	911	176	41	551	440	308	771	240	551	319	334	996
NM_173830	23	38	109	63	1	18	111	88	191	45	107	57	169	280
NM_173831	68	65	78	57	183	152	103	46	121	29	92	232	117	191
NM_173832	46	39	77	67	126	87	91	82	163	37	86	165	77	283
NM_173833	138	66	444	0	1	0	353	69	320	15	383	2	0	40
NM_173834	731	777	2101	592	21	405	1056	941	2262	478	1661	827	1264	2412
NM_173841	22	106	165	1127	744	800	74	339	61	1744	2948	4071	950	738
NM_173842	20	108	169	1085	734	785	75	319	52	1677	2763	3924	921	738
NM_173843	22	106	169	1128	744	803	74	339	58	1745	2970	4116	952	739
NM_173844	123	170	736	371	33	217	1081	579	1314	577	2095	1448	3369	3092
NM_173852	514	373	905	386	231	388	513	421	680	158	726	269	1200	1332
NM_173853	259	152	431	493	174	206	73	54	163	27	142	149	265	457
NM_173854	143	165	323	309	80	81	243	165	316	85	341	563	552	869
NM_173872	416	657	1871	397	22	479	1270	1057	2296	995	2238	1449	1919	3212
NM_174855	284	269	546	193	136	181	628	298	1102	275	1205	979	1497	1600
NM_174869	302	240	403	258	615	343	523	337	742	174	758	566	862	1256
NM_174871	193	269	680	527	99	279	338	251	628	206	572	362	667	1231
NM_174881	85	92	220	170	388	58	82	56	187	73	341	264	504	478
NM_174886	203	238	648	324	9	337	542	240	761	125	794	552	691	1532
NM_174887	212	227	419	157	119	120	291	257	836	125	317	349	308	696
NM_174889	132	198	461	84	27	84	40	67	146	47	153	52	37	131
NM_174890	60	55	229	54	12	15	232	162	410	66	172	114	231	522
NM_174891	84	90	109	50	55	144	72	63	140	28	124	82	47	122
NM_174892	5	19	39	7	9	0	39	9	48	22	18	30	0	48
NM_174893	334	350	575	564	405	497	311	131	417	130	320	889	590	1249
NM_174894	677	541	1130	756	5663	885	449	408	990	288	639	910	694	1108
NM_174896	51	67	150	39	29	85	119	41	140	46	81	102	61	195
NM_174899	22	61	93	9	1	26	72	85	163	15	113	33	8	56
NM_174902	29	33	150	38	13	14	120	117	142	44	165	210	18	286
NM_174905	97	98	215	103	807	93	93	55	182	45	163	141	106	237
NM_174907	119	191	550	111	4	80	640	472	1529	290	882	730	769	1211
NM_174908	526	418	1894	447	41	1021	1597	1075	2570	588	1665	2713	2101	6321
NM_174909	1298	1508	3967	740	31	457	1707	1687	3070	926	2344	1419	797	3612
NM_174911	215	271	888	177	159	249	818	419	1285	339	877	800	830	1385
NM_174912	131	122	316	24	2	99	308	144	371	88	234	38	119	416
NM_174913	95	86	218	62	94	48	229	274	418	75	604	657	522	812
NM_174916	468	439	1113	285	6	173	1805	1504	3640	637	2078	991	1058	4161
NM_174917	136	131	249	125	297	166	377	257	581	116	415	598	440	989
NM_174919	13	11	20	7	114	10	68	19	93	23	90	171	64	165
NM_174920	21	19	48	14	29	9	23	6	20	10	20	122	14	67
NM_174921	418	575	2073	218	4	176	1366	1252	2708	569	1370	517	630	1506
NM_174922	49	40	84	58	301	229	74	62	157	42	121	353	69	353
NM_174923	432	369	807	176	399	329	153	100	256	37	212	121	63	264
NM_174926	68	45	154	16	0	2	69	52	157	23	72	48	28	296
NM_174928	109	113	225	60	37	87	60	66	153	22	109	30	107	197
NM_174929	223	224	464	322	563	744	407	161	540	112	324	988	503	2007
NM_174931	274	430	1129	407	13	164	325	247	562	134	404	237	304	643
NM_174933	218	151	209	46	31	161	269	228	795	55	322	230	2	688
NM_174934	18	6	94	21	6	11	56	14	61	8	16	281	14	50
NM_174936	18	28	41	512	203	42	51	11	86	50	147	1469	245	891
NM_174938	71	88	180	13	1	3	101	70	167	22	113	56	129	139
NM_174940	48	40	86	22	31	31	123	115	274	96	120	175	86	477
NM_174941	91	40	245	43	9	1	124	150	343	81	157	236	46	440
NM_174942	7	15	31	22	0	14	40	38	110	27	119	135	258	296
NM_174953	463	303	1072	194	437	326	994	467	966	311	281	586	439	2457
NM_174954	463	303	1072	194	437	326	994	467	966	311	281	586	439	2457
NM_174955	463	303	1072	193	437	326	994	464	966	311	281	585	438	2454
NM_174956	463	303	1072	193	437	326	994	464	966	311	281	585	438	2454
NM_174957	461	303	1072	191	437	326	993	464	965	311	281	585	438	2450
NM_174958	436	286	1052	180	398	320	913	412	887	284	256	516	410	2196
NM_174963	95	69	110	49	64	53	67	74	146	15	87	134	33	235
NM_174964	94	69	109	49	64	53	66	74	144	15	87	131	31	230
NM_174965	76	64	97	41	64	49	49	41	105	8	69	85	23	152
NM_174966	88	68	105	45	64	53	55	72	134	13	87	111	29	183
NM_174967	76	64	96	41	64	49	49	41	105	8	69	83	23	151
NM_174968	95	69	109	49	64	53	67	74	146	15	87	132	33	234
NM_174969	93	69	108	49	64	53	66	73	144	15	86	125	31	228
NM_174970	75	64	96	41	64	49	49	40	105	8	68	79	23	150
NM_174971	94	69	109	49	64	53	67	73	146	15	86	128	33	233
NM_174977	15	11	23	4	2	12	14	18	100	10	34	12	2	5
NM_174983	111	148	208	149	1203	347	311	195	364	88	651	763	334	1388
NM_175038	113	133	593	251	5	10	665	385	936	234	571	622	67	321
NM_175039	242	154	345	106	812	263	394	403	477	161	431	564	245	841
NM_175040	241	152	344	104	803	263	368	373	442	157	410	508	240	770
NM_175052	26	41	104	17	3	4	183	158	330	125	157	97	128	1189
NM_175053	0	0	0	2	1	0	8	4	0	9	30	252	63	4
NM_175054	3	3	9	3	13	2	476	404	1275	388	1008	463	571	1260
NM_175055	1	1	2	4	4	1	59	57	77	48	719	91	389	362
NM_175058	132	181	347	89	114	188	308	239	365	197	579	618	280	1097
NM_175060	362	352	1045	131	233	85	318	180	288	75	271	470	86	370
NM_175061	373	585	926	83	8	80	350	454	1110	198	686	160	192	507
NM_175063	746	870	1561	810	1565	780	1187	902	2647	469	2360	2615	1675	4544
NM_175065	0	1	5	2	2	1	247	182	603	216	1053	292	653	1146
NM_175066	70	66	141	92	132	182	60	62	179	27	199	167	165	250
NM_175069	366	332	792	347	26	541	278	149	586	159	528	630	562	785
NM_175073	368	335	801	348	26	545	278	152	591	161	528	638	566	789
NM_175075	146	158	380	25	10	47	182	161	537	79	141	174	15	283
NM_175077	40	40	88	15	9	16	94	59	84	48	43	52	230	250
NM_175080	29	33	177	6	12	7	146	26	22	16	18	41	35	471
NM_175085	147	177	398	286	26	76	489	320	678	181	839	844	770	1930
NM_175569	10	2	124	73	67	36	36	13	11	64	50	521	23	125
NM_175571	342	340	1137	108	10	70	482	178	417	126	220	236	261	1037
NM_175573	457	475	973	1046	4570	858	659	391	841	297	1455	2998	2140	2645
NM_175605	70	109	283	25	0	60	287	118	805	82	253	101	54	443
NM_175607	113	181	234	22	2	15	194	471	643	126	356	191	12	254
NM_175609	518	442	743	454	2770	1527	748	490	1152	234	1029	1843	765	2271
NM_175610	565	486	1332	595	52	501	1960	1324	3461	991	3700	2997	2795	5171
NM_175613	89	150	196	20	2	15	155	348	414	78	272	160	10	219
NM_175614	836	739	1013	1004	4196	964	724	830	1717	388	1736	1169	1147	2433
NM_175617	176	224	395	91	44	11	101	88	193	150	396	113	688	858
NM_175623	133	199	493	247	14	142	414	210	696	136	459	356	365	1629
NM_175624	130	188	473	231	18	134	402	201	697	133	454	378	366	1597
NM_175625	129	185	477	233	14	134	409	205	682	132	448	352	359	1571
NM_175629	164	126	362	207	193	308	322	169	477	90	291	776	881	1325
NM_175630	31	23	86	13	36	0	77	58	153	22	83	141	114	216
NM_175634	197	188	592	44	12	52	260	228	821	149	309	166	30	352
NM_175635	197	188	596	44	12	52	257	226	812	149	308	162	31	344
NM_175636	197	187	591	44	12	52	251	221	799	146	313	162	31	341
NM_175709	602	406	1172	168	129	63	571	386	873	152	246	432	231	638
NM_175726	16	26	61	6	0	0	70	101	69	7	9	17	2	57
NM_175732	820	886	1738	442	186	631	419	395	968	235	778	398	433	1432
NM_175736	245	221	607	309	186	427	992	435	975	305	872	2825	1621	4228
NM_175738	65	50	193	29	8	20	71	41	135	35	28	66	45	145
NM_175744	1926	1790	2472	3340	3598	2376	1971	1486	3578	767	3129	5649	3270	6132
NM_175748	269	381	765	610	43	252	612	463	1080	230	1164	1144	1218	2379
NM_175767	2054	2243	10539	878	43	443	9262	5428	15743	3165	9192	3776	2669	16599
NM_175768	23	64	54	12	0	0	61	166	297	48	84	61	7	47
NM_175834	1	0	0	60	24	21	43	3	1	11	479	2347	1043	0
NM_175839	251	177	270	167	714	187	276	275	488	157	657	386	120	751
NM_175840	236	170	263	157	677	181	253	253	462	151	630	358	114	708
NM_175841	148	102	160	110	251	139	105	132	246	61	244	156	66	332
NM_175842	236	170	263	157	677	181	253	253	464	151	630	358	114	708
NM_175848	23	21	42	77	15	75	21	18	89	7	40	75	199	197
NM_175849	22	21	42	76	15	72	21	18	87	6	40	74	194	195
NM_175850	23	21	42	77	13	75	21	16	88	7	40	71	192	197
NM_175852	527	430	1032	930	538	860	1725	1204	1976	565	2976	4262	2118	5943
NM_175854	409	359	1192	216	24	596	970	507	2084	371	924	846	1212	1939
NM_175856	45	45	89	25	6	3	121	85	217	30	237	155	27	207
NM_175859	262	247	568	172	135	128	479	403	1065	134	716	351	336	2619
NM_175861	186	167	951	11	0	63	1296	616	1334	301	859	875	61	669
NM_175862	112	174	378	101	6	72	215	126	209	139	219	298	279	1206
NM_175866	559	702	2647	1244	32	612	3138	2360	4995	1621	4366	4410	30533	11248
NM_175871	36	37	72	26	125	15	45	30	99	19	37	52	59	125
NM_175872	70	75	142	21	3	16	333	189	470	110	169	223	231	459
NM_175873	17	23	32	5	17	5	28	8	55	10	16	26	32	47
NM_175875	166	97	224	111	181	175	205	126	267	38	167	364	157	388
NM_175876	126	111	444	136	23	72	468	411	804	253	576	750	571	1228
NM_175884	171	151	534	173	76	71	495	336	855	208	763	698	289	1915
NM_175885	31	17	76	5	18	3	40	28	71	4	12	12	8	52
NM_175887	754	1112	1200	45	69	17	428	750	1599	87	1352	15	45	504
NM_175888	13	16	54	5	0	10	34	43	106	36	60	32	61	281
NM_175900	61	80	141	19	10	3	249	169	319	128	122	89	114	355
NM_175902	201	213	381	169	615	148	414	305	576	68	484	588	202	1434
NM_175907	466	524	1516	354	59	355	601	446	1272	299	748	495	710	964
NM_175910	21	91	274	8	0	10	339	252	749	146	138	53	163	237
NM_175918	31	18	70	50	18	160	48	38	91	25	27	34	72	92
NM_175920	37	74	201	53	4	29	1973	1265	2867	870	1779	2086	1416	4632
NM_175921	78	167	432	239	6	114	405	368	722	154	596	404	1167	1731
NM_175924	116	185	300	40	36	27	258	266	521	78	222	305	303	257
