"","GSM2277340","GSM2277341","GSM2277342","GSM2277343","GSM2277344","GSM2277345","GSM2277346","GSM2277347","GSM2277348","GSM2277349","GSM2277350","GSM2277351","GSM2277352","GSM2277353","GSM2277354","GSM2277355","GSM2277356","GSM2277357","GSM2277358","GSM2277359","GSM2277360","GSM2277361","GSM2277362","GSM2277363","GSM2277364","GSM2277365","GSM2277366","GSM2277367","GSM2277368","GSM2277369","GSM2277370","GSM2277371","GSM2277372","GSM2277373","GSM2277374","GSM2277375","GSM2277376","GSM2277377","GSM2277378","GSM2277379","GSM2277380","GSM2277381","GSM2277382","GSM2277383","GSM2277384","GSM2277385","GSM2277386","GSM2277387","GSM2277388","GSM2277389","GSM2277390","GSM2277391","GSM2277392","GSM2277393","GSM2277394","GSM2277395","GSM2277396","GSM2277397","GSM2277398","GSM2277399","GSM2277400","GSM2277401","GSM2277402","GSM2277403","GSM2277404","GSM2277405","GSM2277406","GSM2277407","GSM2277408","GSM2277409","GSM2277410","GSM2277411","GSM2277412","GSM2277413","GSM2277414","GSM2277415","GSM2277416","GSM2277417","GSM2277418","GSM2277419","GSM2277420","GSM2277421","GSM2277422","GSM2277423","GSM2277424"
"LOC101927636",0.67435,0.78932,0.91387,1.01282,0.89217,0.72991,0.30354,0.73362,0.91018,0.64928,0.8633,0.26934,0.79057,0.79731,0.34512,0.72224,1.10748,0.69374,0.37421,0.87812,0.69252,0.78051,1.14926,0.48963,0.81715,0.91611,1.0952,0.50153,0.74,0.83078,0.9184,0.6454,0.94868,0.81998,0.52787,0.66573,1.44219,0.60254,1.02659,0.67025,0.26459,0.42181,0.71531,0.62659,1.13973,0.67995,1.16467,0.85079,0.64422,0.72814,1.05292,1.84495,0.79983,1.24278,1.45801,1.08749,1.27555,0.84299,0.63746,0.30938,0.8949,0.59287,1.02796,0.42836,0.89544,0.62164,0.51228,0.62216,1.04586,0.86444,0.83963,0.49755,0.83093,0.44785,0.86051,0.47389,1.83229,0.9763,0.40867,0.42883,0.61793,1.214,0.84579,0.89148,0.51722
"LOC101927657",1.76367,1.98791,1.90389,2.74528,2.20067,2.29399,1.36591,1.18508,2.52828,1.34184,1.32373,1.48136,1.97643,1.84378,0.93182,3.02029,2.87946,1.71123,1.49683,1.31719,2.07756,2.02932,1.74131,1.11916,1.37749,2.06125,2.52566,1.88072,1.72666,1.69479,2.68455,1.03264,2.06235,1.69121,0.73901,1.44893,1.62709,1.87456,2.28364,1.10394,1.52138,2.31995,1.78828,0.76086,3.05928,2.56871,1.39254,1.50525,1.33139,1.87636,1.10834,2.37793,1.85562,1.77002,1.73938,1.79117,1.98418,1.5806,1.97614,1.01653,1.58922,1.33397,1.86011,1.39217,1.79089,1.36762,1.77951,1.47056,1.72969,1.54689,1.9376,1.38603,1.51736,1.28757,1.74791,1.47741,2.29037,1.0514,1.22601,0.71472,2.30693,2.28232,1.99364,1.55183,1.77333
"LOC101927661",1.97116,2.60183,2.93199,2.9052,3.92553,3.12817,2.42828,2.59589,3.67444,2.90011,3.16544,1.79559,3.3317,2.4916,1.38047,3.21726,3.91311,1.80373,1.74087,2.72218,2.4671,3.00496,2.96022,1.60879,3.15187,3.02316,3.21854,2.50763,4.14398,3.0905,3.5323,2.7537,2.84605,2.45994,2.95606,2.2713,2.51459,3.41438,2.43029,2.72042,1.91826,2.31995,3.54904,2.81967,3.05928,3.09756,3.29145,2.35604,2.40508,2.96857,2.66001,4.18188,2.27153,3.3894,3.1718,4.41394,2.26764,3.12608,2.42236,2.20984,2.31439,2.37149,3.18177,1.12445,2.38785,1.40906,1.05153,1.86649,3.53982,2.9118,2.97099,2.06128,2.42055,1.45552,2.60841,2.62031,3.96997,3.60479,2.00248,2.00123,2.22454,3.83624,1.99364,3.16969,1.67481
"LOC101927666",1.76367,1.87098,2.09428,2.61201,1.96276,2.22448,2.58005,1.77762,2.83168,2.3374,2.35969,1.70581,1.97643,1.42021,1.12163,2.49502,2.80562,1.66498,1.46429,1.49281,2.07756,1.36589,1.602,1.329,2.19464,2.70252,1.92218,1.79713,2.17066,2.09357,1.94276,2.28041,1.89737,2.15245,1.5836,2.19298,2.25574,2.27626,2.32554,2.32615,1.85212,1.40603,2.25598,1.52173,3.05928,3.24866,1.49381,1.63614,1.58907,1.96037,1.60709,2.66492,1.85562,1.61938,2.17422,3.07057,2.12591,2.00209,2.23112,1.59109,2.1601,1.03753,1.95801,1.12445,2.18886,1.86493,0.56621,1.75337,2.37329,2.32034,1.87302,1.74142,1.91476,1.45552,2.25883,2.11855,3.05382,1.6522,1.63468,1.92976,1.52422,3.49632,2.11447,3.03762,1.40389
"LOC101927686",8.92211,30.11106,25.2456,10.04826,22.77996,18.97759,20.41275,21.64179,18.16992,11.51385,21.69762,14.36468,7.39749,31.89242,4.79712,18.71265,27.53941,15.0773,18.15714,4.9614,17.0533,29.07394,19.92054,12.2408,19.09803,15.16161,18.12664,25.7868,7.89329,18.11102,14.27048,20.17946,12.12664,14.81089,16.20554,10.41665,19.89486,25.90914,22.92016,18.72749,16.73519,21.23102,23.16506,32.31434,16.49612,10.27483,20.22974,13.93988,22.24703,25.14879,22.05593,33.20903,19.89988,22.18175,15.88459,14.5852,22.76139,28.90742,13.64172,23.11495,15.36756,17.41566,20.95073,8.72785,24.37595,3.48121,7.7921,31.22122,8.6082,44.99643,11.62562,5.75736,22.61586,14.66713,14.33282,12.32103,20.88051,23.88176,14.75298,10.50644,12.81171,18.84128,15.8283,22.1218,11.20646
"LOC101927690",1.55618,2.04638,1.75158,2.0523,2.20067,2.08545,0.68295,1.21329,1.95521,1.4717,1.61149,2.02003,2.17407,1.39529,0.742,1.51014,2.65796,1.10999,1.09008,1.97578,1.4716,1.52199,1.98509,1.18911,1.82108,2.15286,1.40811,1.83893,1.87466,1.72802,1.20098,1.50593,1.23741,1.9987,2.11147,0.90069,1.18334,1.20508,2.03223,1.89246,0.85991,1.19512,1.76076,1.3427,2.09951,2.03986,1.97487,1.11257,1.67497,1.31625,1.38542,2.09094,1.05578,1.58172,1.66264,2.17499,1.16216,1.79135,1.91239,1.50269,1.43492,0.88931,1.71326,0.91027,1.89038,0.8703,0.83583,1.35744,2.21239,2.41134,2.19595,1.24387,1.30059,1.28757,1.69412,1.78404,2.74844,1.6522,1.43034,1.42945,1.56542,2.86504,1.32909,1.78295,1.35463
"LOC101927692",0.5706,0.87702,0.57117,1.01282,1.36799,0.97321,0.4553,0.67719,1.01131,0.77913,0.8633,0.49379,0.84704,0.84714,0.62121,0.85356,2.0673,0.50874,0.52063,0.92203,0.82237,0.89758,0.76617,0.34974,0.53699,0.59547,1.02814,0.41794,0.93733,0.83078,0.56517,0.55935,0.41247,0.92248,0.95016,0.62657,0.85052,1.07118,0.94279,0.78853,0.39688,0.2109,0.74282,0.71611,0.71983,1.0577,0.58233,0.98168,0.77306,0.84016,0.665,0.98397,0.51189,0.7532,0.92085,0.89558,0.90705,1.05373,1.14743,0.75135,0.69432,0.59287,0.7832,0.42836,1.04468,0.41443,0.18874,0.50904,0.60338,0.77345,0.45211,0.46201,0.90319,0.33589,0.80673,0.78052,0.64894,0.5257,0.85821,0.28589,0.61793,1.55392,1.08744,0.79242,0.19704
"LOC101927702",1.40056,1.40323,1.59927,2.15891,1.24903,1.94642,1.51768,0.90292,1.85407,1.51498,1.49639,1.34669,3.13405,1.39529,1.12163,1.90409,2.21497,1.52623,1.5619,2.01969,1.86115,1.36589,1.77613,1.60879,1.58761,1.46578,1.98924,1.08664,1.52933,2.06034,1.97809,1.37685,1.56739,1.17872,1.63639,0.82237,1.10938,1.13813,1.42465,1.10394,0.99221,1.61693,1.34809,1.20843,1.37968,0.7555,1.77232,1.24346,1.24549,2.01638,1.88417,1.39396,1.31173,1.54406,1.33011,2.75072,1.07713,1.33473,2.10363,1.3701,0.95662,1.48218,1.51746,1.49926,1.19392,1.24329,0.97064,1.69681,2.13194,1.59239,1.55008,1.45711,1.08383,0.78374,1.72101,1.70041,1.83229,1.4269,1.30774,0.71472,1.48303,2.28232,1.8124,0.95751,1.69944
"LOC101927708",0.88184,3.15728,2.55121,2.63867,3.27127,2.88487,2.73182,1.66475,2.86539,1.90455,2.01437,4.39918,3.19052,2.11786,1.12163,4.2678,2.80562,2.82121,2.86349,1.62453,3.63573,3.23911,2.89057,3.987,2.24133,2.42769,3.19619,1.92252,2.86132,2.32619,2.75519,3.05489,1.69113,2.40869,4.32852,1.60557,1.9599,1.80761,2.6817,2.28673,1.98441,2.31995,3.60407,2.19308,2.21948,2.64426,2.30401,2.81415,2.01855,2.6325,2.71543,3.4849,2.14356,3.65302,4.60423,2.3669,2.15425,1.93184,2.86859,2.38663,2.19096,2.59382,2.93702,3.74816,4.12899,2.32081,1.13242,4.46825,2.41352,2.63882,3.48769,2.09682,1.91476,2.01533,1.69412,2.39731,3.70276,2.3281,2.49289,2.00123,2.30693,3.78768,2.17488,2.8065,3.7437
"LOC101927727",0.10375,0.14617,0.03808,0.74629,0.17843,0.31282,0.22765,0.39503,0.16855,0.64928,0.51798,0.71823,0.42352,0.1495,0.13805,0.26263,0.59066,0.32375,0.37421,0.35125,0.12985,0.27318,0.27861,0.48963,0.25682,0.36644,0.33526,0.12538,0.04933,0.56493,0.24726,0.21513,0.57746,0.30749,0.36951,0.27412,0.1849,0.1339,0.41902,0.59139,0.33074,0.2109,0.79785,0.3133,0.8398,0.37775,0.86084,0.19634,0.21474,0.19604,0.22167,0.65598,0.41591,0.79086,0.43484,0.31985,0.39684,0.52687,0.19124,0.61876,0.24687,0.59287,0.2937,0.21418,0.24873,0.12433,0.53925,0.50904,0.24135,0.31848,0.06459,0.31985,0.36128,0.27991,0.21513,0.1115,0.53442,0.3004,0.28607,0.35736,0.41195,0.29136,0.36248,0.09905,0.12315
"LOC101927745",3.47547,3.30345,3.65547,4.77092,4.04448,4.58799,2.50417,3.63988,5.32625,4.24195,3.85608,2.6036,5.59047,4.11113,2.24326,4.99004,5.98041,2.77496,3.00992,4.43453,4.37153,3.12203,3.34331,2.93779,3.362,3.11477,4.93957,3.09274,5.22931,4.12067,3.10842,4.17358,4.12471,3.74116,3.00885,3.48527,4.1047,5.15505,4.46252,4.41575,3.83653,1.75753,4.70454,4.29664,5.33874,3.85306,4.02569,3.79584,3.00636,4.62088,3.10335,5.32984,2.84741,4.63218,4.42518,5.94923,3.34476,4.32031,5.60968,3.22637,4.04247,2.96437,4.65028,2.83789,3.93,3.72987,2.58838,3.61985,4.02253,3.63975,4.97318,2.9853,3.75727,2.74309,4.89413,4.73886,6.33668,4.58109,2.28855,3.28773,2.96605,6.07,4.77265,4.39134,3.27573
"LOC101927751",13.95376,18.53438,15.49768,19.75003,23.1963,23.25276,13.35556,13.4591,22.24888,22.24857,15.82718,16.56428,18.86078,15.97113,10.37076,20.15714,19.86086,13.45857,21.34603,10.84483,15.49513,16.1175,13.40806,16.57753,16.59987,20.1086,18.30545,15.83986,28.66252,18.3104,14.97694,15.48957,18.47869,13.68342,14.25243,13.2362,17.60214,15.59904,16.32067,16.55905,11.64187,13.98997,17.00238,14.6802,16.91602,19.26531,15.49512,17.2776,16.27727,18.03543,16.29257,19.72043,19.54796,19.20661,18.18671,23.98882,14.71129,15.10351,15.55411,17.54615,15.491,15.63704,17.62211,18.36598,17.95861,16.90873,10.27263,20.75759,29.88736,14.51351,19.95732,16.24145,16.5103,13.26759,15.03198,17.42228,19.96437,17.57337,13.07743,13.65123,17.42557,24.23144,17.58028,16.90502,14.82701
"LOC101927752",5.60225,6.7823,7.61557,5.91701,7.01837,7.1948,3.71831,6.51793,7.28145,4.15537,6.73374,8.16991,5.61871,6.57781,4.03787,4.72741,6.79256,5.13368,7.37024,5.70781,1.12534,9.63928,8.32344,8.46364,4.5994,5.90891,5.11837,5.64217,4.73598,6.48009,7.87702,5.20621,5.32087,4.66364,5.48982,7.67543,7.24794,5.28895,7.12327,6.1505,5.42405,6.81923,5.58493,7.96669,4.85886,6.72397,7.54501,5.82465,5.58323,4.87293,5.48627,4.01788,5.53486,8.2852,4.11823,5.24555,6.09427,7.27076,4.84472,9.98849,6.52659,6.37339,8.51735,6.31832,7.86,1.20185,9.2211,8.99307,4.3041,6.64255,4.9086,6.07722,4.40756,6.10197,5.56641,4.96186,6.94745,7.20959,7.06999,6.2181,7.25036,5.77864,6.70588,7.46198,8.94054
"LOC101927755",4.61667,3.97583,6.51131,5.51721,2.61702,4.44896,2.58005,4.82496,4.5172,3.76581,4.94959,1.93025,4.09403,3.36365,2.70917,3.28292,4.20843,3.37621,2.32659,3.73203,4.76107,4.2928,3.79605,1.53884,3.68886,5.72568,4.09023,3.42709,4.24265,4.08744,3.88553,4.64687,3.67099,4.45864,5.22589,2.81954,6.58231,6.09233,5.04914,3.9032,4.56414,3.44477,5.30981,4.3414,4.13903,3.17311,5.08908,4.25395,5.06786,4.48085,2.54918,7.33879,3.00738,4.85814,5.39718,6.71687,4.11009,5.72528,2.54985,3.66834,2.51497,3.40902,4.25868,1.49926,2.43759,2.07215,2.31876,3.11081,5.34996,3.68525,4.26273,1.63481,4.80497,2.91103,4.84035,4.57161,5.53505,3.22929,2.94242,2.50153,3.66637,6.40992,3.20191,5.67903,2.75851
"LOC101927762",0.41498,0.81855,0.91387,0.95952,1.01112,0.4866,0.30354,0.50789,0.87647,0.51942,0.69064,0.49379,0.7341,0.4734,0.25884,1.11619,0.59066,0.41624,0.4881,0.48297,0.43282,0.46831,0.59204,0.34974,0.63037,0.64128,0.44702,0.58511,0.592,0.46524,0.77711,0.34421,0.65995,0.40999,0.73901,0.43076,0.44375,0.73644,0.85898,0.86738,0.39688,0.28121,0.77033,0.76086,0.77982,0.7555,0.8102,0.52356,0.77306,0.72814,0.44334,0.81998,0.51189,1.01682,0.66506,0.44779,0.45353,0.56199,0.76496,0.48617,0.70975,0.37055,0.3916,0.37482,0.64671,0.08289,0.29659,0.16968,0.56315,0.77345,0.58128,0.31985,0.6503,0.33589,0.61849,0.66902,1.03067,0.6759,0.73561,0.42883,0.70032,0.67984,0.84579,0.79242,0.44333
"LOC101927765",4.92791,3.30345,3.16046,2.95851,2.43859,6.91674,2.27652,3.89383,2.05634,3.33296,1.89926,1.93025,3.24699,3.71248,3.01977,3.1516,1.25515,2.77496,3.69325,1.05375,3.76558,3.82449,2.85574,2.86784,3.54878,1.74061,2.34685,3.88683,3.94665,2.85789,3.70891,3.70029,3.54725,2.1012,1.90032,4.11184,4.2896,1.74067,2.74455,2.01074,2.91047,3.37447,3.52153,2.41686,3.53917,3.70196,1.97487,2.61782,2.66277,2.40846,1.77334,2.09094,3.61525,2.86216,4.42518,2.3669,2.57944,2.45871,2.35862,3.57994,2.62298,3.77957,2.49647,3.15916,3.03456,3.23255,4.20612,2.31897,1.68946,2.82081,3.4231,3.76716,3.17923,2.91103,2.01681,2.50881,2.55758,2.9289,2.77895,3.00184,2.76008,3.59344,2.53736,2.67443,7.09332
"LOC101927769",0.31124,0.43851,0.6854,0.55972,0.83269,0.69515,0.37942,0.36681,0.70792,0.38957,0.80575,0.22445,0.47999,0.24916,0.27609,1.5758,0.59066,0.2775,0.40675,0.52687,0.47611,0.54636,0.48757,0.41968,0.35021,1.05353,0.46937,0.50153,0.64133,0.76432,0.4592,0.77448,0.53621,0.30749,0.31672,0.50908,0.62865,0.60254,0.43997,0.51254,0.33074,0.56241,0.88038,0.62659,0.95977,0.3022,0.70893,0.39267,0.38653,0.39207,0.665,0.73798,1.56768,0.45192,0.56274,1.34337,0.9354,0.73761,0.44622,0.35357,0.33944,0.07411,0.44055,0.37482,1.24367,0.5802,0.18874,0.33936,0.72405,0.63696,0.32293,0.24877,0.90319,0.11196,0.53782,0.55751,0.61076,0.751,0.2452,0.14294,0.61793,0.58272,0.66455,0.49526,0.32018
"LOC101927780",3.16424,5.72987,5.78783,3.89137,6.72098,4.34469,3.71831,5.30464,6.33756,2.98668,4.60427,5.07253,4.54579,4.38521,3.12331,6.10623,6.71873,4.30119,4.21389,5.13703,6.36253,4.21475,5.15427,5.66574,4.45932,4.76377,5.16308,5.09885,3.20665,5.61608,5.05119,4.56082,3.83598,4.97113,4.75081,4.03352,4.73335,3.34743,5.90812,4.61288,4.29956,4.00718,5.08971,3.26724,5.57869,4.75966,4.55739,5.17019,4.29479,5.34902,3.49126,4.91986,3.55127,5.19708,4.7577,4.66982,4.79038,4.17981,5.41844,4.2429,4.72136,4.0019,3.52442,3.3198,6.06911,3.56409,2.61534,4.24201,3.6605,4.73168,4.3919,2.9853,5.27463,4.70244,4.08741,4.40435,4.54256,4.88149,3.75976,3.3592,3.83115,5.19592,3.32273,5.71205,4.26092
"LOC101927787",0.77809,1.16936,1.21849,1.19939,1.30851,1.52933,0.98649,1.12865,1.58439,0.82242,0.92085,1.34669,1.15762,0.94681,0.51768,1.37883,1.91964,0.69374,0.76468,1.14156,1.51489,0.97564,1.07961,0.69947,1.02728,1.6948,1.20695,0.96126,1.08533,1.03017,1.44824,1.33382,1.4024,1.22997,1.26688,0.82237,0.81354,1.13813,1.29895,1.26164,0.66147,0.70301,1.51316,0.71611,1.07975,0.9066,1.16467,1.04713,1.0737,1.48428,1.21917,1.47596,1.02379,1.28044,1.22779,1.59925,0.73698,0.98348,1.52991,0.83974,1.34235,1.11164,0.88111,0.91027,1.29342,1.24329,0.86279,1.01808,1.16653,1.09193,0.90421,0.85294,1.0477,1.11963,1.31765,0.83627,1.83229,1.0514,0.93994,0.7862,0.70032,1.9424,0.78537,1.61786,0.68963
"LOC101927793",1.55618,1.63711,1.06618,1.41262,1.66538,2.08545,2.12475,1.66475,1.68552,1.42841,2.07192,2.55871,1.72232,1.49496,1.22516,2.62634,2.36263,1.61873,2.27778,2.32703,2.12084,2.1464,2.50748,1.81863,1.79774,2.42769,2.95033,1.71355,2.56532,1.92741,1.48357,2.66765,1.56739,2.45994,2.05868,1.01817,1.14636,0.80338,1.42465,1.10394,1.58753,1.68723,1.73325,1.11892,2.51941,1.511,1.44317,2.81415,1.50318,2.57649,0.72042,1.84495,1.4397,2.41024,1.73938,2.23896,1.84245,1.54548,2.86859,2.47502,1.41949,1.85273,2.25171,2.35599,2.68633,1.53339,0.83583,2.26241,1.20676,1.09193,1.67926,2.23897,1.73412,1.17561,1.58656,1.2544,1.64143,1.5771,1.26688,1.64387,2.22454,1.6996,1.57075,1.41976,2.21666
"LOC101927795",0.36311,0.29234,0.45693,0.31984,0.41634,0.17379,0.22765,0.25395,0.57308,0.17314,0.40287,0.8529,0.45176,0.27408,0.24158,0.26263,0.29533,0.46249,0.39048,0.30734,0.25969,0.19513,0.34826,0.13989,0.16343,0.36644,0.37997,0.29256,0.54266,0.26585,0.21194,0.30119,0.45372,0.40999,0.47508,0.23496,0.51771,0.1339,0.35616,0.23656,0.26459,0.28121,0.30263,0.17903,0.23994,0.37775,0.37978,0.45812,0.12884,0.44809,0.11083,0.61498,0.38392,0.33894,0.33253,0.31985,0.25511,0.281,0.57372,0.08839,0.27773,0.29644,0.2937,0.69609,0.19899,0.5802,0.13481,0.22624,0.6436,0.31848,0.06459,0.53309,0.36128,0.27991,0.45714,0.27876,0.30538,0.0751,0.04087,0.28589,0.32956,0.43704,0.42289,0.39621,0.54185
"LOC101927798",0.05187,0.11694,0.03808,0.3998,0.11896,0.27806,0.30354,0.19751,0.23597,0.34628,0.28777,0.13467,0.31058,0.04983,0.20707,0.19698,0.51683,0.0925,0.08135,0.48297,0.12985,0.23415,0.1393,0.20984,0.25682,0.09161,0.29056,0.25076,0.148,0.13292,0.35323,0.30119,0.24748,0.25624,0.26393,0.1958,0.1849,0.20085,0.18856,0.23656,0,0.0703,0.2201,0.17903,0.05999,0.1511,0.35446,0.19634,0.21474,0.02801,0.05542,0.28699,0.15997,0.48958,0.15347,0.06397,0.17007,0.17562,0.25499,0.30938,0.27773,0.14822,0.34265,0,0.24873,0.12433,0.08089,0.2828,0.24135,0.31848,0.06459,0.03554,0.18064,0.11196,0.45714,0.19513,0.53442,0.1502,0.08173,0.07147,0.32956,0.33992,0,0.16509,0.12315
"LOC101927809",1.60805,5.81757,2.97007,1.01282,1.18955,6.98625,1.21414,1.43902,2.69683,1.73141,3.05033,2.42404,1.07292,2.54143,1.72558,1.96975,1.77197,1.38748,3.05873,2.45875,3.24619,3.12203,2.50748,1.67874,3.89899,1.78641,1.45281,2.13149,0.39466,2.06034,3.14375,2.06528,1.69113,2.30619,1.53082,2.74122,1.81199,2.41015,2.47219,1.85304,1.71982,4.14778,1.8433,2.81967,0.71983,0.98215,1.84827,0.65445,2.61982,1.37226,0.94209,3.73089,1.88761,2.56088,2.30212,2.81469,5.83916,3.1612,0.9562,1.23751,2.29896,1.25986,2.98597,2.19535,4.62646,1.65772,3.55902,3.05425,0.96541,1.86537,2.64806,1.56373,2.23991,1.45552,2.23194,2.70394,1.79412,1.1265,1.83901,0.7862,1.02988,1.26256,2.23529,2.2452,2.53685
"LOC101927811",6.63971,7.65932,7.12055,6.02363,7.13732,8.89792,6.07071,6.74366,6.4724,6.18978,6.44598,4.08496,7.14338,6.22899,4.10689,6.17189,4.72526,5.13368,6.88214,3.24906,7.31474,10.18564,4.73635,3.07769,7.54115,5.63407,5.43129,7.10495,5.57464,7.24441,7.17056,6.28188,7.30073,7.02108,5.33146,8.06703,8.3943,8.10079,7.62609,7.45157,5.55635,9.77189,9.10645,7.74291,4.31898,6.11957,8.55776,4.51574,6.82872,6.58125,4.82127,8.15876,5.40688,9.30202,5.93434,6.58893,6.88794,8.88649,3.05983,6.85051,7.4832,5.26175,7.7831,4.65843,5.57165,3.06678,8.84363,6.84378,3.4996,9.37236,6.65244,2.87868,8.30934,5.87805,4.54455,6.04901,7.93994,5.18189,6.21178,3.21626,4.61386,6.94408,4.28935,9.04683,4.5811
"LOC101927815",0.98559,0.93549,1.21849,1.38597,0.65426,1.45981,0.68295,0.76184,1.88779,1.12542,1.20863,1.07736,1.18586,0.94681,0.86279,1.24751,1.40281,0.4625,0.52064,1.14156,1.38504,1.05369,1.00996,0.97926,1.05063,1.51158,1.20695,0.87767,1.38134,0.89724,0.4592,1.80711,1.07242,0.97373,1.00294,1.5664,0.96146,1.20507,1.25705,0.78853,0.85991,1.05452,1.43062,0.93988,1.13973,0.83105,0.98743,1.11258,1.03075,1.00819,0.94208,1.43496,1.31173,1.35576,1.0999,1.2794,0.73698,0.84298,1.27492,0.88394,0.98748,0.7411,1.4685,0.91027,0.7462,0.62164,0.75495,0.67872,1.48834,0.86444,0.71046,0.42648,1.01158,0.78373,1.15631,1.00353,1.64142,1.2767,1.02167,0.85766,0.86511,1.35968,0.66454,1.15562,0.66501
"LOC101927822",0.31124,0.26311,0.22847,0.3998,0.11896,0.17379,0.22765,0.1693,0.26968,0.12986,0.23021,0.35912,0.25411,0.24916,0.17256,0.13132,0.29533,0.13875,0.11389,0.35125,0.25969,0.07805,0.34826,0.13989,0.37356,0.32064,0.20116,0.29256,0.34533,0.23262,0.38855,0.21513,0.20624,0.1025,0.63344,0.15664,0.22188,0.40169,0.1257,0.19713,0.06615,0.1406,0.49522,0.26854,0.11997,0.07555,0.15191,0.32723,0.34358,0.22404,0.11083,0.164,0.15997,0.22596,0.30695,0.51176,0.05669,0.21075,0.25499,0.26518,0.33944,0.22233,0.14685,0.16064,0.04975,0.12433,0.08089,0.22624,0.4827,0.18199,0.19376,0.07108,0.14451,0.22393,0.2958,0.52964,0.34356,0.1502,0.08173,0.14294,0.28837,0.09712,0.18124,0.26414,0.07389
"LOC101927827",0,0.70162,0.64732,1.09278,0.29739,0.17379,0.91061,0.11286,0.80905,1.55827,0.28777,0.26934,0.84704,0.64781,0.53493,0.59093,2.14113,0,0.30913,0,1.16863,0.81953,1.07961,0,0.58368,0.96191,0.89404,0.25076,0.444,0.59816,0.38855,0.17211,0.82494,0,0,0,0.48073,0.40169,0.52377,0.31541,0.33074,0.91392,0.60526,0.67135,1.37968,0.7555,1.24062,1.70158,0.60127,0.56011,1.33001,0.94297,0.44791,0.60256,0.43484,1.53528,0.45353,0.94836,0.63746,0.30938,1.03376,0,0.73425,0,0.39797,0.33154,0.51228,0.50904,1.76991,1.00093,0.32293,0.21324,1.62574,0,0.40336,0.44601,0.68711,1.502,0.4904,0,0,1.06832,0,0.95751,0.17241
"LOC101927829",0.31124,0.35081,0.30462,0.42645,0.17843,0.38233,0.22765,0.25395,0.50566,0.21643,0.40287,0.08978,0.22588,0.19933,0.1553,0.19698,0.51683,0.185,0.14643,0.17562,0.34626,0.27318,0.20896,0.13989,0.25682,0.09161,0.15646,0.33435,0.34533,0.16616,0.24726,0.21513,0.16499,0.05125,0.31672,0.1958,0.1849,0.20085,0.31426,0.19713,0.06615,0.2109,0.24761,0.26854,0.29993,0.22665,0.32914,0.13089,0.30064,0.30806,0.16625,0.53298,0.25595,0.3766,0.30695,0.38382,0.22676,0.17562,0.19124,0.08839,0.16972,0.14822,0.2937,0.10709,0.09949,0.16577,0.05392,0.22624,0.28158,0.09099,0.12917,0.03554,0.21677,0.27991,0.32269,0.33451,0.34356,0.3004,0.20433,0.14294,0.0412,0.2428,0.30207,0.19811,0.14778
"LOC101927837",2.17865,3.15728,2.62737,2.9052,3.2118,4.72702,3.33889,2.65232,4.88801,3.07325,4.43161,2.82805,3.38816,3.26399,1.94991,4.00516,3.61778,2.35872,2.5869,1.84406,2.12084,3.23911,3.93535,1.88858,3.47874,3.61863,4.15728,3.67786,3.15732,3.32312,2.57858,3.09791,2.51607,2.30619,3.53671,2.74122,2.66251,2.4771,2.89121,2.95697,1.85212,2.39025,3.85167,2.90919,3.29922,1.81321,3.01294,2.74871,2.87751,3.61269,3.21418,3.89489,2.75143,3.31408,4.50191,3.96615,3.14634,2.91533,4.3985,3.00539,2.48411,1.70451,3.86707,2.19535,3.83051,3.31544,1.48293,3.90265,4.3041,3.23028,3.10017,2.48775,2.78182,1.79141,3.30757,3.93047,4.3517,2.9289,2.69722,2.78742,3.4604,4.41896,2.35612,4.16022,2.93092
