"","GSM2277340","GSM2277341","GSM2277342","GSM2277343","GSM2277344","GSM2277345","GSM2277346","GSM2277347","GSM2277348","GSM2277349","GSM2277350","GSM2277351","GSM2277352","GSM2277353","GSM2277354","GSM2277355","GSM2277356","GSM2277357","GSM2277358","GSM2277359","GSM2277360","GSM2277361","GSM2277362","GSM2277363","GSM2277364","GSM2277365","GSM2277366","GSM2277367","GSM2277368","GSM2277369","GSM2277370","GSM2277371","GSM2277372","GSM2277373","GSM2277374","GSM2277375","GSM2277376","GSM2277377","GSM2277378","GSM2277379","GSM2277380","GSM2277381","GSM2277382","GSM2277383","GSM2277384","GSM2277385","GSM2277386","GSM2277387","GSM2277388","GSM2277389","GSM2277390","GSM2277391","GSM2277392","GSM2277393","GSM2277394","GSM2277395","GSM2277396","GSM2277397","GSM2277398","GSM2277399","GSM2277400","GSM2277401","GSM2277402","GSM2277403","GSM2277404","GSM2277405","GSM2277406","GSM2277407","GSM2277408","GSM2277409","GSM2277410","GSM2277411","GSM2277412","GSM2277413","GSM2277414","GSM2277415","GSM2277416","GSM2277417","GSM2277418","GSM2277419","GSM2277420","GSM2277421","GSM2277422","GSM2277423","GSM2277424"
"GCNT3",12.86443,6.98694,7.69172,11.11439,8.92165,5.97829,3.79419,14.36202,11.02331,29.39062,7.53949,4.08496,11.40682,4.26063,31.18129,5.31833,6.49723,5.45743,13.39008,20.28467,5.9297,5.07331,4.49257,8.53358,4.99631,10.12301,7.77814,8.40056,86.38224,8.04196,11.69191,5.98069,9.1981,13.11968,5.22589,8.22367,6.2495,9.97535,6.30619,6.54477,13.42784,7.38164,10.1244,4.29664,11.63726,11.10588,5.21568,5.82465,8.71843,8.70966,6.53919,11.60266,6.36668,5.53602,8.74804,17.78371,10.37443,8.74599,5.60968,5.30362,13.34633,8.0779,6.06984,7.49632,3.83051,15.41678,29.95509,9.27587,50.72404,4.68618,8.59004,4.9755,7.83968,10.30058,23.61016,17.05989,8.51253,9.76298,3.55543,9.00552,7.20916,12.04288,8.21621,5.51394,19.99922
"GCNT4",11.72323,13.41842,17.36349,7.64947,8.2674,11.08764,7.28485,8.60593,18.47332,10.69143,11.39557,4.89297,8.58335,11.95966,10.14643,8.40428,9.59818,5.22618,4.29524,9.52765,11.42658,12.76132,11.31849,6.92479,11.27671,11.49717,9.90148,7.85724,3.69998,9.3712,7.70041,10.92875,2.96979,7.02108,12.03538,8.6936,9.20784,21.95917,10.83156,13.91749,11.57573,12.86515,11.9677,11.14442,9.23783,11.55919,12.88728,8.37702,10.35045,7.8695,9.80879,13.52961,9.72599,12.76674,8.64572,10.87493,8.53198,18.33496,5.54593,11.66797,13.97893,6.4475,7.83205,3.8017,9.89962,2.07215,2.50749,9.61523,6.27514,10.60078,6.26492,3.58947,11.95823,7.2216,5.80842,10.39761,14.00941,7.81039,9.93068,7.5046,5.9733,10.10048,13.17011,13.27308,2.98018
"GCNT7",1.03745,0.96472,0.57117,1.49258,1.96276,1.42506,1.13826,0.84648,1.11244,1.4717,0.8633,0.76312,1.24233,0.6229,1.08712,1.11619,1.77197,0.60124,1.05754,1.49281,0.95221,0.89758,1.07961,0.90932,1.33079,1.28255,1.47516,0.91946,1.28266,0.89724,1.83679,0.90356,1.4849,1.22997,1.10852,1.05733,0.92448,0.66949,0.90088,1.14336,0.52918,0.56241,1.40311,0.80562,1.13973,0.7555,0.78488,1.11257,0.47243,0.98019,0.38792,1.06597,0.89581,1.39342,1.25337,1.53528,0.76533,1.01861,1.46617,0.79554,1.11091,0.88931,1.17481,0.42836,0.89544,0.66309,0.51228,0.73528,2.09171,1.18292,1.22715,0.71079,0.83093,0.72776,1.07563,1.31016,1.79412,1.9526,1.06254,0.64325,1.07108,1.9424,0.78537,1.08958,0.96055
"GCOM1",1.24495,4.2097,3.19854,2.53206,3.92553,3.23245,3.41477,2.00335,4.31494,3.15982,3.4532,3.0525,2.82347,3.03975,1.9154,2.3637,3.69161,1.71123,1.91984,4.12718,3.93871,4.21475,3.41296,2.58805,2.61489,4.30571,2.61506,2.08969,4.34131,2.5588,3.92085,2.23738,2.8873,3.9974,5.01474,2.54542,3.51303,1.60677,3.31022,2.28673,2.51359,1.33573,3.10885,2.41686,3.77911,1.88876,3.44336,3.14138,1.76087,3.1366,2.38293,3.4029,3.67924,2.56088,2.73696,3.6463,2.97627,3.33682,1.91239,4.50808,1.75894,2.4456,2.49647,1.76699,3.33304,2.23792,0.67406,1.86649,3.3387,3.45776,2.71264,3.34069,2.38442,2.07131,2.9311,2.81544,3.05382,2.6285,1.87988,2.35859,2.47171,2.71936,2.7186,3.59892,1.69944
"GCSAM",4.09794,5.99298,7.23479,7.0631,9.21904,6.9515,4.2495,4.90961,9.33779,5.75693,8.46035,5.38676,7.76454,5.43168,5.0387,6.82848,7.45705,3.37621,6.44286,5.97124,5.67001,4.56598,5.85079,5.52584,4.92626,6.55018,7.08526,4.7645,7.4493,5.84869,6.9233,4.99108,7.42448,6.91858,6.59835,4.26848,6.32346,7.29741,7.03947,6.34764,5.02717,6.39743,7.15311,4.96799,4.37897,6.11957,6.35502,5.23564,8.07421,5.20899,5.09835,8.69175,5.88678,7.56966,5.21813,6.6529,6.32103,7.48151,6.82086,5.83398,5.67798,3.85368,6.31459,3.10562,7.16354,3.52265,3.42421,6.56098,7.92437,5.45963,6.8462,4.15809,6.93649,4.25459,6.13111,8.08394,7.13831,8.56139,4.29103,4.71718,5.31418,9.90624,5.98092,7.26388,3.94073
"GCSAML",2.2824,2.748,7.50133,3.83806,2.73597,4.76178,2.04886,2.48302,6.16901,3.85238,4.02874,3.18716,4.74343,2.98991,7.52354,3.93951,3.61778,2.45122,2.26151,2.8539,2.12084,2.57568,2.47265,3.21758,2.98844,3.11477,3.01738,2.50763,2.26932,4.18713,2.89648,2.71067,3.79473,3.48492,3.16721,2.42794,3.66095,2.4771,3.81304,2.87812,2.71203,2.31995,3.79665,2.90919,3.8391,3.39976,2.17742,2.1597,2.23329,2.29644,2.27209,4.30487,3.23133,2.78684,3.55549,4.9257,2.91958,2.63433,4.01602,2.91699,3.00871,2.29738,3.23072,1.33863,2.83557,2.07215,1.77951,1.75337,2.21239,3.27578,2.4543,2.06128,2.96246,3.24692,2.95799,3.26145,3.66459,2.6285,4.00496,2.0727,2.51291,4.03048,2.7186,5.97619,2.33981
"GCSH",10.16705,7.36698,8.71982,8.04927,5.65038,6.49965,6.52601,9.31133,6.4724,7.0122,9.61141,4.71341,8.52688,8.04785,6.41917,5.31833,9.81968,8.97238,5.95476,3.5125,10.25795,6.98555,7.20901,4.1269,10.73972,9.1611,8.09105,6.06011,6.75863,9.73675,5.86361,8.30413,7.91944,5.58611,8.02359,10.65161,10.94587,14.12617,6.43189,11.19707,10.05435,8.99858,8.83134,9.04085,8.39803,6.42177,10.88709,10.47127,10.56519,8.79367,8.09087,11.11068,8.25429,10.09288,8.62014,8.31612,11.5366,10.64271,5.03596,9.59071,8.93355,8.96721,8.9579,6.85378,6.01937,5.96779,12.94189,7.2397,8.04505,9.59984,7.36289,4.26471,8.95964,9.06899,5.99666,8.61357,10.91742,9.46258,11.03408,8.07638,9.02175,9.66344,6.52464,8.65062,5.88647
"GDA",25.00265,42.65246,81.60079,34.64917,76.48831,24.26072,12.14141,26.43853,64.72403,31.7713,64.17201,15.57671,28.65823,21.77654,36.54786,17.72778,60.54239,39.31198,37.14404,87.46116,32.98126,26.81047,24.03003,12.03095,50.68682,52.7221,25.10015,21.48203,56.09172,40.37593,34.36926,43.37078,48.42408,38.18033,32.46387,40.06103,12.79483,41.44124,32.07566,22.94611,34.198,56.2411,34.91266,14.3669,29.21313,20.47411,25.4201,46.72805,31.91032,29.20956,29.20471,82.16161,29.018,22.10643,41.48923,38.70196,77.04292,60.65992,28.49463,39.33519,32.57121,28.08738,12.87393,17.34862,23.28152,13.88339,14.61356,27.48825,40.66773,27.7531,30.67872,19.93753,18.75021,28.77445,24.73958,36.9631,42.29545,37.92544,22.51771,21.08436,31.22597,42.58712,26.40063,27.10746,10.14739
"GDAP1",13.59065,10.49502,18.42967,13.06007,12.31188,11.46997,12.14141,23.16546,19.65318,14.11096,12.66174,8.30458,13.60913,11.90983,12.33792,15.69237,19.12254,12.99608,15.65159,9.74718,10.08482,10.53687,11.42297,7.55432,12.37403,15.34483,10.54966,17.51162,11.64261,11.13246,9.74914,12.99402,11.75542,16.7071,12.03538,9.59428,18.26777,15.73294,18.79286,14.54831,12.17105,24.11337,14.91148,13.60604,10.1976,14.27899,19.67272,12.04196,17.00738,16.69118,8.81129,16.27653,12.63739,16.1938,13.65922,17.01607,12.75545,18.54571,17.65774,14.71755,20.32036,10.59761,12.92288,5.56869,14.67532,9.11745,12.96886,13.00884,13.99839,13.33059,12.85277,8.38727,17.08834,18.69779,14.73618,17.5059,14.582,13.21758,8.45946,9.14847,9.72207,17.28736,9.84737,12.71178,10.0735
"GDAP1L1",1.03745,1.22783,1.21849,1.38597,1.30851,1.147,1.13826,0.84648,1.51697,1.12541,1.03596,1.70581,2.42818,0.92189,0.94907,1.51014,2.14113,1.24873,1.43175,4.215,1.77458,0.89758,1.11444,1.4689,1.42418,1.55739,1.47516,0.96126,1.13466,0.96371,1.16566,1.37685,1.11367,1.12747,1.79475,1.60557,0.8875,1.40592,1.06849,0.98566,0.99221,1.82784,1.56818,0.93989,2.03952,1.28435,1.01275,1.4398,1.0737,1.23223,1.21917,1.96794,1.50369,1.54406,1.50916,1.79117,1.41727,1.22936,1.84864,1.01653,1.21891,1.48218,1.17481,1.49926,1.49241,1.7406,0.32355,0.96152,1.48833,1.09193,1.87302,1.45711,1.4451,0.8957,1.61345,1.19865,0.91615,1.8024,0.77647,1.2865,1.48303,2.03952,1.51033,1.1226,1.28074
"GDAP2",18.36294,18.91442,23.34171,21.48249,18.79495,17.48302,19.04684,21.35962,26.29414,21.42615,21.81273,9.74105,17.33611,21.90112,15.27141,15.56105,23.99546,14.38356,13.04841,17.12342,16.3175,19.35661,19.25885,11.12164,22.03978,22.07824,17.83608,20.10284,18.99324,16.25007,15.47146,20.39459,16.70507,20.34576,20.32291,18.09208,23.66674,34.07688,24.07246,23.22209,17.59511,18.06745,22.44975,19.37965,21.47495,22.21177,20.68548,20.22265,20.65796,18.00743,21.61259,29.35515,17.14845,22.93495,18.9285,26.22777,21.54254,23.53338,15.74535,18.56267,21.26155,16.22991,20.02067,7.7105,17.75962,8.91024,15.61116,18.3255,23.20997,24.15885,17.5676,11.30149,20.55659,18.13798,18.09754,23.44341,27.59893,21.62876,13.97651,16.65307,17.1784,22.5804,22.71542,25.09339,10.46757
"GDE1",73.03679,80.80289,74.21369,66.47311,86.42109,63.64096,83.24457,71.69723,90.27654,79.38497,74.35896,56.29161,65.05276,86.05971,67.55659,58.17337,69.99292,60.72545,78.72975,48.03339,66.4819,75.3581,60.91089,66.24019,71.37246,73.70101,63.47677,78.82318,92.59821,72.21144,68.31464,77.83506,61.45816,59.14107,84.66999,87.87581,87.45602,87.50193,79.27779,83.50491,81.29468,71.2856,85.2045,76.84726,82.54059,68.29741,73.39926,83.11573,72.45316,73.26195,89.71996,98.02815,73.42481,71.667,66.53113,72.98998,78.65861,74.21796,73.88204,72.39443,74.72401,88.48635,78.85893,56.38301,65.01911,71.19901,73.93057,75.05536,88.576,81.34844,78.15001,53.59322,78.8665,63.42694,76.96161,72.50454,90.85123,83.36086,62.44474,85.76689,74.81049,68.85808,82.28297,88.12402,70.14504
"GDF1",1.50431,0.67238,0.91386,1.38597,1.24903,1.14699,1.36591,0.56432,1.28099,0.86571,0.92085,1.43647,1.18586,0.89698,0.98359,1.44449,1.40281,0.83249,2.35913,1.40499,1.51488,1.01466,1.25374,1.46889,0.91054,0.7787,1.38576,1.3374,1.23333,0.86401,0.74178,1.20475,0.98993,1.9987,1.5836,1.05733,0.81355,2.14235,0.87993,0.7491,1.38909,1.47633,1.43062,0.80562,0.77982,1.6621,0.75956,1.24346,1.46023,1.73633,0.88667,1.06597,0.89581,1.1298,1.35569,1.59925,1.13381,0.77274,3.69729,0.66296,0.64803,1.48219,1.41956,1.44572,0.89545,1.94782,0.94368,1.35744,1.56879,0.72795,1.09797,0.9951,0.39741,0.39187,1.85547,0.83627,1.18336,1.4269,0.85821,1.50092,1.40064,1.50536,1.44992,0.5613,2.48759
"GDF10",0.51873,0.20464,0.41886,0.71964,0.35687,0.55612,0.75884,0.36681,1.01131,0.64928,0.63309,0.67334,0.90351,0.72256,0.32786,0.7879,1.69814,0.73999,0.74841,0.65859,0.86565,0.42928,0.62687,0.55958,0.4436,0.50386,0.82699,0.62691,0.83866,1.12986,0.52984,0.55935,0.57746,0.61499,1.05574,0.43076,0.8875,1.00423,0.87993,1.02508,0.39688,0.84362,0.93541,0.62659,0.65984,1.3599,0.9368,0.78535,0.64422,0.64412,0.72042,1.06597,0.44791,0.71554,0.84411,1.15146,0.68029,0.59712,0.8287,0.88394,0.50917,0.88931,0.6853,0.48191,0.44772,0.45587,0.37747,0.5656,0.76428,0.45497,0.77504,0.8174,0.43353,0.72776,0.86051,0.80839,1.14518,0.6008,0.65387,0.71472,0.65912,0.58272,0.72496,0.59432,0.36944
"GDF11",5.60225,7.68855,8.45328,6.76992,7.43471,7.54237,7.81604,6.06647,10.71992,6.31963,9.95673,7.3619,7.19985,6.72731,5.72894,7.55072,10.63184,5.87367,5.53175,6.10296,8.26696,7.84411,6.65179,7.90406,9.45562,9.89398,8.24751,7.31392,7.64663,6.64624,6.67604,8.21807,7.54822,6.71359,7.65408,6.4223,6.4344,6.29318,7.75179,7.33329,5.22561,5.0617,8.47368,7.20583,7.97812,6.11957,6.0512,8.37702,8.16011,8.06554,6.8717,10.3317,7.51844,8.02158,8.74804,8.25215,7.88003,8.50012,7.77706,8.48579,6.71174,6.37339,7.09779,5.83642,7.56152,7.83272,5.68904,6.84378,7.88415,7.68897,7.10455,6.50369,6.57522,5.65412,7.42187,6.96891,7.93994,6.83409,5.88484,8.2908,7.33275,9.56632,6.52464,9.01381,5.98499
"GDF15",80.14335,14.29545,16.56386,18.47068,37.11408,17.79583,16.77033,54.48538,16.58553,13.89453,14.4459,22.9835,12.70562,15.7718,22.51886,15.69237,31.15718,24.04968,80.1615,45.92589,18.30849,20.21517,18.63198,36.93223,26.4991,17.68091,15.53393,23.0702,36.70382,16.74854,17.94407,18.41537,16.74632,43.04896,20.7452,15.42917,42.82202,24.63712,11.90005,17.2293,37.83609,25.02729,16.61722,20.09576,18.41567,50.46756,23.11608,26.96353,30.49303,27.19318,23.33051,22.22135,20.37978,24.40369,28.46949,15.28887,19.16152,13.06629,16.89279,28.50696,20.1815,35.05364,29.95758,45.62044,45.17013,32.15974,57.07915,24.54712,57.44166,10.96475,24.4138,41.33217,21.06238,29.72613,27.83203,15.38735,12.02443,18.77497,21.12823,40.45338,22.94573,28.50472,16.97615,10.53262,24.0631
"GDF2",10.8414,9.91034,4.6455,10.8212,4.75822,16.40553,4.47715,7.87231,12.13576,12.42284,4.60427,6.32944,13.41149,10.63911,40.13707,2.62634,3.17478,8.13989,11.45397,7.37624,7.22818,15.92237,5.64183,6.57506,13.35461,3.84766,5.72185,30.71847,7.74529,10.76692,33.45086,55.63335,7.7957,5.32987,15.73046,50.39936,8.43128,8.83723,3.56163,6.93903,8.20223,15.4663,8.69378,4.78897,31.13268,10.04818,8.17798,11.06028,9.53444,6.97333,3.54668,31.81507,8.89416,4.3309,5.57623,10.87493,9.354,6.28728,5.80092,7.0273,6.51116,5.18764,5.33558,11.5122,5.5219,9.65621,25.20973,4.52481,18.46339,7.73447,5.94198,181.92553,25.14479,5.54216,11.21348,20.40497,9.88675,3.67989,23.82545,14.22301,8.6098,6.40992,10.93481,3.89608,10.98479
"GDF3",0.10375,0.14617,0.30462,0.4531,0.23791,0.41709,0.37942,0.28216,0.37081,0.303,0.28777,0.4489,0.25411,0.39866,0.08628,0.39395,0.59066,0.0925,0.30913,0.30734,0.43282,0.27318,0.27861,0.20984,0.37356,0.27483,0.29056,0.50153,0.24667,0.33231,0.42388,0.68843,0.20624,0.40999,0.47508,0.15664,0.1849,0.40169,0.46092,0.15771,0.19844,0,0.35766,0.22378,0.17996,0.4533,0.22787,0.19634,0.17179,0.42008,0.22167,0.61498,0.19196,0.45192,0.43484,0.57573,0.28345,0.21075,0.31873,0.17679,0.32401,0.29644,0.24475,0.42836,0.19899,0.33154,0.10785,0.2828,0.36203,0.27298,0.38752,0.28431,0.32515,0.22393,0.2958,0.55751,0.4199,0.3004,0.16347,0.42883,0.32956,0.43704,0,0.13207,0.27093
"GDF5",0.62247,1.57864,1.06618,1.78577,1.30851,1.32078,1.97298,1.43902,1.92149,1.34184,1.84171,1.79559,1.75055,1.12122,0.69023,2.62634,2.21497,1.80373,2.29405,1.58062,1.64473,1.52199,1.49752,1.4689,1.21406,1.55739,1.54222,0.87767,2.21999,1.03017,1.94276,1.4629,1.23741,1.43497,1.00295,0.82237,1.47917,0.73644,1.34085,1.26164,0.79376,1.05452,1.51316,0.98465,1.67961,1.13325,1.2153,2.09425,1.03075,1.65231,1.49626,1.43496,1.21575,1.3181,1.35569,1.34337,1.13382,1.22936,2.48611,0.48617,1.18805,1.77862,1.46851,1.82053,2.08937,1.78205,0.70102,1.52712,1.56878,1.13742,1.4855,2.02574,1.19221,1.06365,1.74791,2.00705,1.79412,1.7273,1.92075,2.43006,1.689,1.79672,0.72496,1.15562,1.87185
"GDF6",1.08933,1.16936,1.25657,1.17274,1.78433,1.52933,0.75884,0.95935,1.71923,0.95227,1.61149,1.70581,1.91996,1.02155,1.00084,1.24751,1.77197,2.03497,1.26905,1.36109,1.25519,0.97564,1.28857,1.53884,1.37749,1.46578,1.29636,1.50458,1.33199,1.42894,1.27163,1.59198,1.36115,1.38372,0.95016,1.76222,0.77657,1.47287,1.278,1.37992,1.52138,1.12482,1.23804,1.43221,2.51941,1.28435,1.44317,1.63614,1.41728,1.23223,1.55167,1.18897,0.92781,1.1298,1.45801,0.83161,1.19051,0.73761,1.7849,1.14912,1.1572,1.11164,1.17481,1.0709,1.14418,1.11896,0.75494,1.18776,1.24698,1.95637,0.90421,1.42157,1.22834,1.28757,1.07563,0.78052,2.29037,1.2016,1.26688,1.00061,1.56542,1.84528,1.8124,1.35372,1.47777
"GDF7",2.95674,2.39719,3.84586,4.31782,3.86605,4.48372,2.95947,2.17264,4.5172,3.02996,3.51076,2.82805,4.63049,2.74075,2.48484,4.13648,4.65143,2.63622,2.73333,3.5125,3.2029,2.96593,3.44779,3.35748,3.15187,2.79413,3.55381,3.09274,3.55198,3.28989,3.81488,3.35607,3.91847,2.97243,3.32557,1.84054,3.25418,2.7449,3.33118,3.11468,2.44744,2.03874,3.71411,2.59589,3.8391,3.70196,2.5572,2.74871,3.60763,3.1646,2.77084,4.59187,2.81542,4.36856,3.01833,3.26248,2.66447,3.4422,3.88853,2.60761,2.97785,2.66793,3.42652,2.46308,3.68127,2.73524,1.59077,2.43209,4.6259,3.54876,3.55227,2.45221,3.17923,2.91103,3.63026,3.40083,4.84794,3.83009,1.96161,2.8589,2.80127,5.63296,2.96025,3.33478,3.39888
"GDF9",3.94233,7.45468,6.09245,6.39677,5.41247,7.05577,5.08422,4.65566,7.18032,4.28523,6.61864,3.59117,5.95752,6.30374,2.70917,5.44965,6.94023,3.5612,4.37659,2.41484,6.36253,7.80509,5.95527,3.42742,7.1676,5.45085,6.45943,4.7227,4.88398,6.94533,7.62976,5.63648,7.87819,4.50989,5.70097,4.3468,5.69481,5.02115,8.73648,6.34764,4.69644,4.63989,6.24521,6.84778,5.45872,4.00416,5.54482,4.58118,5.66913,4.84492,5.15377,5.61684,4.67103,7.38136,6.93192,5.82129,4.33685,5.47941,4.65348,5.21523,4.55164,3.48313,6.80409,4.60488,5.57165,3.48121,2.58838,4.75106,2.29284,5.45963,5.55446,2.94976,5.13012,4.59048,4.57144,5.68663,5.64957,5.10679,4.3319,4.43129,3.54279,6.26424,3.86645,5.2498,3.89147
"GDI1",164.02154,157.39607,150.2932,148.29847,169.09508,177.74978,163.68145,172.11851,135.44851,122.54027,165.98393,236.1644,137.0795,149.64522,125.03577,187.6518,161.84016,211.91472,203.63331,185.76715,200.39792,195.2052,205.54378,204.24641,161.86629,169.8467,191.0785,178.16713,130.38735,196.76206,163.05087,167.80362,129.02088,163.73979,173.66849,184.52353,176.28026,141.66342,164.2961,166.85212,191.4956,210.41203,168.95087,174.46164,189.31548,174.36995,152.34334,180.89124,172.6507,187.43968,169.13238,154.15551,171.48453,163.25614,177.18613,129.34771,172.82219,156.40916,177.72487,156.01485,147.22619,194.16604,189.8782,233.99218,208.53874,192.91698,124.10737,206.1053,115.32579,166.56412,178.51787,173.11179,151.80808,178.69267,145.77529,140.35385,149.44646,184.7457,170.86484,207.62735,203.87508,147.57384,170.7281,158.41852,196.44553
"GDI2",180.51706,175.72581,159.69842,135.02517,139.23728,116.71564,141.8269,171.13094,176.94606,156.21612,143.53811,85.06587,122.7645,155.89912,150.55715,117.06899,135.11291,120.29467,111.90395,142.16829,136.4264,160.23841,126.97605,99.74499,136.46451,140.11895,124.07027,154.97155,148.83793,125.21524,119.74489,141.17018,114.95562,154.97625,150.44231,164.23847,165.77815,185.18006,163.24856,172.64779,146.0526,160.99016,153.76428,171.86575,135.50813,159.33545,159.20474,149.87009,174.75514,143.9194,150.5123,146.81673,130.72496,149.62322,127.79297,130.49917,158.4227,167.71924,103.65159,139.13166,186.49371,114.12813,157.22835,78.92551,136.45557,92.79079,179.56878,152.03377,159.53334,146.3635,131.17576,100.61168,173.26786,138.21811,150.10471,187.01767,160.59292,144.26686,141.93102,109.42426,106.61319,130.3836,160.39742,157.03178,109.18293
"GDNF",2.23053,1.84174,2.55121,3.01181,2.73597,2.67633,1.97298,1.89048,2.39344,2.55382,2.07192,1.3018,3.30346,1.39529,3.71,2.23239,2.2888,2.17372,2.22897,3.16125,2.98649,1.52199,1.28857,1.11916,1.70435,1.28255,3.44205,1.88072,2.51599,2.49234,2.40196,1.9362,3.21727,2.51119,1.47803,1.8797,1.44219,2.07541,2.30459,2.95697,1.32294,1.61693,2.44856,1.11892,3.59915,1.511,1.3419,3.73039,1.9756,2.32444,2.49376,2.41893,1.4717,2.29726,2.94159,3.83821,1.84245,1.7211,3.12357,2.16565,1.55836,1.40807,2.54542,1.6599,1.5919,2.61091,1.6447,1.30088,2.69509,2.68432,1.55008,2.06128,1.66187,1.45552,1.98992,1.72829,3.62641,2.5534,1.67555,1.71534,1.60661,3.30208,1.69157,2.04709,1.62555
"GDNF-AS1",3.94233,5.93451,5.3309,8.47572,6.18568,6.91674,5.08422,4.82496,7.65227,9.21974,6.73374,2.69338,9.11981,3.86197,6.93685,5.31833,7.08789,4.25494,3.17262,5.48828,6.44909,3.70742,4.80601,4.96627,5.4399,5.90891,10.43791,4.34656,6.2653,4.08744,7.80638,4.90503,6.64078,4.71489,6.28163,4.38596,5.39898,4.21777,6.47379,7.17559,3.04276,4.14778,6.32775,3.49102,9.11786,3.47531,4.68398,4.64663,5.23965,6.35721,4.98752,5.65784,5.27891,5.19708,5.65297,10.61905,4.90376,5.05792,6.43838,3.53575,5.02995,2.96437,4.99293,2.83789,3.83051,5.71913,3.82864,3.78953,5.87289,4.04922,4.3919,4.90442,4.37144,4.31057,7.74456,4.98974,9.88675,5.85779,3.18762,3.14479,4.53147,8.64368,5.86009,5.61299,4.45795
"GDPD1",5.29102,9.06255,8.18673,5.67713,6.95889,6.15207,5.08422,7.36441,8.36019,6.36292,6.96396,3.81562,4.94107,8.34684,4.95242,5.38399,7.60472,5.36493,4.21389,4.65406,8.05054,5.69771,5.15427,5.316,6.88743,7.5579,5.90066,5.4332,5.91997,7.14471,5.82829,7.6157,5.07339,5.9961,7.28457,6.10901,7.91357,12.25161,7.43753,8.12182,6.08553,5.97562,6.52033,6.40021,4.6789,7.63057,8.00075,4.90841,6.52809,7.28139,7.09336,9.34773,5.8228,7.87094,6.93192,6.84481,7.93673,8.39474,4.78098,7.11569,7.59121,4.96531,7.09779,2.89144,6.61633,3.27399,3.88257,6.22162,7.68302,9.41786,7.03996,3.90932,7.29777,7.38955,6.40002,6.16052,8.97061,6.60879,4.29103,4.71718,5.43777,8.7408,7.67249,6.17429,3.79296
"GDPD2",1.29682,1.43247,1.48504,2.37214,1.78433,2.12021,2.20063,1.32616,2.02263,1.86126,1.55394,1.21202,2.00466,1.32055,1.39772,2.95463,2.58413,1.24873,1.65952,1.27328,1.42832,1.05369,1.67165,1.329,1.16736,1.14514,2.30215,1.54637,2.12132,1.16309,1.73083,1.37685,1.93861,2.35744,1.90032,0.78321,1.10938,1.20508,1.21515,1.18279,1.65368,0.77332,1.48565,1.0294,1.37968,1.43545,1.18998,1.04713,1.28844,2.49247,0.9975,0.61498,1.34372,2.52322,1.84169,1.79117,1.33224,1.2996,3.25106,1.06072,1.29606,1.40807,1.51746,1.33863,1.44266,1.20185,1.37508,0.96152,1.56878,1.5014,2.13136,1.27941,1.37285,1.5115,1.74791,1.1429,1.6796,1.4269,1.34861,1.07209,1.689,1.99096,2.05405,1.45278,2.06888
"GDPD3",3.52734,3.71272,2.47506,5.54387,3.86605,6.88198,3.94596,3.01913,3.00023,4.15537,3.91363,3.81562,6.15517,3.73739,4.43475,6.23755,5.24209,3.09871,6.28016,6.93718,5.97298,3.20009,5.04979,3.07769,4.27254,4.1683,7.71109,1.46278,10.35995,3.85482,6.53475,4.17358,8.04318,5.73986,4.85638,2.38878,3.2172,2.14236,2.93311,2.75984,3.83653,3.02296,3.35646,2.50638,5.5187,2.79536,3.56995,3.66495,3.47878,5.57306,3.43585,3.3209,4.3511,4.82048,3.47875,5.24555,2.63613,3.19632,5.54593,4.64067,3.24015,4.74299,3.47547,4.12297,2.83557,4.84883,4.79929,3.78953,8.08528,3.91273,4.19814,4.47795,1.87863,1.73542,6.77649,3.59596,3.32103,3.52969,2.16595,4.35982,4.86103,4.6132,1.87281,3.07064,6.62536
"GDPD4",1.19307,0.96472,2.20851,1.62585,1.13008,1.70312,1.44179,0.73362,2.05634,1.4717,1.15107,1.34669,1.43997,1.0963,0.72475,1.24751,1.77197,1.10999,0.73214,1.58062,1.68802,0.66343,1.04478,0.76942,1.14401,1.32836,1.54222,1.42099,1.28266,1.03017,1.55421,1.72106,0.98993,1.48621,1.42524,1.09649,1.33125,1.40592,1.50846,0.98566,1.45523,1.26542,1.65072,1.38746,1.49965,0.9066,1.13935,1.63614,1.46023,1.5683,1.21917,2.13194,1.11977,1.54406,1.04874,1.98308,0.87871,1.08886,0.9562,0.61876,0.75603,1.40807,1.17481,1.23154,1.19392,1.1604,0.72798,1.35744,1.72969,0.68245,0.90421,0.95956,0.90319,1.23159,1.42521,1.31016,1.6796,1.6522,1.34861,1.00061,0.8239,1.60248,1.32909,1.28769,0.71426
"GDPD5",15.71743,12.92145,15.53576,20.20313,19.92503,15.15426,20.1851,17.60688,16.55182,13.80796,19.10772,22.84883,26.45592,15.92129,9.50796,24.55625,21.85433,27.93463,18.31984,14.66467,23.84865,13.9711,20.9305,32.94523,19.02799,20.15441,21.8369,19.89387,21.85456,14.42235,28.11709,26.89161,17.77749,19.67952,20.58684,20.20674,13.49744,14.05922,14.5189,15.37626,13.82473,14.76329,18.07535,13.60604,22.07481,10.57703,17.39403,18.65195,16.14842,18.3715,21.33551,17.99848,26.13859,20.07279,19.84935,18.03959,20.29534,16.47337,39.459,19.22563,15.53729,21.56577,16.5452,23.29213,18.40633,16.07987,20.24867,16.62869,24.45695,16.24239,17.24467,29.07112,11.38019,16.73844,19.28074,16.55813,18.39928,20.80267,16.22419,23.80031,23.48127,27.87344,14.07631,19.08418,28.8905
