"","GSM931711","GSM931712","GSM931713","GSM931714","GSM931715","GSM931716","GSM931717","GSM931718","GSM931719","GSM931720","GSM931721","GSM931722","GSM931723","GSM931724","GSM931725","GSM931726","GSM931727","GSM931728","GSM931729","GSM931730","GSM931731","GSM931732","GSM931733","GSM931734"
"ACSM2B",224.8707,0,0,462.96296,0,146.17746,156.10365,0,0,0,243.78352,0,0,0,0,0,0,326.47731,1666.66667,0,174.33752,0,259.67281,338.52404
"ACSM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM6",0,0,235.79344,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"ACSS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.33333,0,0,0,0,0
"ACSS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSS3",0,0,0,0,0,584.70984,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,171.02788,0,0
"ACTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTA2",224.8707,551.64805,471.58689,0,383.87716,438.53238,156.10365,390.2439,0,99.37394,487.56704,696.86411,430.10753,349.36532,122.9861,379.36267,494.4987,326.47731,666.66667,380.66235,0,0,519.34562,338.52404
"ACTA2-AS1",0,275.82402,0,0,0,146.17746,0,390.2439,0,0,0,0,0,0,122.9861,0,0,326.47731,0,190.33118,0,0,0,0
"ACTB",449.7414,137.91201,0,0,383.87716,584.70984,156.10365,195.12195,0,0,0,696.86411,215.05376,116.45511,122.9861,0,0,0,333.33333,190.33118,697.35007,0,259.67281,338.52404
"ACTBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTG1",0,0,0,0,0,146.17746,0,195.12195,0,198.74789,487.56704,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"ACTG1P17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTG2",0,137.91201,707.38033,0,191.93858,584.70984,0,390.2439,0,198.74789,731.35056,348.43206,0,116.45511,491.94441,252.90845,247.24935,163.23865,666.66667,190.33118,174.33752,171.02788,259.67281,677.04807
"ACTL10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL6A",0,0,0,0,0,0,156.10365,0,0,0,0,0,215.05376,0,0,126.45422,0,0,0,0,0,0,0,0
"ACTL6B",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN1",0,551.64805,0,0,0,292.35492,312.20731,195.12195,0,397.49578,0,0,0,0,0,505.81689,0,0,0,0,0,0,0,0
"ACTN1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN2",4947.15539,137.91201,235.79344,0,191.93858,0,156.10365,0,0,198.74789,0,0,0,0,3074.65256,126.45422,0,326.47731,0,0,0,0,259.67281,338.52404
"ACTN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN4",0,0,0,0,0,0,0,390.2439,0,0,0,0,0,232.91022,0,0,0,0,0,0,348.67504,0,0,0
"ACTR10",0,0,0,0,383.87716,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,519.34562,0
"ACTR1A",0,0,0,0,0,146.17746,156.10365,0,0,99.37394,0,0,0,0,0,126.45422,0,0,0,0,0,0,259.67281,0
"ACTR1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR2",224.8707,137.91201,0,0,959.6929,292.35492,156.10365,195.12195,0,99.37394,243.78352,0,0,465.82043,122.9861,126.45422,123.62468,0,0,1522.64941,0,171.02788,259.67281,1354.09614
"ACTR3",2473.57769,137.91201,0,0,0,146.17746,1248.82922,0,0,0,0,0,0,0,737.91662,1011.63379,123.62468,163.23865,0,0,174.33752,0,0,0
"ACTR3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.02788,0,0
"ACTR3BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3C",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR6",0,0,0,0,191.93858,0,0,195.12195,407.99674,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"ACTR8",0,0,943.17378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.01844,0
"ACTRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACVR1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACVR1B",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACVR1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,677.04807
"ACVR2A",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,116.45511,0,0,123.62468,0,0,0,0,0,0,0
"ACVR2B",224.8707,0,0,0,191.93858,146.17746,156.10365,195.12195,407.99674,397.49578,0,348.43206,215.05376,0,0,0,0,0,0,190.33118,348.67503,0,259.67281,338.52404
"ACVR2B-AS1",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACVRL1",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACY1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACYP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.33752,0,259.67281,0
"ACYP2",0,0,0,0,0,0,0,0,0,99.37394,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"ADA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAL",0,0,0,0,0,0,468.31096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.08363,0,0
"ADAM10",224.8707,137.91201,1178.96722,0,191.93858,0,468.31096,0,0,0,243.78352,348.43206,0,1164.55107,122.9861,0,865.37273,0,0,0,0,1026.16727,259.67281,0
"ADAM11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM15",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM17",224.8707,0,0,0,0,0,0,390.2439,0,198.74789,0,0,215.05376,0,0,126.45422,0,163.23865,0,0,0,0,0,338.52404
"ADAM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM19",0,137.91201,0,0,191.93858,0,0,0,0,0,0,0,0,0,0,126.45422,0,0,0,0,0,0,0,0
"ADAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20P1",0,0,0,0,0,0,0,0,0,0,243.78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM21P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"ADAM23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM28",0,413.73604,471.58689,0,0,0,0,390.2439,0,298.12183,0,1045.29617,0,349.36532,0,0,0,0,0,761.3247,0,171.02788,0,0
"ADAM29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM32",224.8707,413.73603,471.58688,2777.77778,575.81574,584.70984,156.10365,390.2439,815.99347,298.12183,487.56704,37630.66202,215.05376,349.36532,0,252.90845,370.87403,163.23865,666.66666,570.99353,348.67504,342.05576,779.01844,0
"ADAM33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"ADAM3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM9",674.6121,0,0,0,0,438.53238,468.31096,585.36585,0,198.74789,0,0,430.10753,0,0,252.90845,247.24935,0,0,380.66235,0,171.02788,0,0
"ADAMDEC1",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS1",224.8707,0,1178.96722,2777.77778,0,0,156.10365,195.12195,0,198.74789,243.78352,0,0,116.45511,122.9861,252.90845,0,0,666.66667,0,0,0,0,4400.81246
"ADAMTS10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS14",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"ADAMTS15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS16",0,0,0,0,0,0,0,0,0,0,0,348.43206,0,116.45511,0,0,0,0,0,0,0,0,0,0
"ADAMTS17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.45422,0,0,0,0,0,0,0,0
"ADAMTS19-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS3",0,0,0,0,0,0,0,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"ADAMTS4",0,0,0,0,0,0,0,0,0,0,0,696.86411,0,0,0,0,0,0,0,380.66235,0,0,0,0
"ADAMTS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.24935,0,0,0,174.33752,0,0,0
"ADAMTS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"ADAMTS9",224.8707,0,235.79344,0,959.6929,292.35492,0,0,0,0,0,0,215.05376,116.45511,0,126.45422,123.62468,0,0,0,0,0,519.34562,0
"ADAMTS9-AS1",224.8707,137.91201,0,0,0,146.17746,156.10365,0,0,0,0,348.43206,0,0,0,0,0,0,0,380.66235,0,0,0,0
"ADAMTS9-AS2",224.8707,0,0,0,191.93858,0,0,0,0,0,0,0,0,0,368.95831,0,0,0,0,0,0,0,0,0
"ADAMTSL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL3",224.8707,689.56006,0,925.92593,383.87716,0,312.20731,585.36585,407.99674,198.74789,0,0,215.05376,0,122.9861,126.45422,123.62468,326.47731,333.33333,0,0,171.02788,0,2031.14421
"ADAMTSL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAP1",0,0,0,0,0,0,0,195.12195,0,0,0,348.43206,0,0,0,0,0,0,0,0,0,0,0,0
"ADAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAR",0,0,0,0,575.81574,146.17746,0,0,0,99.37394,243.78352,0,0,116.45511,122.9861,0,247.24935,0,0,190.33118,0,171.02788,0,338.52404
"ADARB1",0,137.91201,707.38033,0,0,0,4683.10958,0,0,0,0,0,0,116.45511,0,126.45422,123.62468,326.47731,666.66667,0,0,0,9088.54843,0
"ADARB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADARB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAT1",0,0,0,0,0,0,156.10365,0,407.99674,99.37394,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"ADAT2",0,137.91201,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,123.62468,0,0,0,174.33752,0,0,0
"ADAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY1",0,0,0,0,0,292.35492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY10",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY10P1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"ADCY2",224.8707,0,0,462.96296,767.75432,0,0,0,0,0,0,0,0,0,0,0,0,979.43193,0,0,0,0,0,338.52404
"ADCY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY4",0,0,0,0,191.93858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY5",0,0,0,0,0,0,0,0,0,397.49578,0,0,0,0,122.9861,632.27112,0,0,0,0,0,0,0,0
"ADCY6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY7",0,0,0,0,0,0,0,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY9",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,163.23865,0,0,0,0,0,0
"ADCYAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"ADCYAP1R1",0,0,0,0,0,0,0,975.60976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADD1",0,0,0,0,0,0,936.62192,0,0,894.3655,0,0,0,0,0,0,0,1142.67058,2000,3045.29882,0,0,0,0
"ADD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADD3",4497.41399,0,0,462.96296,767.75432,292.35492,312.20731,0,0,397.49578,0,348.43206,860.21505,116.45511,245.97221,505.81689,618.12338,0,0,190.33118,348.67503,684.11151,0,0
"ADGB",0,0,0,462.96296,0,0,0,0,0,99.37394,0,0,645.16129,0,0,0,0,0,0,0,0,0,0,0
"ADGRA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA2",0,0,0,0,0,0,0,0,0,0,243.78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA3",0,0,0,0,0,584.70984,0,0,0,0,0,0,0,0,245.97221,0,0,0,0,0,0,0,0,0
"ADGRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRB3",0,0,0,0,0,0,0,0,0,0,0,0,0,465.82043,0,126.45422,0,0,0,0,0,0,0,0
"ADGRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.23865,0,0,0,0,0,0
"ADGRD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"ADGRE1",0,0,0,0,0,0,0,195.12195,0,0,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"ADGRE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.23865,0,0,0,0,0,0
"ADGRF1",0,0,0,0,0,0,156.10365,195.12195,0,99.37394,0,0,0,1281.00617,0,0,0,0,0,0,348.67503,0,259.67281,0
"ADGRF2",0,0,0,0,0,146.17746,0,0,0,0,243.78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF5",0,0,0,0,0,146.17746,0,0,0,0,0,0,215.05376,0,0,0,0,0,0,380.66235,0,0,0,0
"ADGRG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,0,171.02788,0,0
"ADGRG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG4",0,0,0,462.96296,0,0,0,195.12195,0,0,243.78352,348.43206,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,0,0,0,0
"ADGRG6",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,368.95831,0,0,0,0,190.33118,174.33752,342.05576,0,0
"ADGRG7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"ADGRL1",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL2",224.8707,0,1178.96722,462.96296,191.93858,0,0,0,0,99.37394,0,0,0,116.45511,1967.77764,0,0,163.23865,0,0,0,171.02788,0,338.52404
"ADGRL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.45422,494.4987,0,0,0,174.33752,0,0,0
"ADGRL4",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,582.27553,0,0,0,0,0,0,0,0,0,0
"ADGRV1",0,0,0,0,0,0,0,0,0,3179.96621,0,0,0,0,0,0,0,0,0,190.33118,0,0,259.67281,0
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1B",224.8707,0,235.79344,0,0,146.17746,156.10365,0,0,0,731.35056,0,0,116.45511,0,0,0,163.23865,333.33333,190.33118,348.67503,171.02788,0,0
"ADH1C",0,0,0,0,0,0,0,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH4",224.8707,137.91201,0,0,0,146.17746,0,195.12195,0,0,0,0,0,116.45511,0,0,0,0,0,190.33118,0,0,0,0
"ADH5",0,0,235.79344,0,191.93858,0,0,0,0,0,0,348.43206,215.05376,116.45511,0,0,0,0,0,380.66235,0,0,0,0
"ADH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,0,0,0,0,397.49578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADHFE1",0,0,0,0,191.93858,0,0,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADI1",0,0,0,0,0,584.70984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"ADIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1",0,137.91201,0,0,0,0,0,0,0,198.74789,0,0,0,0,0,252.90845,0,163.23865,0,0,0,0,0,0
"ADIPOR2",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"ADIRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,0,0,0,0
"ADK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADNP",449.7414,0,0,0,383.87716,292.35492,312.20731,390.2439,0,0,0,0,0,0,0,0,0,489.71596,666.66667,0,0,0,0,0
"ADNP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADNP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"ADO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPGK",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,116.45511,245.97221,0,0,163.23865,0,0,174.33752,0,519.34562,0
"ADPGK-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA1A",0,0,0,0,0,0,0,195.12195,407.99674,0,0,0,0,0,0,0,123.62468,0,0,0,0,0,0,0
"ADRA1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2A",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,0,0,0,0
"ADRM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.97221,379.36267,123.62468,0,0,0,0,0,0,0
"ADSS",224.8707,275.82402,0,0,0,0,0,0,0,99.37394,0,348.43206,0,0,0,126.45422,0,163.23865,0,0,174.33752,171.02788,0,338.52404
"ADSSL1",0,0,0,0,191.93858,0,0,0,0,0,0,0,0,232.91021,0,0,0,0,0,0,0,0,0,0
"ADTRP",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
