"","GSM931711","GSM931712","GSM931713","GSM931714","GSM931715","GSM931716","GSM931717","GSM931718","GSM931719","GSM931720","GSM931721","GSM931722","GSM931723","GSM931724","GSM931725","GSM931726","GSM931727","GSM931728","GSM931729","GSM931730","GSM931731","GSM931732","GSM931733","GSM931734"
"OVOL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OVOS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXA1L",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,122.9861,0,0,0,0,0,0,171.02788,0,0
"OXCT1",899.4828,0,0,0,0,730.8873,0,0,0,0,0,0,0,0,5288.40241,0,0,0,0,0,0,0,0,0
"OXCT1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXCT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXCT2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXGR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXLD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXNAD1",0,0,0,0,383.87716,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"OXR1",0,0,0,0,0,0,0,0,0,0,0,0,0,232.91021,0,0,0,0,0,0,0,342.05576,0,0
"OXSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,0,0,0,0
"OXSR1",0,0,0,0,0,730.8873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.45422,0,0,0,0,0,0,0,0
"P2RX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX5-TAX1BP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX7",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"P2RY13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"P2RY2",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3H1",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.12338,0,666.66667,0,0,0,0,1015.57211
"P3H2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"P3H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3H4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4HA1",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4HA2",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4HA2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4HA3",0,0,0,0,0,0,0,0,0,0,0,1045.29617,0,0,0,0,0,0,0,0,0,0,0,0
"P4HB",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,326.47731,0,0,0,0,0,0
"P4HTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PA2G4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.62468,163.23865,0,0,0,0,0,1015.57211
"PAAF1",0,137.91201,0,0,959.6929,1169.41968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC1",449.7414,0,235.79344,0,191.93858,292.35492,156.10365,0,407.99674,99.37394,243.78352,696.86411,430.10753,116.45511,122.9861,126.45422,123.62468,0,666.66667,380.66235,348.67503,171.02788,519.34562,338.52404
"PABPC1L",0,0,0,0,0,0,156.10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC1L2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC1L2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC1L2B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC4",0,0,0,0,1151.63148,0,0,195.12195,0,0,0,0,0,0,0,0,123.62468,0,0,0,0,0,0,0
"PABPC4L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPN1",0,137.91201,0,0,0,0,0,0,0,298.12183,0,0,215.05376,0,0,126.45422,0,0,0,0,523.01255,0,0,338.52404
"PABPN1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACERR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACRG",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACRG-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACRG-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACRGL",0,0,0,0,0,0,0,0,0,198.74789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACS1",224.8707,0,0,0,575.81574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.65588,0,0,0,0
"PACS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACSIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACSIN2",224.8707,137.91201,0,0,191.93858,146.17746,0,0,0,298.12183,0,0,0,349.36532,0,126.45422,123.62468,0,0,0,0,171.02788,779.01844,0
"PACSIN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADI6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAF1",0,0,471.58689,0,191.93858,0,0,0,0,0,0,0,0,116.45511,0,0,123.62468,0,0,0,0,0,0,0
"PAFAH1B1",0,413.73604,1178.96722,0,191.93858,438.53238,468.31096,0,0,198.74789,0,0,0,0,368.95831,126.45422,0,163.23865,0,570.99353,348.67503,342.05576,0,0
"PAFAH1B2",0,413.73604,0,0,0,0,156.10365,0,0,0,0,0,0,465.82043,0,0,0,0,0,0,0,513.08363,0,0
"PAFAH1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAFAH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAG1",0,0,0,462.96296,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGE2",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGE2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGE5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAGR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAICS",0,0,0,0,0,0,0,0,0,0,0,0,645.16129,0,0,0,123.62468,0,0,0,0,0,259.67281,0
"PAIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAIP2",0,0,0,0,0,877.06476,0,0,1631.98694,99.37394,0,0,0,0,0,0,0,0,0,0,0,855.13939,259.67281,0
"PAIP2B",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK1",0,0,0,0,575.81574,0,0,0,0,0,0,0,0,0,0,632.27112,0,163.23865,0,0,0,0,0,0
"PAK1IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK2",0,0,0,0,0,0,0,0,0,0,0,0,215.05376,116.45511,122.9861,126.45422,3090.61689,0,0,190.33118,174.33752,0,0,0
"PAK3",0,0,0,0,0,0,0,0,815.99347,0,0,0,0,116.45511,245.97221,0,123.62468,0,666.66667,0,0,0,0,0
"PAK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALB2",0,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALLD",1124.3535,413.73604,707.38033,0,575.81574,438.53238,0,1365.85366,0,596.24366,243.78352,1393.72822,215.05376,1164.55107,1229.86103,505.81689,618.12338,489.71596,333.33333,190.33118,348.67503,0,259.67281,1354.09614
"PALM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALMD",0,0,0,0,191.93858,292.35492,0,0,0,99.37394,0,0,0,116.45511,122.9861,0,123.62468,0,0,0,0,0,0,677.04807
"PAM",0,0,0,0,0,0,0,195.12195,0,198.74789,243.78352,0,0,0,122.9861,0,0,163.23865,0,190.33118,0,342.05576,1038.69125,0
"PAM16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAMR1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN2",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,666.66667,0,1046.0251,0,0,0
"PAN3",0,0,0,0,191.93858,292.35492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.33752,0,0,0
"PANDAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANK1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.9861,126.45422,123.62468,163.23865,0,0,0,0,0,0
"PANK3",0,137.91201,0,0,0,146.17746,0,0,0,198.74789,0,0,215.05376,116.45511,0,126.45422,123.62468,0,0,0,0,0,0,0
"PANK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANX1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAOX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPD4",0,0,0,0,191.93858,146.17746,0,0,0,99.37394,0,696.86411,0,232.91021,122.9861,126.45422,0,0,333.33333,0,0,0,0,0
"PAPD5",0,0,0,0,0,0,312.20731,0,0,0,0,0,0,0,0,126.45422,618.12338,0,0,0,523.01255,0,0,0
"PAPD7",0,0,0,0,0,0,0,0,0,198.74789,0,0,0,0,245.97221,0,0,326.47731,0,0,348.67503,0,0,0
"PAPLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPOLA",449.7414,275.82402,235.79344,0,575.81574,0,312.20731,195.12195,0,99.37394,0,0,215.05376,349.36532,491.94441,252.90845,123.62468,163.23865,0,0,697.35007,513.08363,0,0
"PAPOLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPOLG",0,0,0,0,0,877.06476,0,0,0,0,0,0,0,349.36532,122.9861,0,0,0,0,0,0,855.13939,0,0
"PAPPA",0,965.38408,0,0,0,0,1248.82922,0,0,0,0,0,215.05376,0,0,0,0,163.23865,0,0,0,0,0,0
"PAPPA-AS1",0,0,0,0,0,0,0,0,0,0,0,0,215.05376,116.45511,0,0,0,0,0,0,0,171.02788,0,0
"PAPPA2",0,0,0,0,0,0,0,0,1223.99021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPSS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPSS2",0,0,0,0,0,0,0,0,2039.98368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR3",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR5",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR7",0,0,0,0,0,146.17746,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR9-AS1",0,0,0,0,0,0,0,0,0,0,487.56704,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARD3",224.8707,0,0,0,191.93858,0,156.10365,0,0,397.49578,0,0,0,116.45511,0,0,123.62468,0,0,190.33118,0,171.02788,0,0
"PARD3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARD3B",0,0,0,0,0,1754.12951,0,195.12195,0,0,0,0,1505.37634,0,0,1138.08801,1854.37013,0,0,2093.64294,0,0,0,0
"PARD6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARD6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARD6G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARD6G-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.45422,0,0,0,190.33118,0,0,0,0
"PARK7",0,0,0,0,191.93858,292.35492,0,0,0,0,0,0,0,0,0,126.45422,0,0,0,190.33118,0,0,0,0
"PARL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARM1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"PARN",0,0,0,0,0,0,936.62192,0,0,198.74788,0,0,0,0,0,0,0,0,0,0,697.35006,0,0,0
"PARP1",0,0,0,0,2111.32438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARP11",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,1106.87492,0,0,0,0,190.33118,0,0,1298.36406,0
"PARP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARP14",449.7414,0,943.17378,0,383.87716,0,936.62192,0,0,298.12183,731.35056,0,430.10753,232.91021,491.94441,505.81689,247.24935,326.47731,0,570.99353,0,342.05576,0,0
"PARP15",0,137.91201,0,0,0,146.17746,0,0,0,198.74789,0,0,0,116.45511,0,0,0,0,0,190.33118,0,0,0,0
"PARP16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARP2",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,232.91021,122.9861,0,0,0,0,0,174.33752,0,0,0
"PARP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"PARP4",0,0,0,0,0,0,156.10365,0,0,198.74789,0,0,0,0,0,126.45422,0,0,0,0,174.33752,0,0,0
"PARP6",449.7414,275.82402,0,0,0,438.53238,312.20731,0,0,0,0,348.43206,215.05376,0,368.95831,252.90845,0,0,333.33333,0,0,0,0,0
"PARP8",0,0,0,0,0,0,312.20731,0,0,0,0,0,0,0,245.97221,252.90845,0,0,0,0,1569.03766,0,0,0
"PARP9",0,0,0,0,0,0,0,0,0,99.37394,0,0,215.05376,0,0,0,0,0,333.33333,0,0,171.02788,0,0
"PARPBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"PARS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PART1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,122.9861,126.45422,123.62468,0,0,0,0,0,0,0
"PARVA",449.7414,0,0,0,0,0,780.51826,195.12195,0,99.37394,975.13408,0,0,116.45511,0,505.81689,247.24935,0,333.33333,0,0,171.02788,0,1354.09614
"PARVB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARVG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PASD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PASK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PATE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PATE2",0,0,0,0,0,0,0,0,407.99674,0,243.78352,348.43206,0,0,0,0,0,0,0,190.33118,0,0,0,0
"PATE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PATE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.23865,0,0,0,0,0,0
"PATJ",0,1103.2961,0,462.96296,0,146.17746,0,0,0,695.61761,0,2439.02439,0,0,0,0,370.87403,0,333.33333,0,174.33752,0,0,0
"PATL1",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,126.45422,123.62468,163.23865,0,0,0,171.02788,0,0
"PATL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"PATZ1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAUPAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAWR",0,0,0,0,0,0,0,0,0,0,2194.05168,0,1290.32258,0,0,0,1112.62208,489.71596,0,380.66235,0,0,0,0
"PAX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX5",0,0,0,462.96296,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,259.67281,0
"PAX6",0,0,0,0,0,292.35492,0,0,0,0,0,0,0,0,0,0,0,0,0,380.66235,0,0,0,0
"PAX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX8-AS1",0,0,0,0,0,0,156.10365,0,407.99674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX9",0,0,0,0,191.93858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAXBP1",0,137.91201,0,0,2303.26296,0,0,0,0,99.37394,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"PAXBP1-AS1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.36406,0
"PAXIP1",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.3247,0,0,0,0
"PAXIP1-AS1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAXIP1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"PBDC1",0,0,0,0,0,0,0,0,0,0,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"PBK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.24935,0,0,0,0,0,0,0
"PBOV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBRM1",0,137.91201,0,0,0,146.17746,0,0,0,99.37394,0,0,0,698.73064,0,126.45422,0,0,0,190.33118,0,0,0,0
"PBX1",0,4826.92042,1886.34756,0,191.93858,292.35492,0,390.2439,8159.93472,496.86972,2681.61872,0,10537.63441,0,5780.34682,126.45422,618.12338,163.23865,2666.66667,10848.87705,1743.37517,0,0,338.52404
"PBX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBX3",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,232.91021,0,0,0,0,0,570.99353,0,0,259.67281,0
"PBX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBXIP1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCA3",0,137.91201,0,0,0,0,0,195.12195,407.99674,99.37394,243.78352,348.43206,0,0,122.9861,252.90845,247.24935,326.47731,0,190.33118,0,0,259.67281,338.52404
"PCAT1",0,0,0,0,0,0,0,0,0,0,0,348.43206,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT19",0,137.91201,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCBD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCBD2",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,2963.7378,0,0,0
"PCBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCBP1-AS1",0,275.82402,0,0,0,146.17746,156.10365,0,0,99.37394,243.78352,0,0,0,0,0,0,0,0,380.66235,0,0,0,338.52404
"PCBP2",449.7414,0,0,0,191.93858,0,312.20731,0,0,99.37394,0,0,0,116.45511,0,0,123.62468,326.47731,0,0,174.33752,0,0,0
