"","GSM3346551","GSM3346553","GSM3346555","GSM3346557","GSM3346559","GSM3346561","GSM3346563","GSM3346565","GSM3346567","GSM3346569","GSM3346571","GSM3346573","GSM3346575","GSM3346577","GSM3346578","GSM3346580","GSM3346582","GSM3346584","GSM3346586","GSM3346588","GSM3346591","GSM3346593","GSM3346595","GSM3346601","GSM3346603","GSM3346605","GSM3346607","GSM3346609","GSM3346611","GSM3346613","GSM3346615","GSM3346617","GSM3346619","GSM3346621","GSM3346623","GSM3346625","GSM3346626","GSM3346628","GSM3346630","GSM3346632","GSM3346634","GSM3346636","GSM3346638","GSM3346640","GSM3346642","GSM3346644","GSM3346646","GSM3346648","GSM3346650"
"LOC101929162",0.72042,0.47882,0.46481,0.99062,1.05862,1.01311,0.53105,0.75161,0.65455,1.29267,0.65137,0.79098,0.67929,0.89826,0.45851,0.77912,0.38491,0.5002,0.83847,0.35619,0.36104,0.7921,0.7532,0.37589,0.35469,0.72309,0.75107,0.08518,0.63195,0.55512,0.87268,0.16567,0.95074,1.29724,0.43943,0.3653,0.56692,0.7543,0.59169,0.6304,0.51433,0.41456,0.39594,0.72745,0.61994,0.65501,0.56568,0.85075,0.46193
"LOC101929163",0.36021,0.14365,0.30988,0.20855,0,0.25328,0.48278,0.23488,0.1007,0.34803,0.04653,0.17577,0.29719,0.25665,0.04585,0.25971,0.14434,0.18189,0.25154,0.13357,0.04513,0.17602,0.31014,0.06265,0.17735,0.21267,0.16691,0.04259,0.25278,0.32382,0.30544,0.12425,0.16535,0.23165,0.21972,0.13699,0.14173,0.16762,0.16905,0.21013,0.2143,0.09212,0.04399,0.25675,0.35425,0.21834,0.16162,0.04478,0.20997
"LOC101929172",0.6175,0.47882,0.20658,0.4171,0.52931,0.70918,0.14483,0.61069,0.6042,0.49718,0.41874,0.48338,0.67929,0.38497,0.32095,0.47613,0.19245,0.45472,0.54501,0.13357,0.36104,0.66009,0.57598,0.1253,0.17735,0.59549,0.58417,0.21295,0.67409,0.55512,0.47997,0.16567,0.57871,0.41697,0.3076,0.13699,0.23622,0.41906,0.42264,0.33621,0.08572,0.32243,0.30795,0.59907,0.66422,0.69867,0.56568,0.35821,0.33595
"LOC101929210",0.36021,0.47882,0.41317,0.83421,0.31759,0.4559,0.4345,0.84557,0.4028,0.59662,0.6979,0.57126,0.33964,0.08555,0.45851,0.60598,0.67359,0.18189,0.20962,0.35619,0.31591,0.35205,0.26583,0.31324,0.17735,0.17014,0.41726,0.38331,0.33704,0.50886,0.17454,0.12425,0.24802,0.4633,0.65915,0.27398,0.09449,0.12572,0.21132,0.79851,0.30002,0.23031,0.26396,0.34233,0.53137,0.43667,0.24243,0.35821,0.20997
"LOC101929217",0.10292,0,0,0.15641,0.05293,0.20262,0.04828,0,0.05035,0.14915,0.13958,0.08789,0.12737,0.04277,0.04585,0.08657,0,0.09094,0.04192,0.08905,0,0.17602,0.08861,0,0.13301,0.08507,0,0.04259,0.16852,0,0.2618,0.08283,0.12401,0.23165,0.21972,0.04566,0.09449,0.12572,0.12679,0.16811,0.08572,0,0.08799,0.12837,0,0.17467,0.08081,0,0
"LOC101929224",0.15438,1.0534,0.30988,0.83421,0.58224,0.15197,0.62761,0.42278,0.3021,0.34803,0.55832,0.48338,0.12737,0.85549,0.0917,0.38956,0.19245,0.13642,0.08385,0,0.31591,0.35205,0.31014,0.31324,0.08867,0.1276,0.16691,0.17036,0.21065,0.09252,0.30544,0.53842,0.12401,0.55596,0.39549,0.27398,0.14173,0.29334,0.21132,0.12608,0.30002,0.18425,0.17597,0.51349,0.17712,0.21834,0.16162,0.17911,0.41994
"LOC101929227",2.88167,2.15468,2.16913,3.28469,2.91121,2.88737,2.02766,2.77158,1.9133,2.58535,2.88465,2.37294,2.58978,2.35259,1.00871,2.29408,1.63586,1.95531,2.3058,1.24668,2.48217,3.0804,1.90515,1.00237,1.6848,1.57379,1.87768,0.8092,2.82273,1.48031,2.09443,1.03542,2.35618,2.17751,1.97744,1.36989,1.27557,2.05337,2.28224,1.68106,2.6145,1.52005,1.2318,3.25211,1.94837,2.48903,1.73745,2.2836,2.30967
"LOC101929231",0.20583,0.14365,0.20658,0.36497,0.31759,0.20262,0.33794,0.1879,0.45315,0.04972,0.18611,0.35155,0.33964,0.1711,0.0917,0.51941,0.14434,0.13642,0.33539,0.13357,0.27078,0.13202,0.04431,0.1253,0.22168,0.42535,0.20863,0.04259,0.21065,0.2313,0.21817,0.37275,0.37203,0.4633,0.17577,0.22831,0.18897,0.33524,0.16905,0.29419,0.51433,0.09212,0.30795,0.34233,0.53137,0.17467,0.40406,0.13433,0.41994
"LOC101929237",1.44084,1.91527,1.70432,1.66841,2.06432,1.97557,1.93111,1.5502,1.2084,1.54126,1.11664,1.84562,1.35857,0.94103,0.77946,1.25525,1.29906,1.22775,1.29963,0.53429,0.49643,1.5402,1.10765,0.50118,0.75373,1.23351,1.04316,0.59626,1.22178,1.29527,1.09085,0.86975,1.86015,0.83394,1.23041,0.8676,1.27557,0.96383,1.05659,0.92459,1.37154,1.24367,0.65989,1.75443,1.23987,1.48468,1.25258,1.29852,1.3858
"LOC101929240",10.08585,8.1399,8.10843,8.75917,6.40467,10.33374,9.99348,9.724,8.86158,6.41365,7.76995,10.01908,7.25987,6.97221,5.86888,15.79885,5.29248,8.04861,10.10361,4.36338,10.10921,10.42937,9.39283,7.07921,11.5719,12.37762,7.469,3.23682,12.17567,12.1663,9.25042,4.88716,13.06236,7.69078,9.18412,5.70787,9.63763,12.0269,7.94558,22.35816,16.15846,9.67301,11.79007,9.92749,8.54627,15.89486,20.2837,8.73142,6.92901
"LOC101929243",3.9623,6.70345,4.5965,5.47448,4.0757,4.25507,5.4071,5.35525,3.02099,4.57407,2.93118,5.22926,4.28799,3.42194,1.65062,4.32845,5.0038,3.18307,2.85081,2.71598,2.70782,1.71623,2.56974,3.57093,1.90648,1.99913,2.79566,3.23682,3.96025,2.31298,4.97428,2.89916,2.23217,4.40135,3.51545,4.38364,2.97633,2.01147,4.14184,3.36213,3.38599,1.75035,3.73939,5.09212,2.65687,3.23137,3.63652,2.95525,4.28339
"LOC101929268",0.25729,0.28729,0.72304,0.46924,0.37052,0.4559,0.4345,0.51673,1.4098,0.5469,0.6979,0.39549,0.72174,0.81271,0.32095,0.64927,0.57736,0.31831,0.54501,0.31167,0.54156,0.22003,0.26583,0.25059,0.88674,0.68056,0.45899,0.21295,0.67409,0.41634,0.30544,0.20708,0.37203,0.41697,0.65915,0.31964,0.37795,0.41906,0.42264,0.46229,0.42861,0.59881,0.30795,0.89861,0.39853,0.393,0.32325,0.40299,0.46193
"LOC101929269",0.6175,2.01103,1.44609,2.71117,1.11155,0.70918,1.59316,1.73811,0.4028,1.0938,1.25622,2.54871,1.23121,0.59884,0.45851,1.08211,0.48113,0.31831,0.58693,0.71239,0.72209,0.7481,0.44306,0.62648,0.57638,0.29774,0.7928,0.46849,1.09539,0.27756,0.56724,0.45558,0.57871,0.69495,0.35155,0.73061,0.51968,0.67049,1.69055,0.46229,1.54298,0.73699,0.08799,2.48187,0.44281,1.57202,0.20203,0.71642,1.21783
"LOC101929282",0.41167,0.38305,0.05165,0.72993,0.26466,0.75983,0.4345,0.61069,0.2014,0.39775,0.37221,0.79098,0.33964,0.47052,0.13755,0.30299,0.09623,0.45472,0.37731,0.08905,0.18052,0.48406,0.31014,0.18794,0.39903,0.21267,0.41726,0.25554,0.33704,0.64764,0.1309,0.12425,0.41337,0.50963,0.48337,0.04566,0.18897,0.12572,0.4649,0.04203,0.2143,0.18425,0.30795,0.51349,0.39853,0.34934,0.32325,0.62687,0.12598
"LOC101929295",3.03605,3.78266,3.35699,4.32745,3.81104,3.84983,3.86222,3.42924,2.7189,2.7345,2.04717,6.23995,4.45781,2.90865,1.92573,4.67473,2.16511,3.18307,3.43774,2.00359,3.06887,3.56447,2.92418,2.00473,2.1725,2.8073,3.67191,1.53323,3.83386,3.7933,4.18887,1.94658,3.26559,3.56741,3.91094,2.14616,2.45665,1.67622,2.74714,2.0593,3.34313,2.48735,2.24363,3.46606,2.30262,3.31871,2.70719,5.1493,2.89758
"LOC101929297",0.72042,0.47882,0.51646,0.4171,0.42344,0.50656,0.38622,0.75162,0.7049,0.69606,0.46526,0.7031,0.67928,0.3422,0.4585,0.77912,0.48114,0.45472,0.75462,0.3562,0.4513,0.88012,0.7975,0.2506,0.79806,0.2552,0.33382,0.17036,0.58982,0.27756,0.87268,0.57984,0.57872,0.64862,0.35154,0.27398,0.37794,0.33524,0.5917,0.25216,0.68578,0.55274,0.35194,0.85582,0.61994,0.786,0.56568,0.53732,0.7559
"LOC101929315",0.41167,0.47882,0.61975,0.57352,0.47638,0.40524,0.33794,0.61069,0.3021,0.39775,0.51179,0.61521,0.42455,0.21387,0.0917,0.51941,0.14434,0.18189,0.50308,0.08905,0.4513,0,0.13292,0.06265,0.26602,0.1276,0.70935,0.04259,0.12639,0.13878,0.34907,0.12425,0.41337,0.37064,0.21972,0.27398,0.09449,0.04191,0.4649,0,0.51433,0.09212,0.13198,0.51349,0.08856,0.30567,0.20203,0.26866,0.79789
"LOC101929331",0.56604,1.34069,0.87798,1.0949,0.74104,1.21573,1.40005,1.22137,0.8056,0.79549,0.6979,1.05464,0.7642,0.68439,1.78817,1.25525,1.25095,1.68248,1.63502,0.48977,1.21852,0.7921,1.15195,1.12766,1.3301,1.74393,1.00143,1.661,1.43243,1.89665,1.22175,0.66267,0.86807,1.3899,1.23041,1.64387,1.32281,0.83811,0.71848,1.13472,1.92873,0.55274,0.74788,1.4121,1.50556,1.31002,1.89907,0.49254,1.30181
"LOC101929333",2.98459,3.35172,3.77016,4.79669,3.49346,5.0149,4.00705,3.52319,2.2154,3.92774,3.34992,4.30645,2.80205,1.75375,1.37552,3.0732,2.26133,2.31909,1.84464,1.82549,1.66982,3.25643,1.90515,1.06501,1.72913,3.01997,2.33667,1.27769,3.11764,2.17421,2.1817,0.91117,1.86015,3.05778,2.41687,1.27856,1.65351,1.88575,2.9162,1.55498,2.6145,1.65823,1.18781,3.08094,1.68269,3.1877,1.17177,3.13436,2.56163
"LOC101929340",1.08063,0.86187,0.82634,0.52138,1.6938,1.97557,0.72417,1.50323,0.55385,1.19324,1.02359,0.57126,0.50946,0.85549,0.22925,0.73584,0.7217,0.31831,1.17386,0.13357,0.49643,0.66009,0.44306,0,0.35469,0.63802,0.62589,0.29813,0.37917,0.6939,0.95995,0.12425,0.49604,1.11192,0.43943,0.41097,0.47243,0.71239,0.42264,0.6304,0.42861,0.64487,0.52791,0.72745,0.39853,0.91701,0.60609,0.7612,1.00786
"LOC101929341",0.36021,0.19153,0.25823,0.4171,0.26466,0.35459,0.28967,0.46976,0.15105,0.39775,0.09305,0.13183,0.08491,0.29942,0.0917,0.12985,0.24057,0.31831,0.20962,0.13357,0.36104,0.44006,0.39875,0.1253,0.17735,0.55295,0.37554,0.08518,0.21065,0.32382,0.34907,0.16567,0.28936,0.41697,0.26366,0.13699,0.14173,0.16762,0.29585,0.21013,0.42861,0.27637,0.13198,0.42791,0.17712,0.43667,0.24243,0.58209,0.25196
"LOC101929353",0.30875,0.14365,0.05165,0.15641,0.21172,0,0,0.1879,0.05035,0.04972,0.23263,0.17577,0.12737,0.04277,0.3668,0.04328,0.04811,0.22736,0.04192,0,0.04513,0.13202,0.08861,0.06265,0.08867,0,0.16691,0,0.08426,0.27756,0.21817,0.04142,0.08267,0,0.04394,0,0.14173,0.08381,0.12679,0.08405,0.17144,0.04606,0.17597,0.21395,0.08856,0.131,0.04041,0.35821,0
"LOC101929384",0.05146,0.09576,0,0.10428,0.15879,0.20262,0.09656,0.04698,0.2014,0.04972,0.04653,0.26366,0.12737,0.04277,0.04585,0.17314,0.09623,0.04547,0.16769,0.04452,0.13539,0.04401,0.08861,0.06265,0.17735,0.1276,0.12518,0.04259,0.25278,0,0.04363,0,0.08267,0.13899,0.08789,0,0.09449,0.29334,0.16905,0.12608,0.2143,0.18425,0.04399,0.08558,0.04428,0.131,0.28284,0.13433,0.08399
"LOC101929413",1.18354,0.86187,0.72304,0.67779,0.52931,1.46901,1.44833,1.1744,1.2084,0.84521,0.65137,0.52732,1.10384,0.81271,0.50436,0.73584,0.91416,1.45512,0.92232,0.57882,0.90261,0.7481,1.24056,0.37589,0.75373,0.55295,0.91798,0.76661,1.26391,0.55512,0.82905,0.82833,1.65346,0.74128,1.05464,0.54796,0.89762,0.7543,0.54943,0.71445,0.72863,0.59881,0.83586,0.9414,0.7085,0.69867,0.88893,1.11941,1.00786
"LOC101929415",2.26417,1.96315,1.13621,2.34621,3.01708,3.90048,1.64144,2.44274,1.66155,2.38647,2.65202,1.88956,2.33504,1.83929,1.00871,1.55824,1.15472,1.95531,2.4735,0.89048,1.71495,1.32017,1.86084,1.19031,1.6848,1.61632,1.29351,0.89438,2.23291,1.71161,1.57083,1.03542,1.48812,1.76054,1.36224,1.14157,1.4173,1.88575,1.77508,1.00864,1.75729,1.05943,1.27579,2.26792,2.3469,2.09602,1.49501,1.92539,2.39366
"LOC101929420",0.66896,0.47882,0.36152,1.19917,0.37052,0.81049,0.57933,0.79859,0.4028,0.89493,0.51179,0.92281,0.55192,0.64161,0.0917,0.69255,0.24057,0.40925,0.41924,0.22262,0.5867,0.70409,0.62028,0.25059,0.39903,0.34028,0.58417,0.17036,0.71622,0.41634,0.56724,0.12425,0.37203,0.69495,0.83492,0.27398,0.51968,0.12572,0.63396,0.29419,0.47147,0.23031,0.39594,0.72745,0.44281,0.82968,0.40406,0.98508,0.46193
"LOC101929427",0.15438,0.09576,0.20658,0.10428,0.37052,0.55721,0.24139,0.1879,0.05035,0.14915,0.13958,0.13183,0.25473,0.34219,0.13755,0,0.24057,0.22736,0.08385,0.13357,0.31591,0.13202,0,0.1253,0.26602,0.04253,0.20863,0.04259,0.21065,0.13878,0.30544,0.12425,0.20668,0.23165,0.13183,0.09133,0.09449,0.25143,0.16905,0.04203,0.25716,0.27637,0.13198,0.34233,0.26569,0.21834,0.20203,0.22388,0.12598
"LOC101929439",0.87479,0.23941,0.77469,1.0949,0.74104,1.41836,0.91728,0.56371,1.007,0.59662,1.11664,0.70309,1.10384,0.47052,0.1834,0.60598,0.62548,0.5002,1.13194,0.13357,0.5867,0.57208,0.39875,0.37589,0.53204,0.80816,0.62589,0.08518,0.67409,0.4626,0.69814,0.2485,0.53738,0.55596,0.48337,0.31964,0.3307,0.54477,0.71848,0.50432,1.02866,0.50668,0.13198,0.72745,0.88562,0.65501,0.60609,0.53732,0.58792
"LOC101929445",0.36021,0.33517,0.56811,0.93848,0.89983,0.55721,0.53105,0.70464,0.65455,0.64634,0.6979,0.39549,0.33964,0.42774,0.1834,0.47613,0.33679,0.27283,0.46116,0.22262,0.40617,0.66009,0.44306,0.1253,0.04434,0.38281,0.25036,0.17036,0.63195,0.2313,0.21817,0.20708,0.78539,0.27798,0.21972,0.09133,0.3307,0.71239,0.33811,0.37824,0.47147,0.18425,0.30795,0.55628,0.17712,0.393,0.56568,0.53732,0.50393
"LOC101929452",0.46313,0.62246,0.25823,0.31283,0.15879,0.25328,0.33794,0.56371,0.25175,0.29831,0.46527,0.17577,0.3821,0.29942,0.0917,0.51941,0.38491,0.13642,0.25154,0.22262,0.09026,0.08801,0.22153,0.31324,0.13301,0.21267,0.20863,0.08518,0.33704,0.27756,0.30544,0.16567,0.41337,0.37064,0.39549,0.31964,0.3307,0.41906,0.63396,0.12608,0.38575,0.23031,0.04399,0.25675,0,0.34934,0.24243,0.31344,0.08399
"LOC101929457",2.52146,2.20256,2.78889,3.4411,2.22311,3.54589,2.02766,4.03992,1.46015,2.08816,2.00065,2.19717,3.48134,1.45433,1.32967,2.46722,2.74247,2.09173,2.22195,1.11311,1.66982,1.40818,1.72793,1.94208,1.37444,2.04167,2.75393,1.49064,2.31717,2.22047,2.39987,1.03542,2.39752,2.45549,1.53801,2.37447,1.748,1.46669,2.15545,1.80714,2.48592,1.3358,1.05583,3.08094,2.30262,2.6637,2.46475,2.32838,2.26767
"LOC101929460",0.87479,1.29281,0.82634,1.0949,1.11155,0.75983,0.869,0.89254,0.65455,0.94465,0.79095,0.70309,0.89156,0.59884,0.1834,0.38956,0.96227,0.5002,0.41924,0.62334,0.31591,0.57208,0.53167,0.43854,0.13301,0.29774,0.54244,0.51108,0.75835,0.32382,0.78541,0.37275,0.53738,0.78761,0.39549,0.73061,0.14173,0.20953,0.33811,0.16811,0.64291,0.3685,0.21996,0.89861,0.53137,0.61134,0.28284,0.40299,0.83988
"LOC101929464",0.20583,0.28729,0.20658,0.52138,0.42345,0.35459,0.14483,0.23488,0.2014,0.14915,0.32569,0.13183,0.21228,0.04277,0.13755,0.12985,0.04811,0,0.37731,0.04452,0.18052,0.08801,0.08861,0.06265,0.08867,0,0.33381,0.12777,0.21065,0.18504,0.1309,0.08283,0.04134,0.13899,0.26366,0.04566,0.04724,0.29334,0.12679,0.25216,0.17144,0.18425,0.17597,0.25675,0.26569,0.131,0,0.26866,0.04199
"LOC101929470",1.02917,0.67034,0.6714,1.25131,1.00569,1.77295,0.91728,1.5502,0.7049,1.14352,1.11664,1.0107,1.10384,0.64161,0.41266,1.1254,0.52925,0.27283,0.67078,0.26715,0.63183,0.70409,0.44306,0.68913,0.35469,0.55295,0.87625,0.17036,0.71622,0.55512,0.69814,0.45558,0.78539,1.01926,0.70309,0.63928,0.47243,0.33524,0.71848,0.21013,0.42861,0.41456,0.26396,1.11256,0.75278,0.69867,0.36365,1.5224,0.83988
"LOC101929473",1.38938,0.76611,0.87798,1.40772,0.74104,1.87426,0.82072,1.45625,0.75525,1.24295,1.58191,1.27436,1.27366,0.81271,1.05456,0.43285,0.91416,1.63701,1.63502,0.66786,1.4893,1.23216,0.93042,0.50118,1.15276,0.9783,1.25179,1.06474,1.3903,0.74016,1.17812,0.57983,1.86015,1.71421,0.6152,0.82193,0.89762,1.08954,1.01433,1.00864,1.15724,1.10549,0.35194,1.32652,0.92991,1.22268,0.84852,1.25374,1.34381
"LOC101929479",0.30875,0.43094,0.15494,0.67779,1.00569,0.15197,0,0.09395,0.1007,0.09944,0.37221,0.3076,0.12737,0.42774,0,0.17314,0,0.31831,0,0.22262,0.13539,0,0.31014,0.31324,0,0.59549,0,0,0.08426,0,0.43634,0.2485,0,0.27798,0.26366,0.13699,0.42519,0,0.25358,0.08405,2.22875,0.32243,0.17597,0.12837,0.13284,0.08733,0.44446,0,0.33595
"LOC101929488",1.13208,1.14916,0.77469,1.9291,1.27035,1.72229,0.91728,1.83206,1.1077,0.79549,1.16317,0.92281,1.10384,1.4971,0.59606,0.69255,0.7217,0.63661,1.21579,0.89048,1.21852,0.83611,1.5507,0.43854,0.88674,0.51042,1.08488,0.17036,1.34817,0.87893,1.09085,0.57983,1.2401,0.69495,0.65915,0.68494,0.94487,1.13145,0.84527,0.75648,1.15724,1.05943,0.6159,1.11256,1.01847,1.31002,0.64649,1.16419,1.04985
"LOC101929494",0.51458,0.71823,0.82634,1.512,1.05862,1.06377,1.3035,0.56371,1.05735,1.14352,0.46527,0.83492,0.59437,0.98381,0.3668,1.21197,0.86604,0.5002,0.67078,0.57882,1.44417,0.88012,1.15195,0.68913,1.19709,0.63802,1.08488,0.85179,0.80048,0.55512,0.65451,0.78692,1.40544,1.20458,0.6152,0.82193,0.66141,0.58668,0.88754,0.92459,0.85721,0.59881,0.57191,0.68465,1.01847,0.52401,0.56568,0.49254,0.96586
"LOC101929497",0.46313,0.47882,0.51646,0.57352,0.52931,0.60787,0.24139,0.98649,0.65455,0.34803,0.65137,0.26366,0.72174,0.25665,0.0917,0.21642,0.43302,0.18189,0.33539,0.13357,0.36104,0.26403,0.17722,0.06265,0.04434,0.46788,0.25036,0.08518,0.50556,0.2313,0.34907,0.08283,0.12401,0.37064,0.21972,0,0.66141,0.29334,0.21132,0.16811,0.51433,0.3685,0.26396,1.06977,0.48709,0.30567,0.04041,0.22388,0.33595
"LOC101929516",0.10292,0.19153,0.20658,0.36497,0.42345,0.25328,0.09656,0.1879,0.35245,0.14915,0.09305,0.13183,0.3821,0.21387,0.04585,0.17314,0.24057,0,0.25154,0.13357,0.09026,0.22003,0.26583,0,0.08867,0.21267,0.12518,0.04259,0.12639,0.13878,0.2618,0.04142,0.20668,0.04633,0.08789,0.04566,0.18897,0.12572,0.16905,0,0.08572,0.23031,0.17597,0.55628,0.08856,0.393,0.24243,0.26866,0.33595
"LOC101929517",0.6175,0.57458,1.03292,2.29407,1.37621,1.11442,1.78628,1.22137,1.7119,1.0938,1.62843,1.3183,0.93402,0.85549,0.45851,1.81795,1.34718,0.54567,1.67695,0.71239,1.4893,1.93625,0.7532,0.43854,1.6848,1.65886,0.66762,0.25554,0.84261,0.74016,0.69814,0.2485,2.19084,0.64862,0.74703,0.31964,0.99211,1.84384,1.3947,0.88256,1.84301,1.19761,1.14381,1.49768,2.03694,0.69867,1.49501,1.61195,1.88973
"LOC101929523",0.77188,0.5267,0.51646,0.31283,0.31759,0.81049,0.33794,0.89254,0.6042,0.39775,0.18611,0.48338,0.59437,0.47052,0.1834,0.60598,0.14434,0.5002,0.79655,0.35619,0.27078,0.7481,0.62028,0.50118,0.44337,0.9783,0.87625,0.68144,0.67409,0.64764,0.65451,0.20708,0.66139,0.69495,0.83492,0.63928,0.56692,0.41906,0.33811,0.42027,0.38575,0.46062,0.26396,0.59907,0.53137,0.82968,0.7273,0.71642,0.7139
"LOC101929524",1.59521,1.24493,1.54938,1.98124,1.37621,1.92491,1.93111,2.06694,0.9063,2.23732,1.48885,2.10928,1.78312,1.41155,0.50436,1.42839,0.76982,1.04587,0.96424,1.02406,0.5867,0.57208,1.15195,0.62648,0.26602,0.8507,1.21006,0.25554,0.969,1.38779,1.61446,0.78692,1.03341,2.17751,1.27435,0.50229,1.03935,0.37715,1.81734,0.58837,1.75729,0.64487,0.30795,1.62605,1.23987,1.39735,0.36365,1.07464,1.25982
"LOC101929526",0.77188,0.47882,0.41317,0.78207,0.63517,0.60787,0.72417,0.51673,1.6112,0.34803,0.46527,0.74704,0.25473,0.72716,0.77946,0.5627,0.7217,0.36378,0.46116,0.35619,0.49643,0.39605,0.62028,0.43854,0.35469,0.42535,0.50072,0.34072,0.54769,0.50886,0.74178,0.37275,0.78539,0.74128,0.43943,0.13699,0.51968,0.50287,0.76075,0.29419,0.25716,0.64487,0.17597,0.72745,0.53137,0.43667,0.56568,0.53732,0.46193
"LOC101929528",0.51458,0.23941,0.87798,0.88634,0.79397,0.9118,0.4345,0.51673,0.35245,0.49718,0.65137,0.57126,0.97647,0.85549,0.77946,0.5627,0.86604,2.45551,0.92232,0.31167,1.21852,1.45219,1.59501,1.00237,0.8424,0.8507,0.62589,0.89438,0.4213,1.11023,1.00358,1.53241,1.44678,0.88027,0.48337,0.3653,1.32281,1.21526,0.67622,0.84053,1.32868,0.78305,0.39594,0.51349,0.61994,0.96068,2.06069,0.80598,0.50393
"LOC101929529",0.41167,0.23941,0.41317,0.15641,0.21172,0.15197,0.24139,0.14093,0.25175,0.14915,0.27916,0.21972,0.42455,0.21387,0.32095,0.21642,0.14434,0.13642,0.54501,0.1781,0.18052,0.39605,0.39875,0.06265,0.4877,0.42535,0.12518,0.12777,0.21065,0.18504,0.2618,0.33133,0.24802,0.27798,0.21972,0.31964,0.23622,0.29334,0.21132,0.25216,0.34289,0.46062,0.08799,0.4707,0.17712,0.30567,0.28284,0.53732,0.29396
"LOC101929532",0.77188,0.76611,0.82634,0.88634,1.48207,1.51967,1.11039,1.45625,1.5105,1.98873,1.20969,1.18647,1.06138,1.02658,0.50436,1.1254,0.62548,0.95492,1.17386,0.62334,0.81235,1.18816,0.88612,0.62648,1.28577,0.46788,1.00143,0.55367,1.13752,0.83267,0.82905,0.7455,1.32277,1.62155,0.83492,0.82193,0.80314,1.13145,1.35244,0.46229,1.15724,1.24367,0.74788,1.24094,1.50556,1.26635,0.40406,1.61195,0.96586
"LOC101929536",0.72042,0.5267,0.51646,0.4171,0.21172,0.81049,0.48278,0.56371,0.25175,1.04408,0.27916,0.39549,0.67929,0.51329,0.2751,0.25971,0.33679,0.27283,0.29347,0.35619,0.31591,0.08801,0.17722,0.06265,0.13301,0.25521,0.33381,0.08518,0.21065,0.18504,0.47997,0.28992,0.20668,0.37064,0.17577,0.18265,0.04724,0.25143,0.38037,0.42027,0.12858,0.23031,0.43993,0.85582,0.17712,0.43667,0.32325,0.22388,0.41994
"LOC101929538",0.66896,0.38305,0.25823,0.72993,0.89983,0.60787,0.67589,0.75161,0.75525,0.89493,0.83748,0.43943,0.59437,0.47052,0.50436,1.21197,0.38491,0.59114,1.21579,0.35619,0.40617,1.01213,0.66459,0.37589,0.70939,0.68056,0.66762,0.12777,0.84261,1.11023,0.74178,0.497,0.82673,0.83394,0.57126,0.68494,0.47243,0.62858,0.76075,0.6304,1.2001,0.59881,0.17597,0.51349,0.97419,0.74234,0.40406,0.58209,0.83988
"LOC101929541",0.05146,0,0.10329,0.05214,0.21172,0.10131,0.28967,0.1879,0.2014,0.04972,0.04653,0.13183,0.04246,0,0.32095,0.04328,0.67359,0.04547,0,0.04452,0.13539,0.13202,0.26583,0.1253,0,0,0.08345,0.12777,0.21065,0.09252,0.17454,0.12425,0.16535,0.09266,0.3076,0,0.04724,0,0.08453,0.12608,0,0,0,0,0.22141,0.17467,0,0.13433,0.25196
"LOC101929549",0.51458,0.71823,0.36152,0.83421,0.52931,0.86115,0.57933,0.70464,0.35245,0.19887,0.46527,0.61521,0.42455,0.51329,0.41266,0.47613,0.52925,0.36378,0.50308,0.44524,0.4513,0.52807,0.35445,0.37589,0.35469,0.34028,0.45899,0.34072,0.67409,0.27756,0.30544,0.37275,0.37203,0.50963,0.48337,0.31964,0.42519,0.58668,0.29585,0.29419,0.68577,0.46062,0.35194,0.59907,0.35425,0.56767,0.40406,0.40299,0.37795
"LOC101929551",0.25729,0.09576,0.10329,0.10428,0.31759,0,0.04828,0.1879,0.15105,0.19887,0,0.3076,0.21228,0,0.0917,0.08657,0.04811,0.09094,0.25154,0,0.13539,0.35205,0.04431,0.06265,0.22168,0.29774,0.29208,0.04259,0,0.13878,0.17454,0.04142,0.33069,0.13899,0.04394,0.09133,0.14173,0.16762,0.12679,0.08405,0.08572,0,0.04399,0.17116,0.08856,0.262,0.04041,0.08955,0.16798
"LOC101929552",0.72042,0.57458,0.56811,1.14703,0.63517,0.75983,0.62761,0.79859,0.3021,0.84521,0.51179,0.65915,0.67929,0.55607,0.13755,0.60598,0.33679,0.63661,0.79655,0.35619,0.49643,0.30804,0.26583,0.37589,0.04434,0.34028,0.45899,0.25554,0.29491,0.4626,0.87268,0.2485,0.28936,0.27798,0.6152,0.41097,0.42519,0.41906,0.25358,0.54635,0.60005,0.27637,0.6159,0.89861,0.35425,0.52401,0.52528,0.67165,0.37795
"LOC101929570",1.13208,0.57458,1.18786,1.14703,1.21742,0.86115,0.38622,0.61069,0.8056,0.49718,0.74443,1.40619,1.01893,0.72716,0.45851,0.95226,0.91416,0.90945,0.92232,0.44524,1.35391,0.30804,0.84181,0.1253,0.66505,0.8507,0.87625,0.12777,1.22178,0.64764,0.95995,0.2485,0.9094,0.88027,0.74703,0.13699,0.61416,0.67049,0.50716,0.50432,0.60005,0.59881,0.35194,0.59907,1.23987,0.61134,0.48487,0.80598,0.62991
"LOC101929572",0.41167,0,0,0,0.63517,0.50656,0,0,0.45315,0.59662,0,0,0.46701,0.38497,0.3668,0.64927,0.81793,0,0.54501,0.31167,0,0.52807,0,0.56383,0.44337,0,0.62589,0.51108,0,0,0.87268,0.37275,0,0.60229,0.48337,0.18265,0.47243,0.50287,0,0.33621,0,0,0.35194,0.4707,0.48709,0.74234,0.32325,0.44777,0.62991
