"","GSM3346551","GSM3346553","GSM3346555","GSM3346557","GSM3346559","GSM3346561","GSM3346563","GSM3346565","GSM3346567","GSM3346569","GSM3346571","GSM3346573","GSM3346575","GSM3346577","GSM3346578","GSM3346580","GSM3346582","GSM3346584","GSM3346586","GSM3346588","GSM3346591","GSM3346593","GSM3346595","GSM3346601","GSM3346603","GSM3346605","GSM3346607","GSM3346609","GSM3346611","GSM3346613","GSM3346615","GSM3346617","GSM3346619","GSM3346621","GSM3346623","GSM3346625","GSM3346626","GSM3346628","GSM3346630","GSM3346632","GSM3346634","GSM3346636","GSM3346638","GSM3346640","GSM3346642","GSM3346644","GSM3346646","GSM3346648","GSM3346650"
"LOC101929574",0.36021,0.57458,0.6714,0.67779,0.63517,0.35459,0.4345,0.42278,0.35245,0.69605,0.41874,0.79098,0.63683,0.55607,0.64191,0.43285,0.52925,0.27283,0.75463,0.31167,0.18052,0.17602,0.39875,1.19031,0.31036,0.68056,0.50072,0.4259,0.67409,0.87893,0.61088,0.45558,0.4547,0.55596,0.52732,0.31964,0.37795,0.20953,0.21132,0.42027,0.17144,0.13819,0.43993,0.38512,0.35425,0.43667,0.16162,0.40299,0.62991
"LOC101929577",0.97771,1.86739,1.65267,2.34621,1.535,1.8236,1.68972,2.77158,1.3091,1.6407,1.67496,1.49407,1.86804,1.02658,0.2751,1.08211,1.15472,0.90945,1.38348,0.66786,1.26365,1.14415,1.41779,0.68913,1.59612,1.31858,1.08488,0.4259,2.23291,0.92519,0.87268,0.66267,1.32277,1.80687,1.27435,0.3653,0.85038,1.5086,1.18338,0.67243,1.07152,1.28974,0.96784,1.06977,1.32844,1.48468,1.21217,1.43285,1.21783
"LOC101929583",0.51458,0.33517,0.05165,0.57352,0.26466,0.55721,0.09656,0.42278,0.4028,0.14915,0.04653,0.04394,0.29719,0.25665,0.45851,0.25971,0.04811,0.18189,0.20962,0.44524,0.13539,0.17602,0.35445,0.1253,0,0.21267,0.16691,0.12777,0.12639,0.27756,0.17454,0,0.04134,0.37064,0.39549,0.27398,0.14173,0.12572,0.12679,0.29419,0.42861,0.04606,0.21996,0.04279,0.26569,0.131,0.12122,0.31344,0.29396
"LOC101929586",2.00688,1.38857,1.49773,1.82483,1.21742,1.41836,1.35178,1.22137,1.35945,1.14352,1.48885,1.27436,1.74067,1.02658,0.91701,1.3851,0.62548,1.27323,1.50925,0.53429,1.26365,2.11228,1.28487,0.93972,1.59612,1.02083,1.46042,0.55367,1.60095,1.34153,1.48356,0.91117,2.35618,1.3899,1.36224,1.09591,1.18108,1.5086,1.05659,1.2608,1.50012,1.61217,1.36378,1.62605,1.37272,1.26635,1.25258,1.65673,1.3858
"LOC101929592",0.05146,0.04788,0.05165,0.05214,0,0.10131,0.14483,0.14093,0.2014,0.04972,0.13958,0.08789,0.25473,0.08555,0.1834,0.17314,0.19245,0.09094,0.04192,0.08905,0.04513,0.04401,0.13292,0.06265,0.08867,0.21267,0.04173,0,0.08426,0.13878,0.04363,0.20708,0.08267,0.09266,0,0.09133,0.04724,0,0.08453,0.04203,0.08572,0.09212,0.13198,0.08558,0.13284,0.08733,0.04041,0,0.08399
"LOC101929595",0.87479,1.5801,1.13621,1.56414,1.48207,1.51967,1.738,2.48972,0.4028,1.19324,1.30275,1.80168,1.10384,0.85549,0.32095,0.95226,0.57736,0.13642,0.83847,0.89048,0.81235,0.83611,0.70889,0.37589,0.88674,0.55295,1.33524,0.17036,2.27504,0.78641,1.26539,0.45558,0.9094,1.43623,1.05464,0.45663,0.99211,0.46096,1.31018,0.75648,0.90007,0.32243,0.48392,1.49768,1.32844,0.65501,0.36365,1.11941,1.09184
"LOC101929626",1.235,1.72374,0.72304,1.61628,1.42914,1.11442,2.41389,1.26835,0.55385,1.34239,0.93053,1.40619,0.97647,0.94103,0.2751,1.03883,1.01038,1.00039,0.50308,0.75691,0.49643,0.30804,0.84181,1.12766,0.35469,0.42535,1.12661,0.4259,0.80048,0.32382,1.43992,0.62125,0.57871,0.83394,1.01069,0.77627,0.75589,0.50287,0.63396,0.67243,0.81435,0.04606,0.48392,1.49768,0.75278,1.04801,0.56568,0.62687,0.88187
"LOC101929653",0.97771,1.38857,1.96255,2.55476,1.32328,2.78606,2.22077,1.92601,1.4098,1.98873,3.07076,2.59266,1.27366,1.79652,0.87116,2.07766,1.15472,1.3187,1.00617,0.93501,2.12113,3.12441,1.77223,0.68913,2.61587,1.61632,1.5856,0.46849,3.53895,2.31298,2.26897,0.95258,2.72821,1.66788,1.49407,0.73061,1.55903,2.43052,1.35244,2.01728,2.22875,2.62553,1.18781,1.96838,2.1255,2.27069,1.89907,1.97017,2.0997
"LOC101929657",1.90396,1.48433,1.60103,2.13766,2.43483,2.33016,2.84838,2.20787,1.8126,2.1876,1.67496,2.28505,2.12277,1.71097,0.87116,1.42839,1.87643,1.18228,1.25771,1.15763,0.94774,1.62821,1.77223,1.00237,1.46311,1.44618,2.00286,0.76661,1.76947,1.94291,2.22534,0.78692,1.48812,1.99219,1.14252,1.14157,1.18108,1.21526,1.47923,1.47093,1.58584,1.38186,0.83586,2.48187,1.15131,2.62003,1.13136,1.5224,1.55378
"LOC101929662",1.08063,1.19704,0.77469,1.25131,1.05862,1.46901,0.869,0.89254,0.85595,0.99436,0.79095,1.18647,0.63683,1.19768,0.32095,0.64927,0.62548,0.59114,1.00617,0.57882,0.63183,1.18816,1.06334,0.25059,0.88674,0.76563,1.04316,0.12777,0.88474,0.6939,0.69814,0.41417,0.9094,0.78761,0.96675,0.41097,0.66141,0.79621,0.71848,0.54635,0.77149,0.64487,0.48392,1.06977,1.19559,0.78601,0.48487,1.20897,0.88187
"LOC101929680",2.31563,2.1068,1.3428,3.33683,1.95845,3.24196,2.46216,2.39577,1.5105,2.38647,2.83812,1.66985,2.80205,2.35259,1.05456,1.6881,1.34718,1.45512,2.05426,0.93501,2.84321,1.89225,1.86084,0.87707,1.90648,1.53125,2.29494,0.59626,3.41256,1.52657,1.57083,0.95258,1.6948,1.94586,1.80167,0.82193,2.17319,1.29907,1.8596,1.80714,2.05731,2.07279,1.58374,2.69583,1.94837,2.05236,1.97988,2.1045,2.18369
"LOC101929698",0.41167,0.47882,0.46481,0.62566,0.47638,0.50656,0.869,0.46976,0.65455,0.69605,0.60485,0.65915,0.55192,0.64161,0.64191,0.51941,0.24057,0.22736,0.37731,0.13357,0.4513,0.61608,0.53167,0.31324,0.44337,0.25521,0.62589,0.25554,0.67409,0.6939,0.34907,0.28992,0.28936,0.41697,0.3076,0.22831,0.3307,0.50287,0.33811,0.16811,0.25716,0.92124,0.26396,0.42791,0.66422,0.65501,0.32325,1.02986,0.37795
"LOC101929704",5.55751,10.48611,7.69526,7.76855,7.46329,7.04113,8.20721,8.64356,3.57484,8.94927,6.79289,7.11882,8.32125,5.04737,2.38423,6.49268,7.31325,4.91102,4.65353,3.82908,2.61756,2.2883,4.60781,4.07211,2.66021,1.87153,7.42727,4.5571,4.38155,4.39467,10.34127,4.39016,3.10024,5.14263,6.19599,4.88594,4.01568,2.30481,4.94485,3.65632,4.15748,1.05943,3.21147,6.71817,3.40965,7.29242,2.8284,2.2836,5.08127
"LOC101929705",1.28646,1.29281,0.72304,1.0949,0.8469,0.86115,1.11039,1.87903,0.85595,1.0938,1.25622,1.0107,1.14629,0.89826,1.65062,1.3851,0.91416,1.00039,1.25771,0.62334,1.30878,1.32017,1.19626,0.50118,0.97541,1.1059,1.79423,0.89438,1.68521,1.29527,0.95995,0.41417,1.15742,1.66788,1.3183,0.54796,1.22833,1.08954,0.9298,1.05067,1.45726,0.78305,1.14381,0.98419,0.97419,1.22268,1.17177,1.02986,0.58792
"LOC101929709",6.74105,5.79369,5.836,7.71641,8.57485,7.75031,8.0141,6.57662,11.07698,6.26449,8.42132,8.04163,7.55705,6.1595,3.16369,9.47931,5.58116,7.32106,6.95933,3.51741,5.73156,9.1092,6.15851,4.94918,6.69485,7.8264,6.71793,2.98128,9.56358,6.61514,6.4142,4.88716,8.1433,7.78344,6.59148,2.87677,6.56682,7.45919,5.49428,6.72426,8.74357,5.80381,5.05917,7.74515,8.2363,6.59374,6.3033,11.14935,5.45922
"LOC101929710",0.56604,1.00552,0.51646,0.88634,0.63517,0.86115,0.91728,0.61069,0.5035,0.49718,0.79095,0.57126,0.67929,0.42774,0.55021,0.69255,0.38491,0.5002,0.58693,0.31167,0.72209,0.61608,0.66459,0.25059,0.44337,0.42535,0.87625,0.25554,1.17965,0.60138,0.61088,0.20708,0.70272,0.27798,0.74703,0.41097,0.28346,0.58668,0.4649,0.25216,0.68577,0.32243,0.30795,1.02698,0.39853,0.56767,0.28284,0.44777,0.50393
"LOC101929718",0.51458,0.33517,0.30988,0.62566,0.15879,0.4559,0.4345,0.37581,0.25175,0.59662,0.46527,0.43943,0.55192,0.08555,0.13755,0.30299,0.67359,0.18189,0.29347,0.08905,0.27078,0.35205,0.53167,0.1253,0.13301,0.46788,0.70935,0.08518,0.71622,0.2313,0.08727,0.28992,0.41337,0.4633,0.43943,0.18265,0.37795,0.37715,0.42264,0.33621,0.42861,0.13819,0.13198,0.59907,0.17712,0.48034,0.24243,0.26866,0.29396
"LOC101929719",4.63126,2.92079,4.33827,5.52662,4.0757,5.82539,3.86222,5.59013,3.82659,5.76731,4.32698,4.83377,4.71254,4.4913,2.43008,5.021,3.41606,3.27401,4.65353,2.27074,4.19713,5.3247,4.65211,1.69149,5.32041,3.65799,5.92513,1.36287,8.25754,6.47636,4.97428,2.36075,4.75371,4.91098,4.57009,2.14616,4.01568,4.65152,3.846,3.86645,6.55768,5.29713,3.16748,5.22049,4.9595,6.59374,5.33356,5.73139,4.61934
"LOC101929721",0.15438,0.23941,0.10329,0.20855,0.15879,0.15197,0,0.14093,0.1007,0.09944,0.23263,0.04394,0.12737,0.1711,0.0917,0.30299,0.09623,0.09094,0.20962,0.08905,0.31591,0.13202,0.39875,0.18794,0.13301,0.25521,0.25036,0,0.16852,0.13878,0.61088,0.08283,0.12401,0.23165,0.17577,0.09133,0.14173,0.33524,0.16905,0.12608,0.2143,0.32243,0.04399,0.12837,0.35425,0.262,0.24243,0.08955,0.08399
"LOC101929741",0.72042,1.43645,0.82634,1.19917,1.32328,1.77295,0.77244,1.08044,0.75525,1.74014,1.25622,1.09858,1.18875,0.85549,0.55021,0.77912,0.62548,0.72756,1.21579,0.53429,0.72209,1.05614,0.7975,0.18794,0.53204,0.93577,0.7928,0.04259,0.969,0.41634,0.87268,0.16567,1.15742,0.9266,0.57126,0.31964,0.56692,0.71239,1.05659,0.37824,0.55719,0.78305,0.52791,0.77024,0.39853,0.48034,1.29299,0.7612,0.7139
"LOC101929759",0.82333,0.86187,0.61975,1.66841,1.37621,1.67163,0.77244,1.31532,0.9063,0.99436,1.25622,1.27436,1.40103,0.55607,0.1834,0.86569,0.86604,0.5002,1.00617,0.48977,0.49643,0.66009,0.7975,0.37589,0.75373,0.59549,0.7928,0.04259,1.3903,0.78641,0.47997,0.41417,0.99208,0.74128,0.74703,0.31964,0.51968,0.46096,1.22565,0.50432,0.47147,0.27637,0.57191,0.9414,0.97419,0.82968,0.64649,1.79106,1.00786
"LOC101929798",0.56604,0.95764,0.72304,0.31283,0.63517,1.06377,0.48278,0.56371,0.2014,0.89493,0.74443,0.39549,0.67929,0.29942,0,0,0.28868,0.22736,0.20962,0.1781,0.09026,0.30804,0.22153,0.25059,0,0,0.29208,0.08518,0.33704,0,0.21817,0.41417,0.12401,0.50963,0.48337,0.18265,0,0.12572,0,0,0.85721,0.13819,0,1.24094,0.13284,0.17467,0.12122,0.53732,0.41994
"LOC101929897",0.6175,0.38305,0.87798,0.78207,0.52931,1.3677,0.869,1.08044,0.65455,0.89493,0.32569,0.79098,0.7642,0.76994,0.59606,1.42839,1.10661,1.04587,0.83847,0.40072,1.038,0.57208,0.97473,0.37589,0.75373,0.51042,0.62589,0.46849,0.4213,1.01771,0.91631,0.7455,1.32277,0.88027,1.01069,0.73061,0.51968,0.58668,0.67622,1.05067,0.90007,0.32243,0.70388,0.89861,0.79706,1.44102,0.76771,0.7612,0.37795
"LOC101929901",0.20584,0.2873,0.20658,0.20856,0.21172,0.30394,0.19312,0.28186,0.3021,0.09944,0.37222,0.26366,0.08492,0.3422,0.1834,0.17314,0.19246,0.27284,0.1677,0.08904,0.18052,0,0.08862,0,0.3547,0.2552,0.08346,0.08518,0.58982,0.18504,0.17454,0.08284,0.24802,0.18532,0.08788,0.09132,0.28346,0,0.25358,0.25216,0.4286,0.27638,0.08798,0.17116,0.08856,0.262,0.08082,0.08956,0.25196
"LOC101929988",1.235,1.91527,0.82634,1.45986,1.85259,1.41836,1.25522,1.40928,1.007,2.38647,1.25622,1.6259,0.89156,0.89826,0.32095,1.08211,0.86604,0.90945,1.04809,0.44524,0.36104,0.88012,0.62028,0.50118,1.06408,0.17014,1.08488,0.46849,1.17965,0.60138,1.04722,0.2485,0.70272,0.74128,0.96675,0.3653,0.85038,0.50287,0.71848,0.71445,1.2001,0.32243,0.39594,1.84001,0.84134,1.17901,0.52528,0.98508,1.04985
"LOC101929989",0.20583,0.14365,0.41317,0.46924,0.26466,0.30393,0.09656,0.42278,0,0.24859,0.27916,0.04394,0.08491,0.12832,0.04585,0.21642,0.14434,0.09094,0.25154,0.08905,0.18052,0.17602,0.17722,0,0.31036,0.17014,0.37554,0.21295,0.25278,0.18504,0.2618,0.37275,0.28936,0.27798,0.3076,0.09133,0.14173,0.25143,0.29585,0.12608,0.17144,0.27637,0.13198,0.25675,0.17712,0.17467,0.16162,0.22388,0.16798
"LOC101930028",0.51458,0.19153,0.61975,0.36497,0.52931,0.70918,0.14483,0.51673,0.45315,0.34803,0.37221,0.39549,0.16982,0.47052,0.1834,0.30299,0.14434,0.31831,0.29347,0.26715,0.36104,0.22003,0.53167,0.25059,0.17735,0.59549,0.33381,0.12777,0.29491,0.41634,0.43634,0.16567,0.4547,0.50963,0.35155,0.27398,0.18897,0.33524,0.4649,0.21013,0.34289,0.46062,0.30795,0.34233,0.35425,0.262,0.40406,0.35821,0.29396
"LOC101930085",14.76856,18.48236,13.32468,18.24828,14.50314,16.15913,17.57308,14.60949,11.47978,17.45108,14.19062,14.63313,15.58111,11.72015,12.65477,18.17949,14.86707,17.59782,25.99268,7.74722,12.54625,10.91343,14.57662,22.92912,11.21721,15.56773,16.35669,16.78034,13.90301,19.42907,22.07883,13.25332,11.94627,21.21914,16.52263,22.74016,12.6612,11.69165,11.45347,8.11114,16.45848,9.53483,9.89838,16.98798,14.21427,12.92549,18.22301,10.52248,14.86587
"LOC101930094",0,0.28729,0,0.10428,0,0.15197,0.38622,0.14093,0,0.24859,0.18611,0.26366,0.12737,0.42774,0.2751,0.17314,0,0,0.20962,0.13357,0,0,0.17722,0.25059,0.13301,0.17014,0.16691,0.17036,0.4213,0,0.21817,0,0,0.32431,0.17577,0.09133,0,0,0.25358,0,0.12858,0.04606,0,0.17116,0,0.17467,0.20203,0,0
"LOC101930100",0.15438,0.5267,0.25823,0.4171,0.37052,0.25328,0.24139,0.37581,0.4028,0.19887,0.27916,0.35155,0.33964,0.34219,0.32095,0.47613,0.04811,0.18189,0.41924,0,0.27078,0.17602,0.35445,0,0.39903,0.17014,0.20863,0.21295,0.33704,0.13878,0.08727,0.20708,0.16535,0.18532,0.39549,0.04566,0.37795,0.16762,0.12679,0.25216,0.12858,0.18425,0.26396,0.17116,0.08856,0.262,0.32325,0.49254,0.12598
"LOC101930114",0.10292,0.14365,0.25823,0.20855,0.31759,0.40524,0.14483,0.32883,0.45315,0.09944,0.32569,0.04394,0.25473,0.34219,0.73361,0.12985,0,0.18189,0.12577,0.1781,0.09026,0.30804,0.35445,0.1253,0.17735,0.17014,0.12518,0.25554,0.25278,0.09252,0.08727,0.20708,0.20668,0.18532,0.21972,0.09133,0.09449,0.41906,0.16905,0.04203,0.08572,0.27637,0.65989,0.21395,0.17712,0.131,0.28284,0.44777,0.20997
"LOC101930370",1.69813,2.44197,1.13621,2.50262,2.06432,2.38081,1.40005,2.34879,1.76225,2.1876,1.72149,2.37294,1.69821,1.53987,1.05456,1.73138,1.34718,2.09173,1.25771,0.71239,1.26365,1.58421,1.37348,0.62648,1.01975,2.29688,1.5856,1.83136,1.30604,1.15649,1.52719,0.91117,1.61213,2.03852,1.09858,1.2329,1.03935,1.42479,1.31018,1.17675,1.71443,0.87518,0.74788,2.01117,1.19559,1.13535,1.21217,1.29852,1.76375
"LOC101930421",0.51458,0.43094,0.77469,0.31283,1.05862,0.75983,0.67589,0.46976,0.55385,0.49718,0.55832,0.39549,0.84911,0.51329,0.3668,0.34628,0.24057,0.54567,0.25154,0.35619,0.31591,0.7921,0.53167,0,0.62071,0.51042,0.66762,0.29813,0.46343,0.37008,0.43634,0.28992,0.4547,0.27798,0.48337,0.18265,0.37795,0.29334,0.50716,0.16811,0.51433,0.41456,0.26396,1.06977,0.61994,0.52401,0.40406,1.47762,0.33595
"LOC102031319",0.10292,0,0,0,0.05293,0.15197,0.14483,0.1879,0.15105,0.04972,0.04653,0.08789,0.25473,0.04277,0.04585,0.04328,0,0.13642,0.16769,0,0.22565,0.08801,0.08861,0.06265,0.13301,0.08507,0.08345,0.04259,0.21065,0.18504,0.1309,0,0.12401,0.18532,0.08789,0.13699,0.09449,0.29334,0.16905,0.08405,0.04286,0.09212,0.04399,0.12837,0.17712,0.131,0.20203,0.44777,0.20997
"LOC102467222",0.36021,0.28729,0.41317,0.83421,0.52931,0.50656,0.38622,0.46976,0.3021,0.09944,0.13958,0.3076,0.42455,0.1711,0,0.21642,0.43302,0.13642,0.29347,0.22262,0.22565,0.44006,0.13292,0.1253,0.17735,0.25521,0.37554,0.04259,0.25278,0.41634,0.52361,0.16567,0.24802,0.4633,0.6152,0.31964,0.3307,0.33524,0.38037,0.25216,0.2143,0.13819,0.26396,0.55628,0.30997,0.30567,0.24243,0.17911,0.25196
"LOC102546229",0.66896,0.38305,0.77469,0.93848,0.79397,0.55721,0.62761,0.42278,1.007,0.44746,1.30275,0.87887,0.33964,0.47052,0.1834,0.51941,0.81793,0.45472,0.37731,0.48977,0.54156,0.61608,0.31014,0.06265,0.4877,0.29774,0.66762,0.21295,1.13752,0.04626,0.52361,0.16567,0.33069,0.64862,0.70309,0.13699,0.42519,0.33524,0.38037,0.67243,0.68577,0.55274,0.52791,0.55628,0.53137,0.52401,0.24243,0.58209,0.6719
"LOC102546294",1.18354,1.34069,1.2395,2.03338,1.05862,1.51967,1.59316,2.25484,0.75525,1.04408,1.62843,1.49407,1.69821,1.36878,0.87116,1.25525,0.76982,0.90945,1.34156,0.53429,0.85748,1.71623,1.5064,0.43854,1.19709,0.89323,1.25179,0.59626,1.938,0.97145,1.30902,0.41417,1.28143,1.43623,1.49407,0.8676,1.32281,1.29907,1.47923,1.17675,1.45726,1.84248,0.79187,1.62605,1.23987,2.05236,1.01014,1.43285,1.4278
"LOC102546299",2.36709,2.34621,1.70432,3.18041,3.91691,4.1031,2.31733,4.13388,1.8126,4.9221,3.11728,2.98815,2.12277,2.01039,0.96286,2.33736,1.73209,1.54606,2.34773,1.02406,2.25652,2.46432,1.99376,1.81679,1.86214,1.65886,2.62875,0.63885,1.8116,2.35924,2.83621,0.45558,2.89356,2.54815,1.49407,1.00459,2.12595,1.76003,2.3245,1.05067,2.52878,1.65823,2.06766,3.42327,2.16978,3.40604,2.02029,2.32838,2.26767
"LOC102723322",1.02917,0.57458,0.77469,0.78207,0.68811,0.65852,0.869,1.22137,0.6042,0.89493,0.46527,0.96675,0.67929,0.25665,0.32095,0.95226,0.48113,1.00039,0.75463,0.44524,0.27078,0.26403,0.53167,0.75177,0.35469,0.42535,0.87625,0.21295,0.67409,0.4626,1.13449,0.33133,0.49604,1.34357,0.6152,0.27398,0.56692,0.41906,0.97207,0.37824,0.47147,0.69093,0.21996,0.81303,0.35425,0.65501,0.40406,0.53732,0.6719
"LOC102723330",0.30875,0.09576,0.25823,0.20855,0.05293,0.30393,0.38622,0.14093,0.3021,0.04972,0.32569,0.17577,0.21228,0.04277,0.04585,0.60598,0.19245,0.22736,0.20962,0,0.22565,0.44006,0.04431,0.1253,0.31036,0.46788,0.29208,0.08518,0.969,0.2313,0.21817,0,0.20668,0.37064,0.08789,0.22831,0.04724,0.54477,0.12679,0.21013,0.30002,0.13819,0.08799,0.17116,0.61994,0.21834,0.12122,0.26866,0.04199
"LOC102723335",0.20583,0.14365,0.10329,0.20855,0.10586,0.10131,0.04828,0.09395,0.1007,0.24859,0.04653,0.17577,0.08491,0.12832,0.04585,0.25971,0.04811,0.09094,0.20962,0.08905,0.09026,0,0.13292,0.1253,0,0.1276,0.04173,0.04259,0.08426,0.04626,0.21817,0,0.20668,0.13899,0.08789,0,0.18897,0.04191,0.08453,0.12608,0.08572,0.04606,0.08799,0.29954,0.35425,0,0.08081,0.08955,0.08399
"LOC102723373",1.54375,2.29832,2.32407,2.03338,1.535,2.7354,1.06211,2.30182,1.56085,1.78985,2.18675,1.27436,1.57085,1.88207,2.33838,1.73138,1.39529,2.27362,1.21579,0.89048,1.53443,2.02427,1.41779,0.81442,2.03949,1.44618,2.21149,1.10733,1.05326,2.08169,1.70173,2.07083,1.40544,2.87246,3.07602,1.78086,1.98422,2.05337,1.09886,1.05067,1.58584,1.38186,1.01183,0.85582,1.59412,1.70302,1.57583,1.25374,2.14169
"LOC102723385",0.82333,2.29832,1.65267,2.81545,1.27035,1.31705,2.75183,1.5502,0.6042,1.54126,1.25622,3.38364,1.6133,1.53987,1.05456,1.21197,1.82831,1.22775,1.09002,1.20215,0.54156,0.35205,1.15195,1.31561,0.22168,0.76563,1.7525,1.32028,1.64308,0.55512,1.57083,1.2425,0.49604,2.27017,0.87886,1.18724,1.13384,0.29334,0.84527,1.17675,1.54298,0.32243,0.65989,1.54047,1.37272,1.61569,1.05055,0.58209,0.7139
"LOC102723427",0.05146,0,0,0.15641,0.10586,0.10131,0,0.04698,0.05035,0,0.18611,0.13183,0.04246,0,0.22925,0.08657,0.09623,0.13642,0.16769,0,0.04513,0.17602,0.08861,0,0.13301,0,0.12518,0.12777,0.08426,0.27756,0.17454,0.08283,0.12401,0.13899,0.04394,0.13699,0.18897,0.20953,0.04226,0.04203,0.08572,0.18425,0.08799,0.17116,0.08856,0.08733,0,0.08955,0.12598
"LOC102723451",0.87479,0.86187,0,0,0,1.06377,0.38622,1.1744,0,0,0,0,0,0.55607,0.41266,0,0.48113,0,1.04809,0.1781,0,1.05614,0.66459,0.56383,0.79806,0.68056,0,0.51108,0.84261,1.15649,0,0.41417,0.70272,1.43623,0,0.45663,0.61416,0.7543,0.63396,0.42027,0,0,0.74788,0,0.84134,0,0,0,0
"LOC102723471",1.13208,1.10128,0.61976,1.72056,0.42344,1.11442,1.0621,0.98649,0.85595,0.7955,1.11664,1.45013,0.8491,0.64162,0.1834,1.1254,0.91416,0.72756,0.96424,0.35619,0.63182,0.88012,0.66458,0.87708,0.3547,0.80816,1.12661,0.21295,0.92686,0.97146,0.95994,0.33134,0.57872,0.9266,1.23041,0.41096,0.85038,0.54477,0.4649,0.37824,0.7715,0.737,0.43993,0.9414,0.53138,0.61134,0.56568,0.67165,0.7139
"LOC102723502",0.36021,0.43094,0.15494,1.0949,0.63517,0.15197,0.48278,0.93952,0.2014,0.44746,0.55832,0,0.55192,0.38497,0.0917,0.64926,0.33679,0.45472,0.58693,0,0.27078,0.7041,0.26584,0,0.4877,0.21267,0.54244,0.29813,0.50556,0.27756,0.39271,0.08284,0.3307,0.41697,0.39549,0.18265,0.33071,0.54477,0.33811,0.25216,0.77149,0.78305,0.08798,0.72744,0.44281,0.30567,0.20203,0.44777,0.83988
"LOC102723532",0.15438,0.09576,0,0,0.10586,0.05066,0.04828,0,0.1007,0,0.60484,0.3076,0.12737,0,0,0,0,0,0.08385,0,0.09026,0.04401,0,0,0.22168,0.08507,0,0,0.29491,0.13878,0,0.04142,0.16535,0.09266,0.04394,0,0.14173,0.08381,0.12679,0,0.04286,0.36849,0,0.34233,0.22141,0.04367,0.16163,0.08955,0
"LOC102723540",1.08063,0.47882,1.13621,0.99062,0.79397,0.60787,1.15866,1.3623,0.25175,0.84521,0.41874,0.61521,0.89156,1.06936,0.22925,0.47613,0.86604,0.22736,0.8804,0.48977,0.27078,0.52807,0.44306,0.43854,0.35469,0.38281,0.9597,0.4259,0.4213,0.74016,0.61088,0.53842,0.33069,0.60229,0.65915,0.31964,0.56692,0.67049,0.71848,0.29419,0.72863,0.32243,0.48392,0.81303,0.84134,0.61134,0.08081,1.83584,0.54592
"LOC102723544",0.05146,0.04788,0.25823,0.31283,0.26466,0.10131,0.09656,0.04698,0.15105,0,0.09305,0.04394,0.12737,0,0.0917,0.04328,0.14434,0,0.12577,0.13357,0.13539,0.08801,0.13292,0.1253,0,0,0.12518,0.08518,0.08426,0.13878,0.08727,0.04142,0.20668,0.27798,0.08789,0,0.09449,0.16762,0.12679,0.04203,0.25716,0.09212,0.04399,0.12837,0.04428,0.08733,0.04041,0.17911,0.04199
"LOC102723548",2.52146,1.86739,2.0142,3.85821,3.38759,4.40704,2.75183,3.75807,2.46715,3.33112,3.07076,2.90026,3.1417,2.18149,0.87116,2.77021,2.26133,1.95531,3.1862,0.93501,2.57243,2.42032,1.90515,0.75177,2.12817,2.21181,1.83596,0.55367,2.52782,2.26673,2.35624,1.03542,3.05891,2.64081,1.01069,0.77627,2.69287,2.64005,3.71921,1.34485,3.38599,2.02673,1.62773,3.55164,3.36537,2.35803,2.34354,2.68659,2.72961
"LOC102723566",7.61584,7.6132,7.48867,8.60276,5.82243,5.82539,5.21399,10.75747,2.16505,8.2035,3.02423,6.10812,7.30232,3.55027,1.42137,3.46276,3.07926,1.27323,3.06043,2.49336,1.57956,2.50833,3.0128,2.19268,2.34985,3.48785,4.1309,2.29984,3.41256,3.14566,4.88701,1.07683,2.02549,5.04997,3.47151,4.20099,1.32281,1.42479,7.73426,2.43754,3.72887,0.9673,1.40777,9.75632,1.85981,5.50207,0.76771,3.13436,4.8713
"LOC102723582",1.33792,4.2136,1.85926,2.6069,1.90552,2.93802,2.75183,2.06694,1.4098,2.03845,1.86107,2.81237,2.88696,1.4971,0.68776,2.38065,3.12738,1.13681,2.43157,0.89048,1.62469,1.58421,1.28487,1.69149,1.10842,1.61632,2.29494,1.87395,1.68521,1.66535,2.3126,1.11825,1.52945,2.17751,1.80167,1.82652,1.93697,1.08954,1.77508,1.00864,2.65736,0.3685,1.27579,2.78141,1.81553,1.70302,1.65664,2.2836,2.39366
"LOC102723604",0,0.04788,0.05165,0.05214,0.26466,0,0.04828,0.23488,0.05035,0.09944,0.13958,0.21972,0.12737,0.1711,0.04585,0.04328,0.04811,0,0,0,0.04513,0.08801,0.04431,0.1253,0.08867,0.08507,0.16691,0,0.08426,0.04626,0.08727,0.08283,0.12401,0.04633,0.04394,0.04566,0.14173,0.08381,0.25358,0.04203,0.04286,0.18425,0.04399,0.04279,0,0,0.04041,0.13433,0.12598
"LOC102723623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102723655",0,0.23941,0.10329,0.57351,0.47638,0.25328,0.48278,0.37581,0.5035,0.24859,0.65138,0.61521,1.74067,0,0.0917,0,0.28868,0.36378,0.12577,0.44524,0.4513,0.39605,0.13292,0.25059,0.13301,0.25521,0.41726,0.29813,0.29491,1.71161,0.21817,0.16567,0.20668,0.37064,0.48337,0,0.42519,0,0.42263,0.04203,0.72863,0,0,0.64186,0.57565,0,0.16162,0,0.62991
